"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
2.543001969E0;-7.538779974E-1;1.567520022E0;-2.785704136E0
2.561042801E0;-2.158679962E-1;4.149556756E-1;1.443449974E0
2.579083634E0;-3.186468482E-1;1.393559694E0;-8.497047424E-2
2.597129715E0;1.411876917E0;1.670485735E-1;6.910963058E-1
2.615170243E0;2.086055756E0;1.141859770E0;1.187692642E0
2.633209549E0;1.011688948E0;8.105093241E-1;-1.060665131E0
2.651250138E0;5.904696584E-1;5.833702087E-1;5.329895020E-1
2.669291092E0;1.555726290E0;1.278064251E0;-6.845197678E-1
2.687338028E0;2.063889265E0;1.161019206E0;1.247157097E0
2.705377640E0;1.921350837E0;-5.133538842E-1;2.638025284E-1
2.723423050E0;6.048156619E-1;3.936355114E0;-6.791419983E-1
2.741458573E0;7.565119267E-1;-8.035910130E-2;-5.216159821E-1
2.759502091E0;5.813206434E-1;2.586372137E0;1.419124603E-1
2.777547684E0;-3.320898414E-1;2.532124043E0;-3.431582928E0
2.795586319E0;1.369462729E0;1.345744014E0;1.789750099E0
2.813629654E0;-6.763002276E-1;2.271692514E0;-1.602136612E0
2.831670914E0;6.838011742E-2;-4.913831949E-1;1.734734535E0
2.849706375E0;4.280678332E-1;1.355461597E0;9.222450256E-1
2.867754654E0;6.549462676E-1;8.312059641E-1;-1.430292130E0
2.885793778E0;6.349955797E-1;6.210850477E-1;6.179008484E-1
2.903837540E0;2.812024355E-1;7.386398315E-2;-1.108561516E0
2.921871658E0;3.849582970E-1;5.901544094E-1;1.006250381E0
2.939915482E0;-3.890819550E-1;2.860893011E-1;-1.144551277E0
2.957961441E0;1.275080442E-1;-5.322659016E-2;5.384063721E-2
2.976007766E0;-3.306255937E-1;-7.547748089E-2;-2.687454224E-1
2.994044266E0;-5.085232258E-1;9.924390316E-1;-1.280042648E0
3.012085282E0;-1.437457800E-1;-7.858142853E-1;-1.771448612E0
3.030125748E0;-1.337712526E0;6.761591434E-1;1.196547508E0
3.048169755E0;7.603529692E-1;-2.096559763E0;1.438516617E0
3.066207474E0;-2.524570823E-1;-7.404233217E-1;8.541774750E-2
3.084253433E0;-1.875081778E0;-1.588757038E-1;-2.086166859E0
3.102295303E0;-7.293139696E-1;-1.214132786E0;9.793577194E-1
3.120331437E0;-9.177463055E-1;-9.181286097E-1;-3.779010773E-1
3.138375321E0;-3.042366743E0;1.882179499E0;-1.591625214E-1
3.156418046E0;-3.429251015E-1;-2.729651332E-1;2.867784500E-1
3.174461685E0;-1.950139284E0;-4.707336426E-3;-1.794407845E0
3.192508987E0;-1.621777862E-1;-2.092790127E0;-1.747020721E0
3.210539505E0;2.641062737E0;1.403841138E0;-4.168472290E-1
3.228578995E0;-1.038380504E0;-1.902985454E0;-3.531293869E-1
3.246630752E0;8.810933232E-1;-4.525771141E0;2.195891380E0
3.264669510E0;-3.332336426E0;3.539038181E0;-1.963535786E0
3.282711319E0;-2.308362484E0;1.457833171E0;-7.085037231E-1
3.300753311E0;-3.584436178E-1;1.274421930E0;1.218745232E0
3.318794021E0;-2.194770336E0;-1.548789978E0;1.035704613E0
3.336835770E0;8.533905745E-1;-3.910696030E0;3.744076729E0
3.354878067E0;2.113614559E0;2.252205372E0;-2.490863800E-1
3.372917251E0;-1.127257228E0;9.098190069E-1;3.754491806E-1
3.390963394E0;5.219904780E-1;-2.284203291E0;6.174860001E-1
3.409002518E0;-2.199068546E0;8.029286861E-1;-4.149723053E0
3.427044571E0;-1.730132818E0;6.266669035E-1;3.860902786E-1
3.445086258E0;-4.251378477E-1;4.665654898E-1;4.211090088E0
3.463127579E0;-7.206736803E-1;-1.199098945E0;1.502418518E0
3.481169266E0;-1.725294590E-1;-1.687536240E-1;1.096084595E0
3.499215714E0;-1.960193872E0;1.939852238E-1;-5.496702194E-1
3.517253006E0;-3.563884497E0;1.305190802E0;-1.533405304E0
3.535294022E0;-1.011580467E0;8.751163483E-1;-6.514501572E-1
3.553336136E0;-2.058951378E0;6.248538494E-1;1.326640129E0
3.571377762E0;1.905266047E-1;3.348255157E-1;7.959527969E-1
3.589425003E0;-2.471529245E-1;-3.923884630E-1;-6.780471802E-1
3.607460769E0;8.118295670E-1;-2.447701693E-1;-2.929077148E-1
3.625502823E0;-6.707882881E-1;-1.542862654E-1;5.937757492E-1
3.643544327E0;4.269313216E-1;1.154514909E0;-1.227490425E0
3.661586319E0;1.992821693E-3;-6.948723197E-1;-1.204578400E0
3.679627517E0;8.676202893E-1;-1.310049295E0;7.489910126E-1
3.697669022E0;1.046206594E0;-1.162923694E0;6.155424118E-1
3.715711136E0;1.353789806E0;-2.221152782E-1;1.689100266E-1
3.733747635E0;-2.242142558E-1;-1.313757896E0;-6.802387238E-1
3.751792129E0;5.569594502E-1;7.502419949E-1;4.588003159E-1
3.769837967E0;6.594076157E-1;5.009752512E-1;4.003028870E-1
3.787877884E0;3.911920190E-1;5.738986731E-1;6.147832870E-1
3.805919571E0;8.111236095E-1;1.220092177E0;-9.201660156E-1
3.823961319E0;4.105496407E-2;2.751062632E0;1.419907570E0
3.842002517E0;-6.784103513E-1;6.457304955E-2;-7.530384064E-1
3.860044571E0;5.196300745E-1;1.351627111E0;1.289482117E-1
3.878072342E0;9.952970743E-1;-1.952829242E0;-7.678327560E-1
3.896127517E0;1.138040423E0;-6.878443360E-1;1.364379883E0
3.914169632E0;6.611671448E-1;2.090686321E0;-3.356521606E0
3.932208267E0;-1.056821346E0;-1.987732887E0;2.657193184E0
3.950256608E0;7.333260775E-1;1.459309459E0;1.282698631E0
3.968291092E0;2.344369173E0;-7.851746678E-1;3.834619522E-1
3.986336564E0;2.490496874E0;1.937061787E0;9.832382202E-3
4.004378006E0;-2.762993872E-1;3.129465580E0;-7.362689972E0
4.022420060E0;-9.861560464E-1;-4.618803263E-1;1.887989044E-2
4.040461319E0;-4.681029916E-1;-3.346232176E-1;2.999312401E0
4.058498490E0;1.489430904E0;2.045786381E0;1.388727188E0
4.076543046E0;1.067442894E0;2.028166771E0;6.775283813E-2
4.094588761E0;-4.183188081E-1;1.105678558E0;-1.912182808E0
4.112616287E0;-1.787587047E0;-1.761109829E-1;-1.584424973E-1
4.130670121E0;-1.450338960E-1;1.692276001E0;-4.699897766E-1
4.148711747E0;4.842411876E-1;1.357774377E0;9.646902084E-1
4.166753861E0;5.617603064E-1;1.827054143E0;6.223058701E-1
4.184792008E0;-6.476845741E-1;9.765121937E-1;-8.042659760E-1
4.202840103E0;-1.139530063E0;1.749764323E0;-7.658510208E-1
4.220878495E0;-3.340332210E-1;2.125160933E0;-1.178303719E0
4.238920853E0;2.928797603E-1;1.679593801E0;8.863735199E-2
4.256961808E0;6.279239655E-1;2.680287123E0;-1.099246025E0
4.275000259E0;7.165698409E-1;1.354041815E0;-2.047515392E0
4.293049454E0;-1.136108398E0;-1.440274715E-2;2.231437683E0
4.311087845E0;-3.164590001E-1;9.586611986E-1;2.470936775E0
4.329128983E0;1.746718168E0;2.586641788E0;1.135358810E-1
4.347171097E0;1.148521066E0;1.315640807E0;-1.164149284E0
4.365212784E0;-2.076611757E0;-2.087201118E0;-8.065280914E-1
4.383254837E0;2.163992167E0;6.367696762E0;-2.740880013E0
4.401292556E0;1.361972332E0;2.709015131E0;-2.893015862E0
4.419322404E0;-5.177410841E-1;-7.589340210E-3;4.755834579E0
4.437383438E0;8.412587643E-2;3.455321789E-1;-1.414079666E-1
4.455421769E0;1.831476212E0;3.079016685E0;9.619626999E-1
4.473462783E0;5.289571881E-1;1.008984804E0;-1.650873184E0
4.491505021E0;-6.223857403E-1;4.171742201E-1;-1.231846809E0
4.509546830E0;2.274117470E-1;8.320350647E-1;-1.601898193E0
4.527588761E0;8.888085485E-1;2.199586630E-1;2.776424408E0
4.545628982E0;1.672397614E0;1.554728270E0;1.436737061E0
4.563670731E0;1.996380091E0;1.155154943E0;-1.192231178E0
4.581715042E0;2.095578313E-1;-9.568434954E-1;-3.011322021E-2
4.599756058E0;5.785973072E-1;-7.913541794E-2;5.967512131E-1
4.617796769E0;1.986759186E0;8.315081596E-1;-1.867303848E-1
4.635827286E0;2.258760929E0;-1.235457420E0;6.775007248E-1
4.653880203E0;-2.676424682E-1;-1.019176483E0;3.453545570E0
4.671923538E0;2.761984825E0;1.391964555E0;6.875257492E-1
4.689964310E0;1.343028307E0;-2.934720039E0;2.113039017E0
4.708005386E0;1.531118035E0;1.080130577E0;-1.851005554E-1
4.726048843E0;1.674916744E0;-2.833622456E0;-1.586503029E0
4.744089981E0;6.027418375E-2;-4.695014000E0;1.362603188E0
4.762131485E0;1.928849697E0;-4.968689680E-1;-7.426815033E-1
4.780156449E0;1.253235936E0;-6.653243303E-1;8.443355560E-2
4.798211930E0;1.436966419E0;-1.578209043E0;9.205656052E-1
4.816260453E0;4.649915099E-1;-1.483920097E0;-8.704557419E-1
4.834298783E0;1.652909040E0;1.386733055E-1;-2.417445183E0
4.852340652E0;9.010416269E-1;-1.043142200E0;-2.769464493E0
4.870382523E0;2.346203923E-1;-2.225478172E0;1.128750801E0
4.888421097E0;9.756132364E-1;-1.280923605E0;1.933341026E0
4.906465653E0;2.206599474E0;-1.132323503E0;1.072496414E0
4.924507767E0;1.569669366E0;-3.383035183E0;1.488045692E0
4.942548660E0;1.112299919E0;3.127712011E-1;-3.996496201E-1
4.960580582E0;3.403606653E0;-1.906932473E0;2.527151108E-1
4.978632644E0;1.000925303E-1;-2.553313732E0;3.026371002E-1
4.996675248E0;6.190836430E-1;-1.214796305E0;-8.529129028E-1
5.014716630E0;9.881984591E-1;6.950287819E-1;2.287680626E0
5.032759049E0;1.002769470E0;7.560920715E-2;-8.609151840E-1
5.050800187E0;-6.139870882E-1;-1.596290827E0;4.850645065E-1
5.068829422E0;-1.215810776E0;-6.083627939E-1;-3.439092636E-1
5.086881241E0;-5.864402652E-1;-4.072800875E-1;1.291218758E0
5.104929214E0;-6.647865176E-1;7.909834385E-1;7.218151093E-1
5.122967667E0;-8.837718964E-1;8.172873259E-1;-1.717473507E0
5.141009659E0;-1.593630314E0;3.564647436E-1;-1.388864517E-1
5.159039750E0;-1.081480265E0;2.127207041E0;-4.458030701E0
5.177093460E0;-1.262379646E0;1.187936425E0;3.769493103E-2
5.195134903E0;-1.357728243E0;1.322234154E0;3.551836014E0
5.213177323E0;3.138157725E-1;1.572174549E0;1.131421089E0
5.231218888E0;4.459141195E-2;-5.217444897E-1;7.026004791E-2
5.249261002E0;2.860843539E-1;-4.006695747E-2;-1.095660210E0
5.267302384E0;2.612290382E-1;4.418983936E0;-3.656766891E0
5.285344376E0;2.319250107E0;-1.000816822E-1;-9.285354614E-1
5.303379349E0;1.118615866E-1;1.663308263E0;1.726844788E0
5.321425980E0;3.410166740E0;2.086270809E0;8.548307419E-1
5.339471756E0;2.203963518E0;1.515325189E0;2.437487602E0
5.357511979E0;-3.144544363E-2;1.198088884E0;-4.473578930E0
5.375553544E0;-9.825831056E-1;2.678607941E0;-5.939807892E-1
5.393595658E0;3.215292692E-1;8.124415874E-1;1.342570305E0
5.411637162E0;8.285853863E-1;1.475037336E0;1.524578094E0
5.429679031E0;9.967981577E-1;1.532021999E0;-8.087472916E-1
5.447720902E0;-3.363325000E-1;2.397347927E0;-2.733870506E0
5.465764236E0;-2.141979218E0;1.005600691E0;-1.689219475E0
5.483802688E0;-1.653731227E0;5.382460356E-1;2.081819534E0
5.501847427E0;3.828619719E-1;1.921537876E0;-1.694555283E-1
5.519888566E0;1.364665031E0;-2.820897818E0;-1.597596169E0
5.537930680E0;7.465828657E-1;7.650480270E-1;2.694147110E0
5.555972000E0;-5.950945020E-1;1.446743011E0;2.401783943E0
5.574014054E0;-9.292675853E-1;-2.328493595E0;2.201645851E0
5.592044205E0;-3.308067620E-1;6.553536654E-1;-2.498272419E0
5.610095047E0;4.674665928E-1;-1.126209497E0;-4.818534851E-1
5.628142593E0;-5.356941819E-1;-2.704368353E0;2.356907845E0
5.646181778E0;-8.772996664E-1;-4.196381569E-1;2.873954773E-1
5.664223832E0;-1.101102114E0;2.429976463E0;-1.840592384E0
5.682253861E0;-1.764207482E0;-9.655971527E-1;-4.885783672E0
5.700307022E0;-2.226651907E0;-1.838690400E0;1.941585541E-1
5.718346146E0;-4.591976404E-1;-1.331555843E0;2.837115288E0
5.736391251E0;-1.763678551E0;5.646377802E-1;3.433742523E-1
5.754433304E0;-2.555532753E-1;4.635556936E-1;-1.630065918E0
5.772474747E0;-1.868426919E0;-3.142568588E0;-1.882855415E0
5.790517045E0;-2.058032513E0;-1.876708269E-1;1.310597420E0
5.808558732E0;-2.092651844E0;5.300905704E-1;3.175821304E-1
5.826588883E0;-5.549479723E-1;3.144958019E-1;1.151566505E0
5.844639481E0;-5.199782252E-1;-4.301397800E0;2.156444550E0
5.862687515E0;-2.323067665E0;2.728476048E0;7.641677856E-1
5.880722062E0;-2.170442820E0;1.317481399E0;-2.071490765E0
5.898768326E0;-5.030843019E-1;-5.224034309E0;-2.867505074E0
5.916809890E0;-3.004704952E0;-1.017420292E0;3.220476151E0
5.934852066E0;-2.065270424E0;-1.308829069E0;4.406309128E-1
5.952893937E0;-6.092783809E-1;7.442399263E-1;2.480578423E0
5.970924515E0;-1.647732258E-1;1.653484464E0;-2.226282597E0
5.988973099E0;-2.982162476E0;-3.013570786E0;1.775209427E0
6.007024307E0;-8.271051645E-1;-2.417693138E0;-2.141437531E-1
6.025061661E0;1.387347579E0;4.421368837E-1;-1.446160316E0
6.043104019E0;1.232061505E0;2.425303936E0;1.484403610E-1
6.061145156E0;-3.247826695E-1;-2.338824272E-1;-8.270072937E-2
6.079187455E0;-5.465905070E-1;-1.356144667E0;-9.217805862E-1
6.097229142E0;1.461991072E-1;4.306845665E-1;3.195886612E-1
6.115271500E0;1.413819790E0;2.180406570E0;2.168323517E0
6.133312821E0;6.746481657E-1;3.434763432E0;-2.842132092E0
6.151343461E0;-4.055984020E-1;8.153842688E-1;-3.872138023E0
6.169397171E0;-2.222098589E0;2.564592361E0;9.170351028E-1
6.187439408E0;-1.531650662E0;2.700621128E0;1.242078781E0
6.205469436E0;1.096740961E-1;-2.329082012E0;1.041299820E0
6.223522904E0;1.155914783E0;2.785479069E0;-9.693880081E-1
6.241564835E0;-4.874981046E-1;2.767914772E0;6.520996094E-1
6.259606949E0;-1.207165241E0;3.532718420E-1;3.421842575E0
6.277645279E0;-4.003131390E-2;3.222718954E0;-2.894039154E0
6.295693618E0;4.059458971E-1;3.394190311E0;-1.356746674E0
6.313732621E0;8.032953739E-1;2.766259670E0;-1.560516357E-1
6.331775162E0;9.401936531E-1;4.049562216E-1;-9.457883835E-1
6.349798478E0;1.687881708E0;9.695743322E-1;1.500765800E0
6.367855484E0;1.171928525E0;1.493347287E0;2.348368645E0
6.385903152E0;1.188799620E0;1.919781685E0;2.372581482E0
6.403939773E0;2.323121786E0;2.384573698E0;-2.509084702E0
6.421986649E0;1.875077963E0;1.990470529E0;-2.744108200E0
6.440026322E0;4.451409578E-1;-2.104004622E0;6.235609055E-1
6.458068070E0;3.844211578E0;1.936085820E0;-1.173518181E0
6.476110367E0;1.368006945E0;1.371414900E0;-8.583068848E-2
6.494139725E0;1.235796452E0;6.480158567E-1;3.510995865E0
6.512192276E0;1.356849432E0;1.752374172E-1;-2.267104149E0
6.530238785E0;1.650079727E0;8.406553268E-1;-5.388183594E-1
6.548278824E0;6.204047799E-1;-2.203428030E0;7.611370087E-1
6.566319474E0;2.671157122E0;-1.556409478E0;1.601654053E0
6.584361710E0;8.809684515E-1;-1.269619465E-1;-2.595148087E-1
6.602403763E0;1.509001493E0;-8.907640576E-1;1.705894470E-1
6.620446060E0;3.388450742E-1;-2.595511675E0;-1.321727753E0
6.638475296E0;1.782483816E0;1.282206774E0;-1.681607723E0
6.656528763E0;1.089319706E0;-9.097487926E-1;-8.174705505E-1
6.674572159E0;1.909526110E0;-1.993625283E0;1.365547180E-1
6.692613663E0;1.708855271E0;-1.652609229E0;-6.878337860E-1
6.710655289E0;2.572770834E0;-3.070764065E0;1.550560951E0
6.728697403E0;1.142506599E0;-4.756929874E0;1.246595383E0
6.746739212E0;1.814872503E0;-2.886906624E0;-2.072353363E-1
6.764781754E0;1.434974968E-1;-1.909821987E0;5.509681702E-1
6.782822892E0;1.090934426E-1;-3.011640787E0;-1.232398987E0
6.800850479E0;2.838765383E-1;-1.673899174E0;-1.089526176E0
6.818905472E0;5.718527436E-1;-2.216470242E0;1.041858673E0
6.836949478E0;-1.853712201E-1;-1.479528666E0;3.552057266E0
6.854990799E0;1.357463717E0;2.785526276E0;-5.928354263E-1
6.873030045E0;4.889962077E-1;1.698630333E0;-2.856189728E0
6.891072220E0;4.397690296E-2;9.782752991E-1;-5.526719570E0
6.909119827E0;-5.838218927E-1;-1.696018815E0;1.553707123E0
6.927158646E0;2.193597078E0;-3.325200081E-1;3.100633621E0
6.945200821E0;1.878905296E0;6.559851170E-1;3.053188324E-1
6.963242936E0;1.209165096E0;1.980909348E0;-6.873521805E-1
6.981285111E0;6.971849799E-1;-1.713933468E0;1.693819046E0
6.999326248E0;-1.772476673E0;1.710450649E-1;-1.789281845E0
7.017370621E0;7.772768736E-1;1.287869096E0;-8.035764694E-1
7.035410476E0;-1.830520928E-1;-5.693641901E-1;3.456760406E0
7.053453140E0;7.386356592E-1;1.329844475E0;-1.296872139E0
7.071494583E0;5.534811020E-1;-5.343513489E-1;-3.933107376E0
7.089536698E0;-6.529114246E-1;-1.115693927E0;1.600135803E0
7.107578202E0;7.927614450E-2;3.765496016E-1;1.579646111E0
7.125620865E0;1.756797552E0;-1.386675835E-1;6.518363953E-1
7.143662308E0;1.313026786E0;-2.029950142E0;2.233236313E0
7.161704484E0;6.723783612E-1;-3.345634937E0;1.096473694E0
7.179746781E0;8.962965012E-2;-1.856563807E0;-2.928619385E-1
7.197788529E0;-4.768156707E-1;1.168688297E0;-2.954864502E-2
7.215830033E0;1.307081580E-1;8.223986626E-2;6.465702057E-1
