"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.984991310E-1,-2.166748047E-3,-1.251220703E-3,2.990722656E-3
8.035345310E-1,-2.868652344E-3,-1.617431641E-3,3.341674805E-3
8.085699320E-1,-2.502441406E-3,-1.953125000E-3,3.005981445E-3
8.136053320E-1,-1.419067383E-3,-8.697509766E-4,2.929687500E-3
8.186407330E-1,-1.541137695E-3,-1.831054688E-4,1.556396484E-3
8.236761330E-1,-2.456665039E-3,-6.103515625E-4,1.556396484E-3
8.287115330E-1,-1.800537109E-3,-1.678466797E-3,1.983642578E-3
8.337469340E-1,-2.243041992E-3,-2.319335938E-3,2.624511719E-3
8.387823340E-1,-2.868652344E-3,-2.777099609E-3,2.624511719E-3
8.438177350E-1,-2.410888672E-3,-2.471923828E-3,2.624511719E-3
8.488531350E-1,-1.800537109E-3,-2.197265625E-3,2.166748047E-3
8.538885350E-1,-1.800537109E-3,-2.914428711E-3,1.556396484E-3
8.589239360E-1,-1.800537109E-3,-1.831054688E-3,1.556396484E-3
8.639593360E-1,-1.800537109E-3,-1.770019531E-3,2.075195312E-3
8.689947360E-1,-2.334594727E-3,-2.319335938E-3,2.624511719E-3
8.740301370E-1,-2.334594727E-3,-2.868652344E-3,3.173828125E-3
8.790655370E-1,-7.171630859E-4,-2.853393555E-3,3.158569336E-3
8.841009380E-1,3.356933594E-4,-1.770019531E-3,3.189086914E-3
8.891363380E-1,-8.239746094E-4,-1.251220703E-3,2.548217773E-3
8.941717380E-1,-1.800537109E-3,-1.846313477E-3,1.556396484E-3
8.992071390E-1,-2.410888672E-3,-2.319335938E-3,9.613037109E-4
9.042425390E-1,-2.868652344E-3,-2.319335938E-3,1.098632812E-3
9.092779400E-1,-1.632690430E-3,-2.944946289E-3,1.556396484E-3
9.143133400E-1,-7.324218750E-4,-4.028320312E-3,2.197265625E-3
9.193487400E-1,-7.324218750E-4,-3.158569336E-3,1.983642578E-3
9.243841410E-1,-7.629394531E-5,-2.319335938E-3,2.227783203E-3
9.294195410E-1,-3.509521484E-4,-3.005981445E-3,2.624511719E-3
9.344549420E-1,-7.324218750E-4,-2.700805664E-3,1.251220703E-3
9.394903420E-1,-7.324218750E-4,-3.021240234E-3,1.892089844E-3
9.445257420E-1,-1.449584961E-3,-4.104614258E-3,3.341674805E-3
9.495611430E-1,-3.662109375E-4,-2.304077148E-3,2.258300781E-3
9.545965430E-1,-4.119873047E-4,-1.998901367E-3,1.556396484E-3
9.596319430E-1,-7.324218750E-4,-3.814697266E-3,1.556396484E-3
9.646673440E-1,1.525878906E-5,-5.218505859E-3,1.556396484E-3
9.697027440E-1,3.356933594E-4,-4.760742188E-3,1.556396484E-3
9.747381450E-1,1.113891602E-3,-4.455566406E-3,2.349853516E-3
9.797735450E-1,2.197265625E-3,-4.455566406E-3,3.433227539E-3
9.848089450E-1,4.577636719E-5,-3.662109375E-3,2.899169922E-3
9.898443460E-1,7.629394531E-5,-3.387451172E-3,2.624511719E-3
9.948797460E-1,-5.035400391E-4,-2.563476562E-3,1.800537109E-3
9.999151470E-1,1.068115234E-4,-4.013061523E-3,3.250122070E-3
1.004950547E0,1.190185547E-3,-4.455566406E-3,3.692626953E-3
1.009985947E0,-3.509521484E-4,-3.585815430E-3,2.822875977E-3
1.015021348E0,-7.324218750E-4,-3.387451172E-3,2.624511719E-3
1.020056748E0,-7.324218750E-4,-4.287719727E-3,3.524780273E-3
1.025092149E0,1.678466797E-4,-4.455566406E-3,2.792358398E-3
1.030127549E0,-5.950927734E-4,-4.455566406E-3,1.708984375E-3
1.035162949E0,1.129150391E-3,-4.455566406E-3,3.433227539E-3
1.040198350E0,1.403808594E-3,-4.455566406E-3,2.746582031E-3
1.045233750E0,1.403808594E-3,-3.509521484E-3,3.585815430E-3
1.050269151E0,1.403808594E-3,-4.364013672E-3,3.692626953E-3
1.055304551E0,2.380371094E-3,-5.447387695E-3,2.716064453E-3
1.060339951E0,1.464843750E-3,-4.531860352E-3,1.632690430E-3
1.065375352E0,3.814697266E-4,-4.455566406E-3,1.556396484E-3
1.070410752E0,1.342773438E-3,-4.455566406E-3,2.578735352E-3
1.075446152E0,1.403808594E-3,-3.433227539E-3,2.624511719E-3
1.080481553E0,1.403808594E-3,-3.387451172E-3,3.677368164E-3
1.085516953E0,1.403808594E-3,-5.523681641E-3,2.639770508E-3
1.090552354E0,3.356933594E-4,-4.455566406E-3,2.624511719E-3
1.095587754E0,3.204345703E-4,-4.455566406E-3,2.624511719E-3
1.100623154E0,-7.324218750E-4,-3.387451172E-3,1.586914062E-3
1.105658555E0,-7.019042969E-4,-3.387451172E-3,2.624511719E-3
1.110693955E0,3.356933594E-4,-3.387451172E-3,2.624511719E-3
1.115729356E0,4.577636719E-4,-3.463745117E-3,2.624511719E-3
1.120764756E0,2.548217773E-3,-4.455566406E-3,2.624511719E-3
1.125800156E0,3.341674805E-3,-4.272460938E-3,2.731323242E-3
1.130835557E0,1.296997070E-3,-2.319335938E-3,3.601074219E-3
1.135870957E0,4.425048828E-4,-2.319335938E-3,2.517700195E-3
1.140906358E0,1.266479492E-3,-2.578735352E-3,1.556396484E-3
1.145941758E0,1.831054688E-4,-4.318237305E-3,1.846313477E-3
1.150977158E0,-7.324218750E-4,-3.387451172E-3,3.555297852E-3
1.156012559E0,-7.324218750E-4,-3.387451172E-3,2.471923828E-3
1.161047959E0,-7.324218750E-4,-3.219604492E-3,1.556396484E-3
1.166083360E0,-7.324218750E-4,-2.319335938E-3,1.373291016E-3
1.171118760E0,-5.493164062E-4,-2.319335938E-3,4.882812500E-4
1.176154160E0,5.340576172E-4,-2.532958984E-3,7.019042969E-4
1.181189561E0,9.460449219E-4,-3.387451172E-3,1.342773438E-3
1.186224961E0,-5.035400391E-4,-3.387451172E-3,4.882812500E-4
1.191260361E0,3.356933594E-4,-3.387451172E-3,9.918212891E-4
1.196295762E0,3.356933594E-4,-3.387451172E-3,2.624511719E-3
1.201331162E0,3.356933594E-4,-3.128051758E-3,2.365112305E-3
1.206366563E0,4.577636719E-5,-2.609252930E-3,1.281738281E-3
1.211401963E0,-1.037597656E-3,-3.387451172E-3,1.098632812E-3
1.216437363E0,-1.495361328E-3,-3.082275391E-3,2.624511719E-3
1.221472764E0,-4.119873047E-4,-2.655029297E-3,2.624511719E-3
1.226508164E0,3.356933594E-4,-3.067016602E-3,1.968383789E-3
1.231543565E0,-1.525878906E-5,-2.319335938E-3,8.392333984E-4
1.236578965E0,-7.324218750E-4,-2.319335938E-3,1.556396484E-3
1.241614365E0,-7.324218750E-4,-2.319335938E-3,1.190185547E-3
1.246649766E0,-3.509521484E-4,-2.319335938E-3,8.850097656E-4
1.251685166E0,-4.730224609E-4,-2.731323242E-3,1.556396484E-3
1.256720567E0,-1.800537109E-3,-2.990722656E-3,1.159667969E-3
1.261755967E0,-2.227783203E-3,-1.907348633E-3,4.882812500E-4
1.266791367E0,-2.014160156E-3,-1.693725586E-3,9.307861328E-4
1.271826768E0,-7.324218750E-4,-1.876831055E-3,2.014160156E-3
1.276862168E0,-1.205444336E-3,-1.724243164E-3,1.708984375E-3
1.281897568E0,-1.342773438E-3,-2.319335938E-3,9.613037109E-4
1.286932969E0,-1.708984375E-3,-1.358032227E-3,2.044677734E-3
1.291968369E0,-2.868652344E-3,-6.866455078E-4,2.624511719E-3
1.297003770E0,-2.365112305E-3,-1.770019531E-3,2.624511719E-3
1.302039170E0,-1.800537109E-3,-3.372192383E-3,2.105712891E-3
1.307074570E0,-1.800537109E-3,-3.921508789E-3,1.022338867E-3
1.312109971E0,-1.800537109E-3,-3.387451172E-3,4.882812500E-4
1.317145371E0,-7.019042969E-4,-3.387451172E-3,1.052856445E-3
1.322180772E0,-2.288818359E-4,-2.273559570E-3,1.556396484E-3
1.327216172E0,-1.327514648E-3,-1.251220703E-3,9.765625000E-4
1.332251572E0,-2.410888672E-3,-1.251220703E-3,-1.068115234E-4
1.337286973E0,-1.663208008E-3,-1.861572266E-3,3.051757812E-5
1.342322373E0,-1.983642578E-3,-2.944946289E-3,4.882812500E-4
1.347357774E0,-2.868652344E-3,-2.761840820E-3,1.129150391E-3
1.352393174E0,-1.586914062E-3,-1.678466797E-3,1.556396484E-3
1.357428574E0,-1.388549805E-3,-1.251220703E-3,1.556396484E-3
1.362463975E0,-1.144409180E-3,-5.950927734E-4,1.556396484E-3
1.367499375E0,-2.105712891E-3,-8.697509766E-4,8.850097656E-4
1.372534776E0,-2.868652344E-3,-5.645751953E-4,4.882812500E-4
1.377570176E0,-2.868652344E-3,-9.002685547E-4,-2.136230469E-4
1.382605576E0,-2.868652344E-3,-5.340576172E-4,-5.798339844E-4
1.387640977E0,-2.136230469E-3,-1.663208008E-3,-1.312255859E-3
1.392676377E0,-4.043579102E-3,-1.586914062E-3,-1.647949219E-3
1.397711777E0,-4.257202148E-3,-1.251220703E-3,-1.220703125E-4
1.402747178E0,-3.173828125E-3,-1.251220703E-3,4.882812500E-4
1.407782578E0,-2.868652344E-3,-4.730224609E-4,-2.899169922E-4
1.412817979E0,-2.868652344E-3,-9.765625000E-4,-5.798339844E-4
1.417853379E0,-3.677368164E-3,-1.251220703E-3,-5.798339844E-4
1.422888779E0,-3.936767578E-3,-2.075195312E-3,1.068115234E-3
1.427924180E0,-3.936767578E-3,-1.495361328E-3,-1.068115234E-4
1.432959580E0,-3.097534180E-3,-1.251220703E-3,-5.798339844E-4
1.437994981E0,-3.723144531E-3,-2.105712891E-3,-5.798339844E-4
1.443030381E0,-2.212524414E-3,-1.464843750E-3,-1.434326172E-3
1.448065781E0,-4.440307617E-3,-1.251220703E-3,-7.629394531E-4
1.453101182E0,-4.119873047E-3,-3.662109375E-4,3.204345703E-4
1.458136582E0,-2.136230469E-3,-1.098632812E-3,1.403808594E-3
1.463171983E0,-1.800537109E-3,-3.356933594E-4,6.408691406E-4
1.468207383E0,-2.731323242E-3,7.324218750E-4,-4.272460938E-4
1.473242783E0,-2.868652344E-3,-6.103515625E-5,-5.798339844E-4
1.478278184E0,-3.829956055E-3,7.629394531E-4,-5.798339844E-4
1.483313584E0,-3.936767578E-3,-9.155273438E-5,-1.541137695E-3
1.488348985E0,-2.960205078E-3,-1.831054688E-4,-1.647949219E-3
1.493384385E0,-3.860473633E-3,-1.831054688E-4,-6.561279297E-4
1.498419785E0,-2.944946289E-3,-1.831054688E-4,-1.571655273E-3
1.503455186E0,-2.868652344E-3,-1.205444336E-3,-6.256103516E-4
1.508490586E0,-3.906250000E-3,-2.288818359E-4,4.577636719E-4
1.513525986E0,-4.989624023E-3,8.544921875E-4,-5.493164062E-4
1.518561387E0,-6.072998047E-3,2.990722656E-3,-1.632690430E-3
1.523596787E0,-3.936767578E-3,1.953125000E-3,-1.647949219E-3
1.528632188E0,-2.868652344E-3,1.922607422E-3,1.556396484E-3
1.533667588E0,-2.868652344E-3,-1.831054688E-4,4.882812500E-4
1.538702988E0,-2.868652344E-3,-1.525878906E-4,4.882812500E-4
1.543738389E0,-2.975463867E-3,8.850097656E-4,3.967285156E-4
1.548773789E0,-4.959106445E-3,8.850097656E-4,-1.586914062E-3
1.553809190E0,-3.875732422E-3,8.850097656E-4,-4.272460938E-4
1.558844590E0,-2.960205078E-3,7.934570312E-4,1.556396484E-3
1.563879990E0,-3.936767578E-3,-9.155273438E-5,1.464843750E-3
1.568915391E0,-4.058837891E-3,9.918212891E-4,4.882812500E-4
1.573950791E0,-4.638671875E-3,1.953125000E-3,6.256103516E-4
1.578986192E0,-1.800537109E-3,1.815795898E-3,1.434326172E-3
1.584021592E0,-1.800537109E-3,8.850097656E-4,3.509521484E-4
1.589056992E0,-1.968383789E-3,8.850097656E-4,-7.324218750E-4
1.594092393E0,-2.532958984E-3,1.220703125E-3,-1.647949219E-3
1.599127793E0,-9.307861328E-4,2.822875977E-3,-1.647949219E-3
1.604163193E0,-1.998901367E-3,1.953125000E-3,-1.449584961E-3
1.609198594E0,-2.670288086E-3,2.151489258E-3,-5.798339844E-4
1.614233994E0,-2.029418945E-3,2.792358398E-3,-7.934570312E-4
1.619269395E0,-2.868652344E-3,1.953125000E-3,-1.419067383E-3
1.624304795E0,-2.868652344E-3,1.953125000E-3,-3.356933594E-4
1.629340195E0,-3.128051758E-3,1.693725586E-3,4.882812500E-4
1.634375596E0,-3.936767578E-3,1.144409180E-3,2.288818359E-4
1.639410996E0,-3.936767578E-3,1.663208008E-3,-2.899169922E-4
1.644446397E0,-3.356933594E-3,1.174926758E-3,1.983642578E-4
1.649481797E0,-1.800537109E-3,1.953125000E-3,-5.798339844E-4
1.654517197E0,-2.120971680E-3,1.632690430E-3,-2.593994141E-4
1.659552598E0,-3.204345703E-3,1.205444336E-3,4.882812500E-4
1.664587998E0,-3.601074219E-3,1.953125000E-3,4.882812500E-4
1.669623399E0,-2.517700195E-3,1.953125000E-3,4.882812500E-4
1.674658799E0,-2.182006836E-3,1.953125000E-3,4.882812500E-4
1.679694199E0,-2.868652344E-3,1.953125000E-3,1.220703125E-4
1.684729600E0,-2.487182617E-3,1.556396484E-3,-5.798339844E-4
1.689765000E0,-1.800537109E-3,8.850097656E-4,-1.678466797E-4
1.694800401E0,-1.388549805E-3,8.850097656E-4,7.629394531E-5
1.699835801E0,-2.014160156E-3,1.296997070E-3,-1.525878906E-4
1.704871201E0,-3.067016602E-3,1.510620117E-3,4.882812500E-4
1.709906602E0,-1.358032227E-3,8.850097656E-4,4.882812500E-4
1.714942002E0,-1.205444336E-3,1.342773438E-3,9.613037109E-4
1.719977402E0,-2.288818359E-3,1.464843750E-3,1.083374023E-3
1.725012803E0,-2.380371094E-3,8.850097656E-4,0.000000000E0
1.730048203E0,-1.800537109E-3,1.373291016E-3,-5.798339844E-4
1.735083604E0,-2.319335938E-3,1.953125000E-3,-6.103515625E-5
1.740119004E0,-2.868652344E-3,1.419067383E-3,1.022338867E-3
1.745154404E0,-2.334594727E-3,8.850097656E-4,1.556396484E-3
1.750189805E0,-2.365112305E-3,8.850097656E-4,1.007080078E-3
1.755225205E0,-2.319335938E-3,1.434326172E-3,4.882812500E-4
1.760260606E0,-1.800537109E-3,1.373291016E-3,1.068115234E-3
1.765296006E0,-1.800537109E-3,1.464843750E-3,1.556396484E-3
1.770331406E0,-1.800537109E-3,1.342773438E-3,1.556396484E-3
1.775366807E0,-1.800537109E-3,2.746582031E-4,9.613037109E-4
1.780402207E0,-1.190185547E-3,4.272460938E-4,1.113891602E-3
1.785437608E0,-7.324218750E-4,1.510620117E-3,1.556396484E-3
1.790473008E0,-7.324218750E-4,6.408691406E-4,2.212524414E-3
1.795508408E0,-1.403808594E-3,4.730224609E-4,1.968383789E-3
1.800543809E0,-1.144409180E-3,8.850097656E-4,2.288818359E-4
1.805579209E0,-1.419067383E-3,8.850097656E-4,1.068115234E-4
1.810614610E0,-1.800537109E-3,1.571655273E-3,1.190185547E-3
1.815650010E0,-1.800537109E-3,1.953125000E-3,1.556396484E-3
1.820685410E0,-1.083374023E-3,2.670288086E-3,1.556396484E-3
1.825720811E0,-7.324218750E-4,3.021240234E-3,8.239746094E-4
1.830756211E0,-1.480102539E-3,3.021240234E-3,1.235961914E-3
1.835791611E0,-1.052856445E-3,2.258300781E-3,8.087158203E-4
1.840827012E0,-1.510620117E-3,1.953125000E-3,4.882812500E-4
1.845862412E0,-1.022338867E-3,1.953125000E-3,-2.899169922E-4
1.850897813E0,6.103515625E-5,1.953125000E-3,2.288818359E-4
1.855933213E0,3.356933594E-4,1.953125000E-3,4.882812500E-4
1.860968613E0,1.144409180E-3,1.129150391E-3,1.312255859E-3
1.866004014E0,5.645751953E-4,1.708984375E-3,3.234863281E-3
1.871039414E0,-5.187988281E-4,1.953125000E-3,3.692626953E-3
1.876074815E0,-1.602172852E-3,2.807617188E-3,2.838134766E-3
1.881110215E0,-9.307861328E-4,3.021240234E-3,1.754760742E-3
1.886145615E0,-7.324218750E-4,3.021240234E-3,1.556396484E-3
1.891181016E0,1.525878906E-4,3.906250000E-3,2.456665039E-3
1.896216416E0,3.356933594E-4,3.173828125E-3,2.624511719E-3
1.901251817E0,1.251220703E-3,2.090454102E-3,3.555297852E-3
1.906287217E0,4.730224609E-4,2.868652344E-3,1.846313477E-3
1.911322617E0,1.266479492E-3,2.075195312E-3,6.256103516E-4
1.916358018E0,1.403808594E-3,2.899169922E-3,1.449584961E-3
1.921393418E0,1.403808594E-3,2.044677734E-3,2.532958984E-3
1.926428818E0,1.403808594E-3,1.953125000E-3,3.601074219E-3
1.931464219E0,1.403808594E-3,2.944946289E-3,2.700805664E-3
1.936499619E0,3.814697266E-4,4.028320312E-3,1.617431641E-3
1.941535020E0,1.342773438E-3,4.089355469E-3,2.578735352E-3
1.946570420E0,3.662109375E-4,3.051757812E-3,2.624511719E-3
1.951605820E0,1.373291016E-3,1.968383789E-3,2.624511719E-3
1.956641221E0,1.403808594E-3,1.953125000E-3,3.692626953E-3
1.961676621E0,2.471923828E-3,1.953125000E-3,2.624511719E-3
1.966712022E0,1.403808594E-3,3.021240234E-3,2.624511719E-3
1.971747422E0,2.441406250E-3,2.990722656E-3,2.624511719E-3
1.976782822E0,1.434326172E-3,1.907348633E-3,2.624511719E-3
1.981818223E0,2.410888672E-3,9.765625000E-4,2.685546875E-3
1.986853623E0,1.403808594E-3,2.960205078E-3,3.646850586E-3
1.991889024E0,1.480102539E-3,1.953125000E-3,2.624511719E-3
1.996924424E0,2.548217773E-3,2.120971680E-3,2.456665039E-3
2.001959824E0,3.341674805E-3,3.982543945E-3,6.866455078E-4
2.006995225E0,1.403808594E-3,2.792358398E-3,2.746582031E-3
2.012030625E0,1.403808594E-3,1.007080078E-3,3.448486328E-3
2.017066026E0,1.541137695E-3,1.800537109E-3,1.419067383E-3
2.022101426E0,2.471923828E-3,1.022338867E-3,7.934570312E-4
2.027136826E0,2.471923828E-3,1.953125000E-3,2.624511719E-3
2.032172227E0,2.471923828E-3,1.770019531E-3,2.456665039E-3
2.037207627E0,2.273559570E-3,1.068115234E-3,1.373291016E-3
2.042243027E0,1.190185547E-3,1.953125000E-3,7.019042969E-4
2.047278428E0,3.356933594E-4,1.724243164E-3,1.785278320E-3
2.052313828E0,5.493164062E-4,1.327514648E-3,2.410888672E-3
2.057349229E0,1.403808594E-3,3.021240234E-3,1.800537109E-3
2.062384629E0,1.647949219E-3,2.761840820E-3,2.380371094E-3
2.067420029E0,2.471923828E-3,1.953125000E-3,1.556396484E-3
2.072455430E0,2.471923828E-3,1.953125000E-3,1.556396484E-3
2.077490830E0,2.182006836E-3,1.953125000E-3,1.556396484E-3
2.082526231E0,1.403808594E-3,1.953125000E-3,1.266479492E-3
2.087561631E0,1.708984375E-3,1.953125000E-3,4.882812500E-4
2.092597031E0,2.471923828E-3,1.617431641E-3,-1.525878906E-4
2.097632432E0,2.471923828E-3,8.850097656E-4,-3.051757812E-4
2.102667832E0,2.120971680E-3,8.850097656E-4,2.624511719E-3
2.107703233E0,1.037597656E-3,5.187988281E-4,1.907348633E-3
2.112738633E0,-4.577636719E-5,1.831054688E-4,8.697509766E-4
2.117774033E0,3.051757812E-5,4.882812500E-4,2.334594727E-3
2.122809434E0,1.800537109E-3,-1.831054688E-4,3.295898438E-3
2.127844834E0,2.868652344E-3,-1.831054688E-4,2.227783203E-3
2.132880235E0,2.700805664E-3,-1.831054688E-4,1.983642578E-3
2.137915635E0,1.403808594E-3,-6.256103516E-4,2.197265625E-3
2.142951035E0,1.846313477E-3,-1.251220703E-3,1.556396484E-3
2.147986436E0,1.998901367E-3,-7.934570312E-4,1.556396484E-3
2.153021836E0,1.861572266E-3,-1.831054688E-4,1.556396484E-3
2.158057236E0,1.983642578E-3,-1.831054688E-4,1.556396484E-3
2.163092637E0,1.403808594E-3,-1.831054688E-4,1.556396484E-3
2.168128037E0,8.850097656E-4,-1.831054688E-4,1.052856445E-3
2.173163438E0,8.392333984E-4,-7.019042969E-4,4.882812500E-4
2.178198838E0,8.697509766E-4,-1.251220703E-3,1.556396484E-3
2.183234238E0,1.419067383E-3,-1.251220703E-3,2.624511719E-3
2.188269639E0,1.342773438E-3,-7.019042969E-4,2.624511719E-3
2.193305039E0,9.002685547E-4,-1.831054688E-4,2.624511719E-3
2.198340440E0,1.403808594E-3,-7.781982422E-4,2.044677734E-3
2.203375840E0,8.087158203E-4,-1.251220703E-3,1.556396484E-3
2.208411240E0,9.307861328E-4,-6.561279297E-4,1.556396484E-3
2.213446641E0,1.403808594E-3,-1.831054688E-4,9.460449219E-4
2.218482041E0,1.403808594E-3,4.425048828E-4,1.129150391E-3
2.223517442E0,1.403808594E-3,8.850097656E-4,9.155273438E-4
2.228552842E0,1.403808594E-3,2.288818359E-4,4.882812500E-4
2.233588242E0,2.059936523E-3,-8.544921875E-4,4.882812500E-4
2.238623643E0,1.113891602E-3,-5.798339844E-4,4.882812500E-4
2.243659043E0,1.022338867E-3,5.035400391E-4,4.882812500E-4
2.248694443E0,7.019042969E-4,1.571655273E-3,-1.983642578E-4
2.253729844E0,3.356933594E-4,5.187988281E-4,1.373291016E-4
2.258765244E0,1.052856445E-3,-9.155273438E-4,-2.288818359E-4
2.263800645E0,6.561279297E-4,-5.187988281E-4,-1.312255859E-3
2.268836045E0,-4.272460938E-4,5.645751953E-4,-8.850097656E-4
2.273871445E0,3.051757812E-5,1.068115234E-4,-5.798339844E-4
