"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.704900980E-1,-3.347778320E-1,9.536239624E0,-9.430145264E0
3.755254980E-1,-3.129425049E-1,9.547088623E0,-9.431838989E0
3.805608990E-1,-3.188018799E-1,9.537277222E0,-9.434265137E0
3.855962990E-1,-3.024291992E-1,9.543899536E0,-9.492752075E0
3.906316990E-1,-2.736511230E-1,9.569015503E0,-9.476684570E0
3.956671000E-1,-3.159027100E-1,9.554779053E0,-9.445861816E0
4.007025000E-1,-3.323211670E-1,9.550964355E0,-9.473693848E0
4.057379010E-1,-3.286590576E-1,9.547012329E0,-9.462936401E0
4.107733010E-1,-3.217926025E-1,9.551422119E0,-9.464981079E0
4.158087010E-1,-2.980194092E-1,9.554428101E0,-9.434188843E0
4.208441020E-1,-2.860870361E-1,9.582778931E0,-9.439239502E0
4.258795020E-1,-2.857666016E-1,9.591583252E0,-9.448394775E0
4.309149020E-1,-2.833557129E-1,9.578063965E0,-9.439132690E0
4.359503030E-1,-2.991638184E-1,9.556488037E0,-9.443084717E0
4.409857030E-1,-2.845764160E-1,9.533874512E0,-9.413375854E0
4.460211040E-1,-2.816772461E-1,9.555389404E0,-9.416168213E0
4.510565040E-1,-3.037261963E-1,9.553894043E0,-9.453582764E0
4.560919040E-1,-3.235321045E-1,9.558792114E0,-9.470932007E0
4.611273050E-1,-3.116607666E-1,9.563125610E0,-9.470260620E0
4.661627050E-1,-2.966308594E-1,9.553543091E0,-9.471130371E0
4.711981060E-1,-2.914581299E-1,9.559371948E0,-9.425430298E0
4.762335060E-1,-2.842254639E-1,9.551452637E0,-9.472122192E0
4.812689060E-1,-2.856445312E-1,9.554763794E0,-9.478195190E0
4.863043070E-1,-3.045349121E-1,9.559906006E0,-9.453842163E0
4.913397070E-1,-3.087005615E-1,9.538131714E0,-9.464981079E0
4.963751080E-1,-3.324737549E-1,9.549957275E0,-9.448165894E0
5.014105080E-1,-3.263092041E-1,9.563751221E0,-9.476348877E0
5.064459080E-1,-3.067779541E-1,9.565322876E0,-9.480651855E0
5.114813090E-1,-3.300628662E-1,9.537216187E0,-9.457351685E0
5.165167090E-1,-3.219604492E-1,9.565795898E0,-9.486373901E0
5.215521100E-1,-3.039550781E-1,9.558532715E0,-9.449478149E0
5.265875100E-1,-3.088531494E-1,9.550476074E0,-9.426589966E0
5.316229100E-1,-3.122711182E-1,9.572387695E0,-9.484817505E0
5.366583110E-1,-2.827301025E-1,9.568237305E0,-9.510986328E0
5.416937110E-1,-2.594451904E-1,9.542541504E0,-9.461029053E0
5.467291110E-1,-2.874755859E-1,9.520812988E0,-9.427078247E0
5.517645120E-1,-3.052978516E-1,9.539871216E0,-9.449203491E0
5.567999120E-1,-3.000946045E-1,9.547088623E0,-9.518722534E0
5.618353130E-1,-3.055267334E-1,9.558380127E0,-9.505935669E0
5.668707130E-1,-2.980041504E-1,9.534744263E0,-9.499893188E0
5.719061130E-1,-2.782745361E-1,9.535751343E0,-9.467605591E0
5.769415140E-1,-3.054962158E-1,9.574737549E0,-9.475555420E0
5.819769140E-1,-3.261871338E-1,9.562927246E0,-9.482925415E0
5.870123150E-1,-2.584075928E-1,9.581146240E0,-9.465576172E0
5.920477150E-1,-2.824249268E-1,9.556549072E0,-9.435714722E0
5.970831150E-1,-3.214569092E-1,9.560089111E0,-9.482864380E0
6.021185160E-1,-3.140258789E-1,9.559280396E0,-9.428207397E0
6.071539160E-1,-3.038024902E-1,9.552627563E0,-9.453323364E0
6.121893170E-1,-3.027496338E-1,9.584045410E0,-9.421035767E0
6.172247170E-1,-3.005828857E-1,9.565780640E0,-9.404006958E0
6.222601170E-1,-3.158111572E-1,9.579177856E0,-9.427032471E0
6.272955180E-1,-2.656555176E-1,9.553588867E0,-9.455780029E0
6.323309180E-1,-3.185272217E-1,9.542846680E0,-9.444030762E0
6.373663180E-1,-2.762451172E-1,9.549148560E0,-9.504760742E0
6.424017190E-1,-3.249511719E-1,9.563308716E0,-9.445220947E0
6.474371190E-1,-2.938537598E-1,9.566085815E0,-9.440902710E0
6.524725200E-1,-3.050689697E-1,9.599243164E0,-9.429031372E0
6.575079200E-1,-3.357543945E-1,9.516357422E0,-9.438446045E0
6.625433200E-1,-2.841491699E-1,9.552413940E0,-9.432037354E0
6.675787210E-1,-3.076629639E-1,9.581848145E0,-9.469726562E0
6.726141210E-1,-3.114013672E-1,9.553161621E0,-9.476745605E0
6.776495220E-1,-2.869110107E-1,9.584808350E0,-9.422439575E0
6.826849220E-1,-2.621002197E-1,9.539596558E0,-9.469665527E0
6.877203220E-1,-2.961425781E-1,9.569656372E0,-9.404602051E0
6.927557230E-1,-3.037719727E-1,9.555236816E0,-9.456909180E0
6.977911230E-1,-3.109283447E-1,9.564727783E0,-9.453887939E0
7.028265240E-1,-2.749938965E-1,9.553161621E0,-9.475311279E0
7.078619240E-1,-2.628631592E-1,9.560852051E0,-9.383300781E0
7.128973240E-1,-2.696990967E-1,9.544052124E0,-9.352111816E0
7.179327250E-1,-2.935180664E-1,9.575958252E0,-9.401382446E0
7.229681250E-1,-3.227233887E-1,9.583541870E0,-9.419265747E0
7.280035260E-1,-3.095397949E-1,9.546615601E0,-9.397277832E0
7.330389260E-1,-2.883758545E-1,9.594039917E0,-9.363479614E0
7.380743260E-1,-3.031158447E-1,9.545272827E0,-9.393142700E0
7.431097270E-1,-2.785339355E-1,9.539962769E0,-9.408554077E0
7.481451270E-1,-2.996978760E-1,9.548950195E0,-9.432876587E0
7.531805270E-1,-3.049316406E-1,9.548706055E0,-9.427139282E0
7.582159280E-1,-2.746429443E-1,9.562713623E0,-9.408874512E0
7.632513280E-1,-2.877960205E-1,9.580001831E0,-9.457244873E0
7.682867290E-1,-2.874908447E-1,9.550079346E0,-9.399642944E0
7.733221290E-1,-2.574615479E-1,9.552490234E0,-9.387588501E0
7.783575290E-1,-2.886657715E-1,9.564971924E0,-9.410110474E0
7.833929300E-1,-3.047027588E-1,9.579696655E0,-9.428253174E0
7.884283300E-1,-2.796478271E-1,9.548004150E0,-9.397293091E0
7.934637310E-1,-3.050384521E-1,9.532546997E0,-9.392593384E0
7.984991310E-1,-3.035888672E-1,9.523956299E0,-9.409774780E0
8.035345310E-1,-2.916717529E-1,9.553298950E0,-9.438827515E0
8.085699320E-1,-3.082122803E-1,9.536499023E0,-9.407775879E0
8.136053320E-1,-3.076477051E-1,9.547195435E0,-9.421371460E0
8.186407330E-1,-2.762298584E-1,9.583389282E0,-9.438766479E0
8.236761330E-1,-2.983245850E-1,9.573959351E0,-9.428466797E0
8.287115330E-1,-2.780151367E-1,9.559951782E0,-9.379470825E0
8.337469340E-1,-2.821502686E-1,9.564010620E0,-9.388046265E0
8.387823340E-1,-3.033752441E-1,9.561996460E0,-9.402664185E0
8.438177350E-1,-3.013916016E-1,9.546066284E0,-9.413711548E0
8.488531350E-1,-2.795715332E-1,9.554229736E0,-9.444076538E0
8.538885350E-1,-2.979583740E-1,9.565032959E0,-9.432861328E0
8.589239360E-1,-3.297424316E-1,9.543624878E0,-9.401214600E0
8.639593360E-1,-3.227386475E-1,9.534988403E0,-9.384262085E0
8.689947360E-1,-3.195953369E-1,9.572006226E0,-9.399230957E0
8.740301370E-1,-3.003234863E-1,9.573257446E0,-9.392028809E0
8.790655370E-1,-2.908477783E-1,9.558685303E0,-9.358078003E0
8.841009380E-1,-3.158416748E-1,9.549575806E0,-9.392562866E0
8.891363380E-1,-3.346099854E-1,9.562118530E0,-9.436447144E0
8.941717380E-1,-2.855987549E-1,9.557815552E0,-9.431808472E0
8.992071390E-1,-2.612915039E-1,9.567016602E0,-9.406875610E0
9.042425390E-1,-3.193511963E-1,9.574630737E0,-9.410903931E0
9.092779400E-1,-3.065643311E-1,9.568511963E0,-9.411926270E0
9.143133400E-1,-2.902221680E-1,9.548675537E0,-9.412185669E0
9.193487400E-1,-2.911987305E-1,9.561203003E0,-9.420379639E0
9.243841410E-1,-3.058319092E-1,9.555908203E0,-9.401748657E0
9.294195410E-1,-2.833251953E-1,9.537811279E0,-9.408920288E0
9.344549420E-1,-2.668914795E-1,9.561248779E0,-9.397979736E0
9.394903420E-1,-2.694244385E-1,9.557006836E0,-9.361267090E0
9.445257420E-1,-2.993927002E-1,9.556549072E0,-9.371688843E0
9.495611430E-1,-3.162689209E-1,9.540481567E0,-9.403015137E0
9.545965430E-1,-2.957763672E-1,9.543502808E0,-9.407394409E0
9.596319430E-1,-3.060760498E-1,9.584426880E0,-9.440124512E0
9.646673440E-1,-3.027954102E-1,9.580810547E0,-9.490722656E0
9.697027440E-1,-2.583618164E-1,9.580154419E0,-9.463775635E0
9.747381450E-1,-2.800445557E-1,9.554748535E0,-9.430480957E0
9.797735450E-1,-3.074951172E-1,9.523315430E0,-9.393920898E0
9.848089450E-1,-2.978820801E-1,9.561126709E0,-9.432327271E0
9.898443460E-1,-3.279113770E-1,9.559219360E0,-9.442535400E0
9.948797460E-1,-2.716979980E-1,9.567199707E0,-9.461257935E0
9.999151470E-1,-2.433471680E-1,9.559585571E0,-9.444442749E0
1.004950547E0,-2.638244629E-1,9.548950195E0,-9.467178345E0
1.009985947E0,-2.927398682E-1,9.574279785E0,-9.445053101E0
1.015021348E0,-2.863159180E-1,9.549240112E0,-9.426803589E0
1.020056748E0,-3.056640625E-1,9.558288574E0,-9.416213989E0
1.025092149E0,-2.530670166E-1,9.571517944E0,-9.398437500E0
1.030127549E0,-2.555999756E-1,9.550613403E0,-9.430648804E0
1.035162949E0,-2.846832275E-1,9.557525635E0,-9.440277100E0
1.040198350E0,-3.032989502E-1,9.548400879E0,-9.385803223E0
1.045233750E0,-2.646026611E-1,9.574813843E0,-9.393905640E0
1.050269151E0,-2.815246582E-1,9.578033447E0,-9.410766602E0
1.055304551E0,-2.815246582E-1,9.569259644E0,-9.407913208E0
1.060339951E0,-2.902069092E-1,9.526336670E0,-9.389785767E0
1.065375352E0,-2.998504639E-1,9.552520752E0,-9.433471680E0
1.070410752E0,-2.662048340E-1,9.540557861E0,-9.404205322E0
1.075446152E0,-2.900543213E-1,9.567626953E0,-9.448928833E0
1.080481553E0,-2.908477783E-1,9.561492920E0,-9.380294800E0
1.085516953E0,-2.837524414E-1,9.523513794E0,-9.445220947E0
1.090552354E0,-2.694244385E-1,9.535186768E0,-9.412307739E0
1.095587754E0,-2.957000732E-1,9.578048706E0,-9.463973999E0
1.100623154E0,-3.021087646E-1,9.580810547E0,-9.408767700E0
1.105658555E0,-2.755279541E-1,9.594619751E0,-9.457092285E0
1.110693955E0,-2.481231689E-1,9.530761719E0,-9.446090698E0
1.115729356E0,-2.519989014E-1,9.538879395E0,-9.452667236E0
1.120764756E0,-2.742919922E-1,9.557403564E0,-9.416961670E0
1.125800156E0,-2.474670410E-1,9.539398193E0,-9.443786621E0
1.130835557E0,-2.670440674E-1,9.560379028E0,-9.432327271E0
1.135870957E0,-2.685394287E-1,9.573760986E0,-9.499572754E0
1.140906358E0,-2.818908691E-1,9.581634521E0,-9.434402466E0
1.145941758E0,-2.817993164E-1,9.603454590E0,-9.457839966E0
1.150977158E0,-2.561340332E-1,9.566467285E0,-9.452850342E0
1.156012559E0,-2.714691162E-1,9.567779541E0,-9.413940430E0
1.161047959E0,-2.440338135E-1,9.561767578E0,-9.442016602E0
1.166083360E0,-2.534790039E-1,9.547637939E0,-9.462127686E0
1.171118760E0,-2.719421387E-1,9.527603149E0,-9.414871216E0
1.176154160E0,-2.506866455E-1,9.533599854E0,-9.407028198E0
1.181189561E0,-2.809295654E-1,9.562652588E0,-9.426589966E0
1.186224961E0,-2.516632080E-1,9.555770874E0,-9.457611084E0
1.191260361E0,-2.863006592E-1,9.575271606E0,-9.418563843E0
1.196295762E0,-2.913665771E-1,9.558151245E0,-9.457427979E0
1.201331162E0,-2.533416748E-1,9.533401489E0,-9.452621460E0
1.206366563E0,-2.480010986E-1,9.537109375E0,-9.440185547E0
1.211401963E0,-2.493591309E-1,9.545013428E0,-9.484619141E0
1.216437363E0,-2.618865967E-1,9.567260742E0,-9.420959473E0
1.221472764E0,-2.793579102E-1,9.588973999E0,-9.400024414E0
1.226508164E0,-2.709197998E-1,9.551986694E0,-9.447265625E0
1.231543565E0,-2.718658447E-1,9.540893555E0,-9.458786011E0
1.236578965E0,-2.734832764E-1,9.540084839E0,-9.465209961E0
1.241614365E0,-2.827606201E-1,9.560409546E0,-9.450836182E0
1.246649766E0,-2.748565674E-1,9.560256958E0,-9.474533081E0
1.251685166E0,-2.797851562E-1,9.560256958E0,-9.408599854E0
1.256720567E0,-2.868957520E-1,9.553192139E0,-9.401382446E0
1.261755967E0,-2.672271729E-1,9.575561523E0,-9.438156128E0
1.266791367E0,-2.412109375E-1,9.572189331E0,-9.453567505E0
1.271826768E0,-2.490234375E-1,9.541702271E0,-9.447555542E0
1.276862168E0,-2.745208740E-1,9.547470093E0,-9.387817383E0
1.281897568E0,-2.749023438E-1,9.570175171E0,-9.425857544E0
1.286932969E0,-2.822113037E-1,9.550979614E0,-9.429229736E0
1.291968369E0,-2.618255615E-1,9.545974731E0,-9.407043457E0
1.297003770E0,-2.469787598E-1,9.543563843E0,-9.446258545E0
1.302039170E0,-2.549285889E-1,9.554000854E0,-9.459915161E0
1.307074570E0,-2.634582520E-1,9.575698853E0,-9.463500977E0
1.312109971E0,-2.843017578E-1,9.565658569E0,-9.469482422E0
1.317145371E0,-2.915802002E-1,9.563018799E0,-9.466903687E0
1.322180772E0,-2.413787842E-1,9.560424805E0,-9.448471069E0
1.327216172E0,-2.333221436E-1,9.562896729E0,-9.424407959E0
1.332251572E0,-2.594146729E-1,9.579360962E0,-9.408035278E0
1.337286973E0,-2.701110840E-1,9.564102173E0,-9.421798706E0
1.342322373E0,-2.811279297E-1,9.569869995E0,-9.431945801E0
1.347357774E0,-2.875061035E-1,9.579971313E0,-9.451492310E0
1.352393174E0,-2.970581055E-1,9.546539307E0,-9.468475342E0
1.357428574E0,-2.633209229E-1,9.556320190E0,-9.482574463E0
1.362463975E0,-2.355041504E-1,9.548828125E0,-9.468505859E0
1.367499375E0,-2.671356201E-1,9.540390015E0,-9.433883667E0
1.372534776E0,-2.830047607E-1,9.553985596E0,-9.441940308E0
1.377570176E0,-2.908020020E-1,9.552673340E0,-9.459075928E0
1.382605576E0,-2.667083740E-1,9.554275513E0,-9.414093018E0
1.387640977E0,-2.723999023E-1,9.536972046E0,-9.382705688E0
1.392676377E0,-2.730102539E-1,9.551345825E0,-9.440567017E0
1.397711777E0,-2.525939941E-1,9.544525146E0,-9.446838379E0
1.402747178E0,-2.592926025E-1,9.551223755E0,-9.388931274E0
1.407782578E0,-2.959442139E-1,9.572235107E0,-9.409423828E0
1.412817979E0,-3.075103760E-1,9.597457886E0,-9.372955322E0
1.417853379E0,-3.039245605E-1,9.557510376E0,-9.401870728E0
1.422888779E0,-2.772064209E-1,9.525894165E0,-9.413406372E0
1.427924180E0,-2.768554688E-1,9.545013428E0,-9.373352051E0
1.432959580E0,-2.752075195E-1,9.549972534E0,-9.384780884E0
1.437994981E0,-2.646942139E-1,9.566543579E0,-9.444030762E0
1.443030381E0,-2.834930420E-1,9.565109253E0,-9.405487061E0
1.448065781E0,-3.021697998E-1,9.546127319E0,-9.395217896E0
1.453101182E0,-3.051300049E-1,9.566146851E0,-9.431381226E0
1.458136582E0,-2.910308838E-1,9.576934814E0,-9.422363281E0
1.463171983E0,-2.598571777E-1,9.565765381E0,-9.417404175E0
1.468207383E0,-2.675933838E-1,9.534713745E0,-9.394256592E0
1.473242783E0,-2.652282715E-1,9.534622192E0,-9.445556641E0
1.478278184E0,-2.859954834E-1,9.556503296E0,-9.397338867E0
1.483313584E0,-2.798309326E-1,9.597885132E0,-9.434097290E0
1.488348985E0,-2.877197266E-1,9.582107544E0,-9.464767456E0
1.493384385E0,-2.906799316E-1,9.556137085E0,-9.453811646E0
1.498419785E0,-2.930908203E-1,9.551986694E0,-9.430419922E0
1.503455186E0,-2.728576660E-1,9.538253784E0,-9.404067993E0
1.508490586E0,-2.695159912E-1,9.546737671E0,-9.432586670E0
1.513525986E0,-2.880096436E-1,9.547088623E0,-9.377990723E0
1.518561387E0,-2.555541992E-1,9.568237305E0,-9.381301880E0
1.523596787E0,-2.575225830E-1,9.592315674E0,-9.440872192E0
1.528632188E0,-2.789459229E-1,9.568878174E0,-9.448318481E0
1.533667588E0,-2.801361084E-1,9.598831177E0,-9.473144531E0
1.538702988E0,-3.399353027E-1,9.564376831E0,-9.417785645E0
1.543738389E0,-2.388610840E-1,9.510421753E0,-9.438308716E0
1.548773789E0,-2.990570068E-1,9.542984009E0,-9.381484985E0
1.553809190E0,-2.785034180E-1,9.552780151E0,-9.386306763E0
1.558844590E0,-3.030548096E-1,9.532424927E0,-9.419357300E0
1.563879990E0,-2.793884277E-1,9.530441284E0,-9.388244629E0
1.568915391E0,-2.837066650E-1,9.557449341E0,-9.367034912E0
1.573950791E0,-2.801055908E-1,9.582946777E0,-9.408096313E0
1.578986192E0,-2.564239502E-1,9.563690186E0,-9.414123535E0
1.584021592E0,-2.819824219E-1,9.545150757E0,-9.430755615E0
1.589056992E0,-2.811889648E-1,9.532806396E0,-9.446319580E0
1.594092393E0,-2.573242188E-1,9.535079956E0,-9.387054443E0
1.599127793E0,-2.882843018E-1,9.550354004E0,-9.424011230E0
1.604163193E0,-3.152313232E-1,9.568313599E0,-9.456649780E0
1.609198594E0,-2.874908447E-1,9.578033447E0,-9.438369751E0
1.614233994E0,-2.879333496E-1,9.575134277E0,-9.382354736E0
1.619269395E0,-2.675628662E-1,9.558197021E0,-9.412811279E0
1.624304795E0,-2.787475586E-1,9.545837402E0,-9.465179443E0
1.629340195E0,-3.043060303E-1,9.566528320E0,-9.425903320E0
1.634375596E0,-2.807464600E-1,9.541748047E0,-9.421157837E0
1.639410996E0,-2.835845947E-1,9.557983398E0,-9.401550293E0
1.644446397E0,-2.876739502E-1,9.567199707E0,-9.424163818E0
1.649481797E0,-3.130035400E-1,9.560379028E0,-9.400451660E0
1.654517197E0,-2.943420410E-1,9.560256958E0,-9.399017334E0
1.659552598E0,-2.741851807E-1,9.563613892E0,-9.421279907E0
1.664587998E0,-2.908935547E-1,9.538574219E0,-9.409362793E0
1.669623399E0,-3.092193604E-1,9.570861816E0,-9.394073486E0
1.674658799E0,-2.676544189E-1,9.573043823E0,-9.390197754E0
1.679694199E0,-2.788696289E-1,9.553054810E0,-9.402252197E0
1.684729600E0,-3.209228516E-1,9.547546387E0,-9.389892578E0
1.689765000E0,-3.096160889E-1,9.551254272E0,-9.388137817E0
1.694800401E0,-2.840423584E-1,9.546005249E0,-9.425765991E0
1.699835801E0,-2.779693604E-1,9.554687500E0,-9.412261963E0
1.704871201E0,-2.918395996E-1,9.562896729E0,-9.394592285E0
1.709906602E0,-2.972717285E-1,9.572540283E0,-9.369750977E0
1.714942002E0,-2.975769043E-1,9.570770264E0,-9.420593262E0
1.719977402E0,-3.025817871E-1,9.563491821E0,-9.400421143E0
1.725012803E0,-3.038940430E-1,9.545318604E0,-9.369979858E0
1.730048203E0,-3.052368164E-1,9.527603149E0,-9.404678345E0
1.735083604E0,-3.093719482E-1,9.544296265E0,-9.408660889E0
1.740119004E0,-2.815551758E-1,9.568237305E0,-9.389526367E0
1.745154404E0,-2.861938477E-1,9.570816040E0,-9.394424438E0
1.750189805E0,-2.953948975E-1,9.565109253E0,-9.382293701E0
1.755225205E0,-2.771759033E-1,9.569625854E0,-9.357894897E0
1.760260606E0,-2.555541992E-1,9.583831787E0,-9.353485107E0
1.765296006E0,-2.651214600E-1,9.569778442E0,-9.345413208E0
1.770331406E0,-2.839965820E-1,9.535125732E0,-9.397811890E0
1.775366807E0,-3.010406494E-1,9.551467896E0,-9.432723999E0
1.780402207E0,-3.108978271E-1,9.558395386E0,-9.402786255E0
1.785437608E0,-3.014068604E-1,9.559371948E0,-9.399368286E0
1.790473008E0,-2.927246094E-1,9.555999756E0,-9.387817383E0
1.795508408E0,-2.776641846E-1,9.565582275E0,-9.419113159E0
1.800543809E0,-2.902832031E-1,9.536911011E0,-9.402435303E0
1.805579209E0,-2.936401367E-1,9.542617798E0,-9.400894165E0
1.810614610E0,-2.652587891E-1,9.545043945E0,-9.403839111E0
1.815650010E0,-2.716979980E-1,9.561218262E0,-9.375930786E0
1.820685410E0,-2.765197754E-1,9.578079224E0,-9.369506836E0
1.825720811E0,-2.938232422E-1,9.560775757E0,-9.393096924E0
1.830756211E0,-3.160705566E-1,9.536865234E0,-9.409439087E0
1.835791611E0,-3.082427979E-1,9.562606812E0,-9.432632446E0
1.840827012E0,-2.820739746E-1,9.560134888E0,-9.418457031E0
1.845862412E0,-2.741851807E-1,9.564743042E0,-9.395904541E0
1.850897813E0,-2.883605957E-1,9.586212158E0,-9.435150146E0
1.855933213E0,-3.022155762E-1,9.572555542E0,-9.437805176E0
1.860968613E0,-2.777557373E-1,9.547866821E0,-9.409988403E0
1.866004014E0,-2.916870117E-1,9.564575195E0,-9.439865112E0
1.871039414E0,-2.961120605E-1,9.535095215E0,-9.433425903E0
1.876074815E0,-2.650146484E-1,9.579223633E0,-9.383056641E0
1.881110215E0,-2.866668701E-1,9.584533691E0,-9.354354858E0
1.886145615E0,-2.736358643E-1,9.565155029E0,-9.393524170E0
1.891181016E0,-2.753906250E-1,9.547454834E0,-9.388870239E0
1.896216416E0,-2.886657715E-1,9.548736572E0,-9.359924316E0
1.901251817E0,-2.683715820E-1,9.559677124E0,-9.389923096E0
1.906287217E0,-3.061523438E-1,9.555145264E0,-9.385269165E0
1.911322617E0,-3.017578125E-1,9.566833496E0,-9.394256592E0
1.916358018E0,-3.088989258E-1,9.570632935E0,-9.412689209E0
1.921393418E0,-2.796325684E-1,9.536300659E0,-9.481674194E0
1.926428818E0,-2.787170410E-1,9.539245605E0,-9.473419189E0
1.931464219E0,-2.900390625E-1,9.582061768E0,-9.418609619E0
1.936499619E0,-3.110961914E-1,9.526687622E0,-9.412429810E0
1.941535020E0,-2.556762695E-1,9.527801514E0,-9.421356201E0
1.946570420E0,-2.619476318E-1,9.564727783E0,-9.476852417E0
1.951605820E0,-3.017578125E-1,9.549865723E0,-9.420898438E0
1.956641221E0,-3.239135742E-1,9.537704468E0,-9.386520386E0
1.961676621E0,-2.956085205E-1,9.528045654E0,-9.400405884E0
1.966712022E0,-2.787475586E-1,9.533264160E0,-9.407135010E0
1.971747422E0,-2.624664307E-1,9.570541382E0,-9.375381470E0
1.976782822E0,-2.695159912E-1,9.556076050E0,-9.419982910E0
1.981818223E0,-2.736663818E-1,9.543136597E0,-9.376007080E0
1.986853623E0,-3.095092773E-1,9.558319092E0,-9.454879761E0
1.991889024E0,-3.010101318E-1,9.545852661E0,-9.408340454E0
1.996924424E0,-2.769165039E-1,9.535491943E0,-9.385238647E0
2.001959824E0,-2.562408447E-1,9.585113525E0,-9.360260010E0
