"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)"
2.616769764E1;5.103122983E1;1.372366521E1;1.387457607E2;5.464167118E0;1.272451553E2;2.213149071E0;3.000000000E0
2.716771664E1;5.103119850E1;1.372373354E1;1.386715609E2;5.538412571E0;1.263571472E2;2.017754078E0;3.000000000E0
2.816771064E1;5.103116661E1;1.372380113E1;1.385200325E2;5.506821632E0;1.266439896E2;1.898866653E0;3.000000000E0
2.916771264E1;5.103113620E1;1.372386748E1;1.383140681E2;5.336285591E0;1.262013626E2;2.200744629E0;3.000000000E0
3.016776064E1;5.103110300E1;1.372392718E1;1.382289087E2;5.160065651E0;1.312656097E2;1.984434605E0;3.000000000E0
3.116776164E1;5.103106719E1;1.372397563E1;1.381220920E2;4.970081329E0;1.368406372E2;1.796899796E0;3.000000000E0
3.216779964E1;5.103103159E1;1.372402484E1;1.378272439E2;4.743126392E0;1.366691284E2;2.071220160E0;3.000000000E0
3.316782364E1;5.103099621E1;1.372407233E1;1.375246934E2;4.670392036E0;1.418479004E2;2.129469156E0;3.000000000E0
3.416780164E1;5.103096188E1;1.372411244E1;1.378086300E2;4.779010773E0;1.392602539E2;1.854629755E0;3.000000000E0
3.516797464E1;5.103093090E1;1.372415885E1;1.377085839E2;4.837266922E0;1.351071930E2;1.671145201E0;3.000000000E0
3.616786864E1;5.103089579E1;1.372420994E1;1.376560813E2;5.275543690E0;1.414099274E2;1.927221537E0;3.000000000E0
3.716786864E1;5.103085439E1;1.372425735E1;1.376513146E2;5.280614376E0;1.349482117E2;1.993939519E0;3.000000000E0
3.816787764E1;5.103082916E1;1.372432150E1;1.376113033E2;5.332948208E0;1.184262619E2;4.514588356E0;3.000000000E0
3.916791564E1;5.103081823E1;1.372439680E1;1.375287998E2;5.537974358E0;9.939085388E1;4.676941872E0;3.000000000E0
4.016793564E1;5.103082393E1;1.372447804E1;1.373520268E2;5.561090469E0;8.158747101E1;3.939124346E0;3.000000000E0
4.116793964E1;5.103084988E1;1.372455080E1;1.372620347E2;6.029763699E0;6.101623154E1;4.457423210E0;3.000000000E0
4.216798664E1;5.103087808E1;1.372462461E1;1.370256984E2;6.153388977E0;5.955806732E1;4.336499214E0;3.000000000E0
4.316799064E1;5.103090691E1;1.372470125E1;1.368787466E2;6.354488850E0;6.194818878E1;4.336854935E0;3.000000000E0
4.416821464E1;5.103093516E1;1.372478206E1;1.367084035E2;6.670574665E0;5.993574142E1;4.337211132E0;3.000000000E0
4.516802764E1;5.103096382E1;1.372486548E1;1.366129605E2;6.816924572E0;6.290426636E1;3.919657469E0;3.000000000E0
4.616803864E1;5.103099451E1;1.372495085E1;1.365200606E2;6.907123089E0;6.003589249E1;3.919780254E0;3.000000000E0
4.716806464E1;5.103102727E1;1.372503549E1;1.362987374E2;7.052884579E0;5.938520813E1;4.160385609E0;3.000000000E0
4.816808264E1;5.103105782E1;1.372512465E1;1.361814510E2;7.174615860E0;6.243350983E1;3.920026064E0;3.000000000E0
4.916808964E1;5.103108755E1;1.372521556E1;1.360661445E2;7.155761719E0;6.239892960E1;3.928423882E0;3.000000000E0
5.016828564E1;5.103111890E1;1.372530723E1;1.359742404E2;7.547995090E0;6.192594528E1;4.160921097E0;3.000000000E0
5.116813064E1;5.103114864E1;1.372540139E1;1.358040736E2;7.341738224E0;6.470307922E1;4.161100388E0;3.000000000E0
5.216814964E1;5.103117450E1;1.372549894E1;1.356631384E2;7.340511322E0;6.752949524E1;4.294877052E0;3.000000000E0
5.316817664E1;5.103119923E1;1.372559749E1;1.354923631E2;7.463770390E0;6.792744446E1;3.920643091E0;3.000000000E0
5.416818864E1;5.103122713E1;1.372569499E1;1.353157561E2;7.540405750E0;6.516429138E1;3.920766354E0;3.000000000E0
5.516821164E1;5.103125919E1;1.372579076E1;1.352815699E2;7.604437828E0;6.159085464E1;4.341135979E0;3.000000000E0
5.616825864E1;5.103129204E1;1.372588609E1;1.351550259E2;7.636346340E0;6.151931763E1;3.929181099E0;3.000000000E0
5.716825564E1;5.103132454E1;1.372598312E1;1.350286006E2;7.677432537E0;6.210329056E1;4.341851711E0;3.000000000E0
5.816825864E1;5.103135864E1;1.372607826E1;1.348578607E2;7.742102146E0;6.100441360E1;4.461024761E0;3.000000000E0
5.916826164E1;5.103139233E1;1.372617405E1;1.347374053E2;7.699397564E0;6.161875153E1;6.403074741E0;3.000000000E0
6.016828864E1;5.103142704E1;1.372626882E1;1.346349081E2;7.673682690E0;6.038709641E1;4.634869576E0;3.000000000E0
6.116831864E1;5.103146141E1;1.372636259E1;1.345214160E2;7.415740490E0;5.974765396E1;6.433231354E0;3.000000000E0
6.216834764E1;5.103149252E1;1.372644610E1;1.344136753E2;6.223708630E0;5.956172943E1;4.343641281E0;3.000000000E0
6.316836464E1;5.103151535E1;1.372652308E1;1.342671018E2;5.852715492E0;6.745435333E1;4.531280518E0;3.000000000E0
6.416836264E1;5.103153113E1;1.372660236E1;1.341914227E2;5.818665504E0;7.236653137E1;3.922010422E0;3.000000000E0
6.516840664E1;5.103154869E1;1.372667986E1;1.339302595E2;5.509211063E0;6.962962341E1;3.922135353E0;3.000000000E0
6.616842764E1;5.103156911E1;1.372675565E1;1.337805543E2;5.602243900E0;6.528928375E1;3.922260284E0;3.000000000E0
6.716841164E1;5.103159361E1;1.372682869E1;1.336418345E2;5.766312122E0;6.220304489E1;4.163987160E0;3.000000000E0
6.816843264E1;5.103161855E1;1.372690245E1;1.335421894E2;5.770189762E0;6.181718826E1;4.164168835E0;3.000000000E0
6.916847364E1;5.103164090E1;1.372696833E1;1.335173179E2;4.549924850E0;6.224036407E1;4.296623230E0;3.000000000E0
7.016847564E1;5.103165791E1;1.372701476E1;1.334965283E2;2.530447721E0;6.471425629E1;4.749771595E0;3.000000000E0
7.116849964E1;5.103166054E1;1.372702949E1;1.334142592E2;1.068343401E0;7.061838531E1;4.368939877E0;3.000000000E0
7.216852064E1;5.103165966E1;1.372702748E1;1.334302630E2;0.000000000E0;7.061838531E1;4.595172882E0;3.000000000E0
7.316855364E1;5.103165966E1;1.372702748E1;1.333775527E2;0.000000000E0;7.061838531E1;4.369183540E0;3.000000000E0
7.416856164E1;5.103165966E1;1.372702748E1;1.333065408E2;0.000000000E0;7.061838531E1;4.595675945E0;3.000000000E0
7.516871464E1;5.103165966E1;1.372702748E1;1.333944486E2;0.000000000E0;7.061838531E1;4.369428635E0;3.000000000E0
7.616859264E1;5.103165966E1;1.372702748E1;1.333851957E2;0.000000000E0;7.061838531E1;4.369550705E0;3.000000000E0
7.716859864E1;5.103165966E1;1.372702748E1;1.333896833E2;0.000000000E0;7.061838531E1;3.869419336E0;3.000000000E0
7.816862364E1;5.103165966E1;1.372702748E1;1.333435413E2;0.000000000E0;7.061838531E1;4.369796276E0;3.000000000E0
7.916864864E1;5.103165966E1;1.372702748E1;1.333577833E2;0.000000000E0;7.061838531E1;4.369918346E0;3.000000000E0
8.016902364E1;5.103165966E1;1.372702748E1;1.333719958E2;0.000000000E0;7.061838531E1;4.370041370E0;3.000000000E0
8.116867764E1;5.103165966E1;1.372702748E1;1.333989962E2;0.000000000E0;7.061838531E1;4.370163918E0;3.000000000E0
8.216868964E1;5.103165966E1;1.372702748E1;1.334165587E2;0.000000000E0;7.061838531E1;4.370286942E0;3.000000000E0
8.316870664E1;5.103166353E1;1.372702649E1;1.332910780E2;1.068034649E0;4.259088135E1;4.370409966E0;3.000000000E0
8.416873664E1;5.103167890E1;1.372705441E1;1.330424151E2;3.296452761E0;5.313374329E1;4.370533466E0;3.000000000E0
8.516873864E1;5.103169867E1;1.372710401E1;1.328434637E2;3.495468616E0;6.297377777E1;4.370656490E0;3.000000000E0
8.616878464E1;5.103171027E1;1.372717068E1;1.329466814E2;4.556064606E0;6.962332916E1;4.370779514E0;3.000000000E0
8.716879064E1;5.103172766E1;1.372723304E1;1.329226635E2;4.957042217E0;6.633025360E1;3.916931152E0;3.000000000E0
8.816880964E1;5.103174490E1;1.372729944E1;1.329554954E2;4.988954067E0;6.876280975E1;3.917021275E0;3.000000000E0
8.916882164E1;5.103176260E1;1.372736915E1;1.326822810E2;5.587309837E0;6.579560852E1;4.037402630E0;3.000000000E0
9.016887264E1;5.103178678E1;1.372744798E1;1.328807230E2;5.964011669E0;6.285389328E1;3.870102406E0;3.000000000E0
9.116888764E1;5.103181700E1;1.372751873E1;1.327211889E2;5.946952343E0;5.867701340E1;3.870155573E0;3.000000000E0
9.216888864E1;5.103184442E1;1.372759329E1;1.323483460E2;6.351655483E0;5.903764343E1;3.870208740E0;3.000000000E0
9.316893664E1;5.103187046E1;1.372767258E1;1.322126129E2;6.485728741E0;6.425454712E1;3.870262623E0;3.000000000E0
9.416892864E1;5.103189295E1;1.372776129E1;1.323282929E2;6.530525208E0;6.680252838E1;3.870316029E0;3.000000000E0
9.516896464E1;5.103191419E1;1.372785083E1;1.321902046E2;6.780506611E0;6.569588470E1;3.917655468E0;3.000000000E0
9.616896064E1;5.103194146E1;1.372794164E1;1.319513782E2;7.047856808E0;6.271474838E1;3.917746782E0;3.000000000E0
9.716904864E1;5.103197303E1;1.372803075E1;1.319438997E2;7.097501755E0;6.211063385E1;3.917837620E0;3.000000000E0
9.816900964E1;5.103200512E1;1.372812279E1;1.317487113E2;7.192595959E0;6.201747513E1;4.054764271E0;3.000000000E0
9.916905064E1;5.103203733E1;1.372822205E1;1.314282455E2;7.429149628E0;6.076590347E1;3.779371023E0;3.000000000E0
1.001690486E2;5.103207089E1;1.372831823E1;1.313749713E2;7.631706238E0;6.086085129E1;4.038010120E0;3.000000000E0
1.011690496E2;5.103210936E1;1.372841615E1;1.314193389E2;8.144588470E0;6.163847351E1;3.870694399E0;3.000000000E0
1.021690546E2;5.103214978E1;1.372852475E1;1.313592853E2;8.293149948E0;6.256569290E1;4.329741001E0;3.000000000E0
1.031691006E2;5.103218590E1;1.372863410E1;1.311149942E2;8.199966431E0;6.357061386E1;4.470674515E0;3.000000000E0
1.041691136E2;5.103222172E1;1.372874034E1;1.311050444E2;8.410408974E0;6.150725937E1;7.834012985E0;3.000000000E0
1.051691486E2;5.103226395E1;1.372885336E1;1.306291694E2;8.645964622E0;5.904763412E1;6.118736744E0;3.000000000E0
1.061691536E2;5.103230525E1;1.372896201E1;1.304700675E2;8.625108719E0;6.045872498E1;6.118789196E0;3.000000000E0
1.071691676E2;5.103234631E1;1.372907485E1;1.301053683E2;8.594388962E0;6.316690063E1;6.118840694E0;3.000000000E0
1.081693556E2;5.103238072E1;1.372919163E1;1.296983835E2;8.707903862E0;6.315274048E1;6.118895531E0;3.000000000E0
1.091692136E2;5.103241502E1;1.372930294E1;1.292979576E2;8.595608711E0;6.425147247E1;6.118943691E0;3.000000000E0
1.101692326E2;5.103245617E1;1.372942238E1;1.292660916E2;8.950057983E0;6.424065399E1;6.149285316E0;3.000000000E0
1.111692726E2;5.103249517E1;1.372954732E1;1.287916872E2;8.862816811E0;6.419680786E1;6.119050980E0;3.000000000E0
1.121692856E2;5.103253242E1;1.372965223E1;1.282793141E2;7.635076523E0;6.361013412E1;6.150707245E0;3.000000000E0
1.131692936E2;5.103256008E1;1.372974526E1;1.281255298E2;5.913460255E0;6.230101013E1;6.119150639E0;3.000000000E0
1.141693236E2;5.103258361E1;1.372979540E1;1.280458195E2;3.612907887E0;5.789525986E1;6.119198799E0;3.000000000E0
1.151693146E2;5.103259214E1;1.372981894E1;1.267351820E2;1.555528879E0;6.089262009E1;5.940620899E0;3.000000000E0
1.161693506E2;5.103259741E1;1.372982860E1;1.265870221E2;1.172299147E0;6.221460724E1;4.024199486E0;3.000000000E0
1.171693486E2;5.103261152E1;1.372984791E1;1.264059845E2;1.283676744E0;5.604867554E1;4.015754700E0;3.000000000E0
1.181693836E2;5.103261848E1;1.372985794E1;1.261755437E2;1.378084183E0;5.718090439E1;4.015807629E0;3.000000000E0
1.191693946E2;5.103262614E1;1.372987659E1;1.262517606E2;1.397902012E0;6.536771393E1;3.895255327E0;3.000000000E0
1.201694336E2;5.103262924E1;1.372988937E1;1.263375164E2;1.356619000E0;7.751808167E1;4.263770580E0;3.000000000E0
1.211694496E2;5.103263407E1;1.372991821E1;1.258050268E2;1.630273104E0;7.647215271E1;4.282343864E0;3.000000000E0
1.221694546E2;5.103263753E1;1.372994428E1;1.256106465E2;2.470237494E0;8.289459229E1;4.103182793E0;3.000000000E0
1.231695016E2;5.103264165E1;1.372998914E1;1.255347117E2;2.956542730E0;8.425963593E1;4.264593601E0;3.000000000E0
1.241695176E2;5.103264571E1;1.373004266E1;1.253268093E2;3.647175312E0;8.428556061E1;3.895642519E0;3.000000000E0
1.251695226E2;5.103265093E1;1.373010206E1;1.248695505E2;4.247524261E0;8.519821167E1;3.895720482E0;3.000000000E0
1.261695246E2;5.103265228E1;1.373016853E1;1.244006610E2;4.633368969E0;8.845943451E1;4.265419960E0;3.000000000E0
1.271695556E2;5.103264928E1;1.373024296E1;1.238827870E2;5.073299408E0;9.389812469E1;4.265696049E0;3.000000000E0
1.281695836E2;5.103265141E1;1.373031812E1;1.233501281E2;5.398834705E0;7.855241394E1;3.895956278E0;3.000000000E0
1.291695896E2;5.103267041E1;1.373038363E1;1.230091419E2;4.855410576E0;4.303856277E1;4.197046280E0;3.000000000E0
1.301696156E2;5.103271645E1;1.373041115E1;1.229140501E2;5.302971840E0;1.512542152E1;5.511659622E0;3.000000000E0
1.311696386E2;5.103277742E1;1.373041821E1;1.230814329E2;6.441340446E0;1.385665703E1;5.311296463E0;3.000000000E0
1.321696676E2;5.103285843E1;1.373044012E1;1.231136081E2;6.711844921E0;2.858683205E1;5.513359070E0;3.000000000E0
1.331696846E2;5.103293993E1;1.373048557E1;1.231451727E2;7.041380405E0;2.983513069E1;4.267348289E0;3.000000000E0
1.341696896E2;5.103301258E1;1.373053295E1;1.231250202E2;7.529178143E0;2.852833366E1;4.267622948E0;3.000000000E0
1.351698016E2;5.103308403E1;1.373057827E1;1.228853567E2;7.616566181E0;2.573663902E1;3.977243662E0;3.000000000E0
1.361698306E2;5.103315815E1;1.373062141E1;1.226158306E2;7.705754757E0;2.302960205E1;3.977310419E0;3.000000000E0
1.371697676E2;5.103323181E1;1.373065954E1;1.224684440E2;7.973497391E0;2.022227478E1;4.415134907E0;3.000000000E0
1.381697866E2;5.103330568E1;1.373069809E1;1.225406035E2;8.745835304E0;1.855400467E1;4.415245533E0;3.000000000E0
1.391697996E2;5.103338597E1;1.373073410E1;1.221676721E2;9.014395714E0;1.844603157E1;4.415355682E0;3.000000000E0
1.401698146E2;5.103346609E1;1.373077017E1;1.218516045E2;9.084255219E0;1.869120407E1;4.415467262E0;3.000000000E0
1.411698196E2;5.103354721E1;1.373080906E1;1.212202931E2;9.180944443E0;1.848488808E1;4.415577888E0;3.000000000E0
1.421698746E2;5.103363057E1;1.373084945E1;1.208952693E2;8.930264473E0;1.796584129E1;4.528680325E0;3.000000000E0
1.431698656E2;5.103371202E1;1.373088690E1;1.204599702E2;8.886529922E0;1.785889435E1;4.528983593E0;3.000000000E0
1.441698886E2;5.103379022E1;1.373092714E1;1.200661474E2;8.967098236E0;1.941354752E1;4.529285908E0;3.000000000E0
1.451699046E2;5.103386803E1;1.373097551E1;1.196080928E2;9.254313469E0;2.170721817E1;4.529588699E0;3.000000000E0
1.461699246E2;5.103394404E1;1.373102837E1;1.192941046E2;8.944414139E0;2.402766609E1;4.529891968E0;3.000000000E0
1.471699816E2;5.103401624E1;1.373107997E1;1.191021146E2;8.334938049E0;2.690983963E1;4.530195713E0;3.000000000E0
1.481699686E2;5.103407773E1;1.373113576E1;1.187659961E2;7.536659241E0;2.837711143E1;4.544234753E0;3.000000000E0
1.491699816E2;5.103413319E1;1.373117903E1;1.181938707E2;6.018347740E0;2.463763618E1;4.544492722E0;3.000000000E0
1.501699996E2;5.103417477E1;1.373120577E1;1.179336009E2;4.139814854E0;2.077815437E1;4.544753551E0;3.000000000E0
1.511700216E2;5.103419491E1;1.373121759E1;1.176549467E2;1.693363070E0;1.698815727E1;4.545012474E0;3.000000000E0
1.521700576E2;5.103419788E1;1.373121792E1;1.174127009E2;4.466935694E-1;1.698815727E1;4.545272827E0;3.000000000E0
1.531700556E2;5.103419438E1;1.373121767E1;1.170356834E2;0.000000000E0;1.698815727E1;4.545533180E0;3.000000000E0
1.541700866E2;5.103419438E1;1.373121767E1;1.165917404E2;0.000000000E0;1.698815727E1;4.545796871E0;3.000000000E0
1.551701006E2;5.103419438E1;1.373121767E1;1.164572285E2;0.000000000E0;1.698815727E1;4.532638073E0;3.000000000E0
1.561701136E2;5.103419438E1;1.373121767E1;1.162865148E2;0.000000000E0;1.698815727E1;4.532946110E0;3.000000000E0
1.571701466E2;5.103418871E1;1.373121328E1;1.161983145E2;5.354486108E-1;1.698815727E1;4.533251286E0;3.000000000E0
1.581701816E2;5.103420694E1;1.373122080E1;1.160143191E2;2.386763334E0;3.129234123E1;4.546840668E0;3.000000000E0
1.591701836E2;5.103423732E1;1.373124606E1;1.155878492E2;3.791758537E0;3.255318069E1;4.547101498E0;3.000000000E0
1.601701876E2;5.103427438E1;1.373128256E1;1.153172155E2;4.312005520E0;3.117443466E1;4.547360420E0;3.000000000E0
1.611702796E2;5.103431612E1;1.373131995E1;1.154595561E2;4.711493969E0;3.280038452E1;4.547620296E0;3.000000000E0
1.621702416E2;5.103435978E1;1.373136050E1;1.155641234E2;5.044305325E0;3.311926651E1;4.547880173E0;3.000000000E0
1.631702506E2;5.103440931E1;1.373140184E1;1.157717550E2;5.623053551E0;2.966710854E1;4.548141479E0;3.000000000E0
1.641703036E2;5.103446207E1;1.373143746E1;1.158388850E2;5.829372883E0;2.604944229E1;4.535395622E0;3.000000000E0
1.651703226E2;5.103451317E1;1.373146181E1;1.155249690E2;5.798696518E0;2.319911194E1;4.535704136E0;3.000000000E0
1.661703126E2;5.103456126E1;1.373148425E1;1.157138518E2;6.047342300E0;2.029876709E1;4.536008835E0;3.000000000E0
1.671703556E2;5.103461575E1;1.373150936E1;1.157454234E2;6.226709366E0;1.892815208E1;4.536314964E0;3.000000000E0
1.681703496E2;5.103467232E1;1.373153167E1;1.158196539E2;6.344543934E0;1.846779251E1;4.892513752E0;3.000000000E0
1.691703906E2;5.103473681E1;1.373156032E1;1.156825667E2;6.252915859E0;1.600587463E1;4.892888546E0;3.000000000E0
1.701704046E2;5.103479984E1;1.373158073E1;1.157029453E2;6.549934864E0;1.510384178E1;4.252489090E0;3.000000000E0
1.711704166E2;5.103486756E1;1.373159831E1;1.160051519E2;6.917124748E0;7.876559734E0;4.893636227E0;3.000000000E0
1.721704516E2;5.103493700E1;1.373160497E1;1.162192685E2;6.932729721E0;8.556075096E0;4.894008160E0;3.000000000E0
1.731704576E2;5.103499873E1;1.373161787E1;1.161542404E2;6.888548374E0;1.531983566E1;5.081746578E0;3.000000000E0
1.741705066E2;5.103506531E1;1.373164558E1;1.162180151E2;7.233860016E0;1.831497765E1;5.082164288E0;3.000000000E0
1.751705386E2;5.103512725E1;1.373168006E1;1.161604617E2;7.223895550E0;1.891734695E1;5.082580566E0;3.000000000E0
1.761705096E2;5.103519111E1;1.373171572E1;1.165985585E2;7.195581913E0;1.980749130E1;6.854241371E0;3.000000000E0
1.771707396E2;5.103525624E1;1.373175080E1;1.166118224E2;7.226694584E0;2.034136963E1;6.854981899E0;3.000000000E0
1.781705656E2;5.103532234E1;1.373178771E1;1.168953040E2;7.230117798E0;1.997569847E1;6.855721474E0;3.000000000E0
1.791705666E2;5.103538962E1;1.373182234E1;1.170366116E2;7.244554043E0;1.937701035E1;6.856455326E0;3.000000000E0
1.801706116E2;5.103545738E1;1.373185517E1;1.171883269E2;7.323889732E0;1.848131371E1;6.857195377E0;3.000000000E0
1.811706356E2;5.103552266E1;1.373188520E1;1.171443730E2;7.474719048E0;1.840724564E1;6.857933044E0;3.000000000E0
1.821706326E2;5.103559182E1;1.373191536E1;1.174260281E2;7.463262081E0;1.677611542E1;6.858675957E0;3.000000000E0
1.831706426E2;5.103566060E1;1.373194417E1;1.174022251E2;7.346246719E0;1.878120422E1;6.859410286E0;3.000000000E0
1.841706656E2;5.103572716E1;1.373197518E1;1.175507561E2;7.348356247E0;1.912451553E1;5.073971748E0;3.000000000E0
1.851706816E2;5.103579105E1;1.373200736E1;1.174060425E2;7.557430267E0;1.809862137E1;5.074324131E0;3.000000000E0
1.861707036E2;5.103585757E1;1.373203972E1;1.172363724E2;7.617259979E0;1.705946732E1;4.677421570E0;3.000000000E0
1.871707246E2;5.103592769E1;1.373207405E1;1.176933470E2;7.444851875E0;1.630893517E1;4.677688599E0;3.000000000E0
1.881707376E2;5.103599611E1;1.373210435E1;1.177497219E2;7.291610241E0;1.618956757E1;6.372995377E0;3.000000000E0
1.891707736E2;5.103606384E1;1.373213281E1;1.177893450E2;7.604020596E0;1.706136703E1;6.863845825E0;3.000000000E0
1.901710246E2;5.103613040E1;1.373216142E1;1.178604861E2;7.759333611E0;1.774081421E1;4.254816055E0;3.000000000E0
1.911708116E2;5.103619536E1;1.373218543E1;1.171250026E2;7.657702446E0;1.808168030E1;4.254933357E0;3.000000000E0
1.921708336E2;5.103626620E1;1.373222324E1;1.167368585E2;7.716942787E0;1.788366127E1;4.255051136E0;3.000000000E0
1.931708626E2;5.103633593E1;1.373225494E1;1.162810393E2;7.627875328E0;1.768144798E1;4.255168915E0;3.000000000E0
1.941708726E2;5.103640133E1;1.373228835E1;1.159706224E2;7.643935680E0;1.829380417E1;4.255286694E0;3.000000000E0
1.951708946E2;5.103646934E1;1.373232330E1;1.159244234E2;7.683323383E0;1.779296494E1;4.902587414E0;3.000000000E0
1.961709366E2;5.103653809E1;1.373235529E1;1.159599936E2;7.602329731E0;1.661553955E1;4.902958393E0;3.000000000E0
1.971709386E2;5.103660693E1;1.373238398E1;1.158139505E2;7.682768822E0;1.612551498E1;4.903331757E0;3.000000000E0
1.981709566E2;5.103667782E1;1.373241344E1;1.157100281E2;7.753155708E0;1.639542770E1;5.092153072E0;3.000000000E0
1.991709736E2;5.103674242E1;1.373244473E1;1.158535666E2;7.588892460E0;1.638265419E1;4.557415962E0;3.000000000E0
2.001709806E2;5.103680552E1;1.373247415E1;1.158904740E2;7.460377216E0;1.694470406E1;4.557670593E0;3.000000000E0
2.011710336E2;5.103687018E1;1.373250357E1;1.158125318E2;7.419250011E0;1.863059807E1;4.557928085E0;3.000000000E0
2.021710306E2;5.103693065E1;1.373253307E1;1.158786623E2;7.177967072E0;1.863426018E1;4.558185577E0;3.000000000E0
2.031710476E2;5.103699366E1;1.373256245E1;1.161544514E2;7.167054176E0;1.764421082E1;4.558441639E0;3.000000000E0
2.041710886E2;5.103705753E1;1.373259350E1;1.162901260E2;7.229881287E0;1.809598541E1;4.558699131E0;3.000000000E0
2.051710936E2;5.103711978E1;1.373262186E1;1.162117633E2;7.427317619E0;1.674625969E1;4.558956623E0;3.000000000E0
2.061711026E2;5.103718357E1;1.373265310E1;1.160754758E2;7.365713120E0;1.754959869E1;4.559211731E0;3.000000000E0
2.071711356E2;5.103725020E1;1.373267979E1;1.160696607E2;7.329887867E0;1.607623482E1;4.559469223E0;3.000000000E0
2.081711766E2;5.103731051E1;1.373270658E1;1.164826726E2;7.226519585E0;1.715885544E1;4.559725761E0;3.000000000E0
2.091711826E2;5.103737163E1;1.373273883E1;1.170892546E2;7.305411816E0;1.604963303E1;4.559982300E0;3.000000000E0
2.101711906E2;5.103743515E1;1.373276813E1;1.171357167E2;7.296167850E0;1.711455727E1;4.908168316E0;3.000000000E0
2.111712176E2;5.103750077E1;1.373279847E1;1.172335645E2;7.258609772E0;1.776974297E1;4.908540726E0;3.000000000E0
2.121712356E2;5.103756635E1;1.373283512E1;1.170155466E2;7.299350262E0;1.593902874E1;5.097982407E0;3.000000000E0
2.131712436E2;5.103763458E1;1.373285836E1;1.163393179E2;7.323473930E0;1.629730988E1;4.909284115E0;3.000000000E0
2.141712896E2;5.103771013E1;1.373289725E1;1.163617586E2;7.243209839E0;1.768502617E1;4.320920944E0;3.000000000E0
2.151713026E2;5.103777908E1;1.373292598E1;1.160276322E2;7.304274559E0;1.678065109E1;5.233298302E0;3.000000000E0
2.161713146E2;5.103784306E1;1.373296172E1;1.155026432E2;7.514324188E0;1.714175415E1;5.233544350E0;3.000000000E0
2.171713306E2;5.103791004E1;1.373299049E1;1.157018680E2;7.455659866E0;1.680381012E1;4.361484528E0;3.000000000E0
2.181713726E2;5.103796877E1;1.373302105E1;1.158452045E2;7.277236462E0;1.637585640E1;4.361733913E0;3.000000000E0
