"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)"
4.098805520E1;5.111520918E1;1.378400995E1;1.968985245E2;3.800455809E0;3.285047302E2;9.606727362E-1;3.000000000E0
4.198806920E1;5.111523871E1;1.378398166E1;1.968868645E2;3.801499367E0;3.289100342E2;9.260436296E-1;3.000000000E0
4.298810220E1;5.111526413E1;1.378394648E1;1.969242607E2;3.729509354E0;3.197275085E2;9.025871754E-1;3.000000000E0
4.398809920E1;5.111528897E1;1.378391316E1;1.970272342E2;3.501637220E0;3.236573792E2;1.691546559E0;3.000000000E0
4.498811520E1;5.111531545E1;1.378387777E1;1.971712844E2;3.472146988E0;3.203947754E2;1.519983768E0;3.000000000E0
4.598814420E1;5.111533904E1;1.378384863E1;1.973210109E2;3.191911221E0;3.210818176E2;1.879505873E0;3.000000000E0
4.698816120E1;5.111535995E1;1.378382022E1;1.973868209E2;3.189260721E0;3.185266113E2;1.991735220E0;3.000000000E0
4.798816120E1;5.111538037E1;1.378377878E1;1.973068605E2;3.442162275E0;3.060740356E2;1.682967186E0;3.000000000E0
4.898820520E1;5.111539559E1;1.378374052E1;1.974317567E2;2.903706312E0;2.744002991E2;1.866204262E0;3.000000000E0
4.998820120E1;5.111539039E1;1.378369717E1;1.973093730E2;3.243593216E0;2.434326630E2;1.940586329E0;3.000000000E0
5.098823120E1;5.111537306E1;1.378365711E1;1.971706174E2;3.304130554E0;2.376806641E2;2.037265539E0;3.000000000E0
5.198821920E1;5.111535031E1;1.378361853E1;1.968846521E2;3.546305656E0;2.329765472E2;2.037646770E0;3.000000000E0
5.298824120E1;5.111532558E1;1.378357727E1;1.965525119E2;3.771588087E0;2.325197449E2;1.764329672E0;3.000000000E0
5.398825920E1;5.111530437E1;1.378353395E1;1.963138874E2;3.804435968E0;2.358644867E2;1.605603576E0;3.000000000E0
5.498835720E1;5.111528469E1;1.378349029E1;1.962056740E2;3.806847811E0;2.366419830E2;1.482397676E0;3.000000000E0
5.598830320E1;5.111526462E1;1.378344544E1;1.961495910E2;3.788285732E0;2.372247620E2;1.382158279E0;3.000000000E0
5.698832120E1;5.111524626E1;1.378340093E1;1.960492201E2;3.767395496E0;2.392494507E2;1.286980152E0;3.000000000E0
5.798831620E1;5.111522763E1;1.378335720E1;1.959013971E2;3.876780748E0;2.412477112E2;1.779713392E0;3.000000000E0
5.898834920E1;5.111520756E1;1.378330819E1;1.957125602E2;3.894914865E0;2.378148346E2;1.554164171E0;3.000000000E0
5.998834920E1;5.111518899E1;1.378326326E1;1.956354264E2;3.890522003E0;2.384312439E2;1.399620175E0;3.000000000E0
6.098839820E1;5.111516828E1;1.378321540E1;1.956596852E2;3.932679415E0;2.365260315E2;1.289792895E0;3.000000000E0
6.198838420E1;5.111514423E1;1.378317159E1;1.958890508E2;4.001903534E0;2.315990448E2;1.188336253E0;3.000000000E0
6.298840620E1;5.111512031E1;1.378312829E1;1.958551011E2;3.727232456E0;2.299641876E2;1.665246248E0;3.000000000E0
6.398841720E1;5.111509590E1;1.378308739E1;1.959084721E2;3.808244705E0;2.284055328E2;1.801221609E0;3.000000000E0
6.498842020E1;5.111507286E1;1.378304657E1;1.959604233E2;3.730333090E0;2.346817780E2;1.884768486E0;3.000000000E0
6.598843920E1;5.111505366E1;1.378299980E1;1.956935799E2;3.661170244E0;2.434042053E2;2.004580259E0;3.000000000E0
6.698845520E1;5.111503761E1;1.378294885E1;1.957877362E2;3.778465509E0;2.465285187E2;2.116256952E0;3.000000000E0
6.798848720E1;5.111502021E1;1.378290101E1;1.959982978E2;3.939674139E0;2.364272461E2;4.187110424E0;3.000000000E0
6.898850020E1;5.111499486E1;1.378285530E1;1.963359618E2;4.042629242E0;2.305910645E2;4.186934471E0;3.000000000E0
6.998868820E1;5.111496452E1;1.378281347E1;1.962583906E2;3.988101006E0;2.312784882E2;4.186758995E0;3.000000000E0
7.098853320E1;5.111493921E1;1.378277312E1;1.962875020E2;3.924404621E0;2.332346191E2;4.479450226E0;3.000000000E0
7.198854820E1;5.111491677E1;1.378272237E1;1.966471551E2;3.944566965E0;2.352035522E2;4.186408520E0;3.000000000E0
7.298858820E1;5.111489463E1;1.378267252E1;1.969426351E2;3.924726725E0;2.354295502E2;4.186233521E0;3.000000000E0
7.398857720E1;5.111487469E1;1.378262330E1;1.968531538E2;3.925978184E0;2.362917023E2;4.186058521E0;3.000000000E0
7.498860920E1;5.111485482E1;1.378257020E1;1.970377730E2;3.995004416E0;2.370866852E2;4.185883522E0;3.000000000E0
7.598860620E1;5.111483858E1;1.378252052E1;1.966150012E2;4.138954163E0;2.401813965E2;4.185709476E0;3.000000000E0
7.698864020E1;5.111482088E1;1.378246679E1;1.963667068E2;4.003901482E0;2.376345825E2;4.185535431E0;3.000000000E0
7.798863320E1;5.111479738E1;1.378242217E1;1.965249189E2;4.082699299E0;2.286130371E2;4.185360432E0;3.000000000E0
7.898866220E1;5.111477030E1;1.378237768E1;1.963995956E2;4.055931568E0;2.263074799E2;4.642550468E0;3.000000000E0
7.998871920E1;5.111474299E1;1.378232855E1;1.960481320E2;4.304720402E0;2.325096893E2;4.185012817E0;3.000000000E0
8.098868520E1;5.111472099E1;1.378227263E1;1.962422635E2;4.202252865E0;2.410202484E2;4.184838295E0;3.000000000E0
8.198870820E1;5.111470445E1;1.378221624E1;1.961037721E2;4.044322968E0;2.432758484E2;4.642848969E0;3.000000000E0
8.298872720E1;5.111468571E1;1.378216118E1;1.961342084E2;4.095774651E0;2.394210510E2;4.642949104E0;3.000000000E0
8.398875320E1;5.111466325E1;1.378211244E1;1.961525700E2;4.154261112E0;2.335183716E2;4.184318066E0;3.000000000E0
8.498877020E1;5.111463802E1;1.378206491E1;1.959620780E2;4.113008976E0;2.293211975E2;4.643147945E0;3.000000000E0
8.598877120E1;5.111461120E1;1.378202449E1;1.957753241E2;4.007725716E0;2.247037964E2;4.643249512E0;3.000000000E0
8.698879920E1;5.111458415E1;1.378198655E1;1.956657425E2;3.825496435E0;2.337028656E2;4.643347263E0;3.000000000E0
8.798884020E1;5.111456335E1;1.378194230E1;1.956357819E2;3.544695139E0;2.369130554E2;4.183625698E0;3.000000000E0
8.898882520E1;5.111454457E1;1.378190137E1;1.954987250E2;3.528223753E0;2.350877075E2;4.183453083E0;3.000000000E0
8.998883720E1;5.111452152E1;1.378185700E1;1.954042455E2;3.735386133E0;2.287781372E2;4.183280945E0;3.000000000E0
9.098884920E1;5.111449300E1;1.378181189E1;1.953107918E2;3.967892408E0;2.315921478E2;4.183107853E0;3.000000000E0
9.198889120E1;5.111447395E1;1.378175933E1;1.952350796E2;3.981806040E0;2.426738892E2;4.182936192E0;3.000000000E0
9.298890620E1;5.111445845E1;1.378170486E1;1.952235467E2;3.904688120E0;2.424315796E2;4.182763577E0;3.000000000E0
9.398889820E1;5.111443790E1;1.378165375E1;1.956834830E2;3.995499372E0;2.336168976E2;4.182591915E0;3.000000000E0
9.498893220E1;5.111441031E1;1.378161245E1;1.957643030E2;3.907804251E0;2.310067291E2;4.182420254E0;3.000000000E0
9.598894820E1;5.111438575E1;1.378157451E1;1.961600125E2;3.628606558E0;2.301513062E2;4.182248592E0;3.000000000E0
9.698896320E1;5.111436480E1;1.378153729E1;1.963118162E2;3.394923449E0;2.325182953E2;4.182076931E0;3.000000000E0
9.798897820E1;5.111434885E1;1.378149753E1;1.965356708E2;3.157838583E0;2.401984100E2;4.181905746E0;3.000000000E0
9.898899820E1;5.111433607E1;1.378145389E1;1.971100325E2;2.947081327E0;2.404214020E2;4.181733608E0;3.000000000E0
9.998900320E1;5.111432615E1;1.378141042E1;1.972163293E2;3.134423256E0;2.371993866E2;4.181562424E0;3.000000000E0
1.009890412E2;5.111431621E1;1.378136622E1;1.969207791E2;3.312772036E0;2.389302826E2;4.181391716E0;3.000000000E0
1.019890282E2;5.111430516E1;1.378132336E1;1.968233367E2;2.928057432E0;2.457550201E2;4.181220055E0;3.000000000E0
1.029890512E2;5.111429483E1;1.378128953E1;1.967535741E2;2.247440338E0;2.413353119E2;4.181049824E0;3.000000000E0
1.039890592E2;5.111428550E1;1.378126902E1;1.968274572E2;2.013226032E0;2.364340515E2;4.180878639E0;3.000000000E0
1.049890822E2;5.111427258E1;1.378124404E1;1.964268607E2;2.462184429E0;2.292376709E2;4.180708408E0;3.000000000E0
1.059891022E2;5.111425022E1;1.378121245E1;1.962007011E2;2.986432791E0;2.228479462E2;4.180537701E0;3.000000000E0
1.069891492E2;5.111422633E1;1.378118075E1;1.962017995E2;3.531570673E0;2.187477417E2;4.180367470E0;3.000000000E0
1.079891482E2;5.111419639E1;1.378114013E1;1.962749031E2;3.737299919E0;2.290869141E2;4.180197716E0;3.000000000E0
1.089891462E2;5.111417378E1;1.378109253E1;1.962766826E2;3.915738344E0;2.368258820E2;4.180028439E0;3.000000000E0
1.099891532E2;5.111415502E1;1.378104389E1;1.962937129E2;3.708381891E0;2.392456818E2;4.179858685E0;3.000000000E0
1.109892002E2;5.111413741E1;1.378099322E1;1.967112996E2;3.747840405E0;2.383797150E2;4.179688931E0;3.000000000E0
1.119892072E2;5.111411771E1;1.378094644E1;1.971253454E2;3.719547033E0;2.390776062E2;4.179519653E0;3.000000000E0
1.129892102E2;5.111409811E1;1.378089347E1;1.975150468E2;3.911148071E0;2.393179169E2;4.179350853E0;3.000000000E0
1.139892202E2;5.111407546E1;1.378084973E1;1.970370899E2;4.296129704E0;2.325951538E2;4.179182053E0;3.000000000E0
1.149892292E2;5.111404656E1;1.378080491E1;1.965492676E2;4.280428410E0;2.324352722E2;4.179012775E0;3.000000000E0
1.159894502E2;5.111402156E1;1.378075477E1;1.962641928E2;4.306950569E0;2.312080231E2;4.178844452E0;3.000000000E0
1.169892772E2;5.111399658E1;1.378070727E1;1.957749527E2;4.246411324E0;2.323461456E2;4.646314144E0;3.000000000E0
1.179892822E2;5.111397019E1;1.378066166E1;1.955602515E2;4.252367973E0;2.348842163E2;4.637553692E0;3.000000000E0
1.189893312E2;5.111394993E1;1.378060666E1;1.954636178E2;4.225653172E0;2.389108582E2;4.178339958E0;3.000000000E0
1.199893262E2;5.111392671E1;1.378055201E1;1.954479602E2;4.049518108E0;2.384449310E2;4.178171635E0;3.000000000E0
1.209893232E2;5.111390244E1;1.378050166E1;1.957230660E2;4.121469975E0;2.328180084E2;4.178003788E0;3.000000000E0
1.219893722E2;5.111387632E1;1.378044941E1;1.957418133E2;4.387363911E0;2.287176971E2;4.177836418E0;3.000000000E0
1.229893812E2;5.111385153E1;1.378039715E1;1.958871187E2;4.661911964E0;2.325900726E2;4.476305962E0;3.000000000E0
1.239893862E2;5.111382673E1;1.378034124E1;1.960386339E2;4.639072895E0;2.358994141E2;4.177501678E0;3.000000000E0
1.249894042E2;5.111380479E1;1.378028701E1;1.959264773E2;4.459310532E0;2.359665375E2;4.476192474E0;3.000000000E0
1.259894202E2;5.111378165E1;1.378023373E1;1.957136600E2;4.393010139E0;2.347504120E2;4.647202015E0;3.000000000E0
1.269895172E2;5.111375720E1;1.378017545E1;1.955935938E2;4.638595104E0;2.366126099E2;4.647300720E0;3.000000000E0
1.279894452E2;5.111373140E1;1.378011875E1;1.955576507E2;4.581665516E0;2.374068909E2;4.284786224E0;3.000000000E0
1.289894802E2;5.111370491E1;1.378006595E1;1.957149902E2;4.586805820E0;2.340731201E2;4.176668167E0;3.000000000E0
1.299895042E2;5.111367515E1;1.378000910E1;1.960974608E2;4.727547169E0;2.325566864E2;4.176500797E0;3.000000000E0
1.309895462E2;5.111364788E1;1.377996117E1;1.963496430E2;4.566895962E0;2.306825104E2;4.176334858E0;3.000000000E0
1.319895332E2;5.111362173E1;1.377991406E1;1.966074848E2;4.388568878E0;2.363822174E2;4.561703682E0;3.000000000E0
1.329895322E2;5.111360066E1;1.377985723E1;1.966279007E2;4.408619881E0;2.371210480E2;4.176002979E0;3.000000000E0
1.339895862E2;5.111357677E1;1.377980266E1;1.966547474E2;4.179245949E0;2.360350037E2;4.175837517E0;3.000000000E0
1.349895622E2;5.111355257E1;1.377975133E1;1.967366550E2;4.086121559E0;2.321669617E2;4.175671577E0;3.000000000E0
1.359895782E2;5.111352471E1;1.377970046E1;1.969429026E2;4.294723034E0;2.348493652E2;4.175505638E0;3.000000000E0
1.369896062E2;5.111350158E1;1.377964782E1;1.970615925E2;4.258224964E0;2.362049103E2;4.175340652E0;3.000000000E0
1.379896162E2;5.111347942E1;1.377959400E1;1.974609607E2;3.773350954E0;2.406778564E2;4.175175667E0;3.000000000E0
1.389896232E2;5.111346107E1;1.377954225E1;1.978325060E2;3.530429602E0;2.448018494E2;4.175010204E0;3.000000000E0
1.399896552E2;5.111344352E1;1.377948658E1;1.972310471E2;3.669612885E0;2.452596893E2;4.174845219E0;3.000000000E0
1.409896742E2;5.111342617E1;1.377943079E1;1.969884585E2;3.686153412E0;2.428847809E2;4.174680710E0;3.000000000E0
1.419897082E2;5.111340853E1;1.377938256E1;1.971560982E2;3.903232813E0;2.365867157E2;4.212774754E0;3.000000000E0
1.429896942E2;5.111338700E1;1.377933711E1;1.971003218E2;3.735564232E0;2.342532501E2;4.174351215E0;3.000000000E0
1.439897242E2;5.111336519E1;1.377929316E1;1.972750332E2;3.373460054E0;2.340354767E2;4.174186707E0;3.000000000E0
1.449897252E2;5.111334103E1;1.377925445E1;1.972917909E2;3.369238377E0;2.332732849E2;4.174023151E0;3.000000000E0
1.459897822E2;5.111331741E1;1.377922419E1;1.974779099E2;3.436555386E0;2.290695801E2;4.173858643E0;3.000000000E0
1.469899502E2;5.111329259E1;1.377918861E1;1.972578773E2;3.568927765E0;2.276027374E2;4.173694611E0;3.000000000E0
1.479898122E2;5.111326613E1;1.377914826E1;1.972854783E2;3.579735518E0;2.300053864E2;4.173531055E0;3.000000000E0
1.489897962E2;5.111325002E1;1.377909554E1;1.971712280E2;3.613687277E0;2.426911621E2;4.474876404E0;3.000000000E0
1.499898262E2;5.111323610E1;1.377905125E1;1.970289007E2;3.418262005E0;2.470594940E2;4.173203945E0;3.000000000E0
1.509898332E2;5.111322073E1;1.377900763E1;1.970280904E2;3.502079010E0;2.449980164E2;4.173039913E0;3.000000000E0
1.519898472E2;5.111320594E1;1.377895841E1;1.970537234E2;3.563520670E0;2.439082336E2;4.172877312E0;3.000000000E0
1.529898852E2;5.111319028E1;1.377889810E1;1.970015885E2;3.417249680E0;2.449668884E2;4.172713757E0;3.000000000E0
1.539898882E2;5.111317394E1;1.377884870E1;1.969787538E2;3.251827002E0;2.395422516E2;4.172551155E0;3.000000000E0
1.549899032E2;5.111315385E1;1.377880738E1;1.973906865E2;3.357136965E0;2.250724335E2;4.172388077E0;3.000000000E0
1.559899022E2;5.111313028E1;1.377877319E1;1.969499411E2;3.416133404E0;2.243005676E2;4.172225952E0;3.000000000E0
1.569899372E2;5.111310435E1;1.377873694E1;1.968623845E2;3.550277948E0;2.308699341E2;4.172063828E0;3.000000000E0
1.579899632E2;5.111308390E1;1.377869927E1;1.970870510E2;3.400022507E0;2.353680420E2;4.474405766E0;3.000000000E0
1.589899572E2;5.111306317E1;1.377865538E1;1.970366222E2;3.468726158E0;2.355548096E2;4.171739101E0;3.000000000E0
1.599899882E2;5.111304249E1;1.377861021E1;1.975820926E2;3.596535444E0;2.352277222E2;4.171577454E0;3.000000000E0
1.609899982E2;5.111302247E1;1.377856506E1;1.980106119E2;3.533255577E0;2.291740723E2;4.171414852E0;3.000000000E0
1.619900272E2;5.111299760E1;1.377852592E1;1.982445555E2;3.670464277E0;2.317852783E2;4.171253204E0;3.000000000E0
1.629900452E2;5.111297656E1;1.377848094E1;1.981299888E2;3.679518938E0;2.338302917E2;4.171092510E0;3.000000000E0
1.639900482E2;5.111295856E1;1.377843898E1;1.982079267E2;3.468052387E0;2.349097900E2;4.170930862E0;3.000000000E0
1.649900602E2;5.111293800E1;1.377839645E1;1.983222050E2;3.522868633E0;2.334712219E2;4.170769691E0;3.000000000E0
1.659900782E2;5.111291465E1;1.377835244E1;1.984451965E2;3.770034790E0;2.298104858E2;4.473997116E0;3.000000000E0
1.669900962E2;5.111288966E1;1.377830548E1;1.987887695E2;3.798469543E0;2.378289032E2;4.473946095E0;3.000000000E0
1.679901002E2;5.111287001E1;1.377825678E1;1.990495851E2;3.752028942E0;2.425262146E2;4.170286655E0;3.000000000E0
1.689901212E2;5.111285286E1;1.377820082E1;1.992700665E2;3.720797062E0;2.416125946E2;4.170126438E0;3.000000000E0
1.699901692E2;5.111283565E1;1.377814748E1;1.993217108E2;3.830141306E0;2.343824005E2;4.473796368E0;3.000000000E0
1.709901762E2;5.111281622E1;1.377809937E1;1.996385766E2;3.780894756E0;2.363171692E2;4.169806004E0;3.000000000E0
1.719901932E2;5.111279847E1;1.377805600E1;1.996670550E2;3.601406097E0;2.350758972E2;4.473696709E0;3.000000000E0
1.729902122E2;5.111277975E1;1.377801055E1;1.999496595E2;3.585681677E0;2.399682922E2;4.169486046E0;3.000000000E0
1.739902262E2;5.111276178E1;1.377796001E1;2.000317914E2;3.694967985E0;2.440597687E2;4.169326305E0;3.000000000E0
1.749902262E2;5.111274638E1;1.377790861E1;2.000380077E2;3.788139343E0;2.435727386E2;4.169166565E0;3.000000000E0
1.759904012E2;5.111273346E1;1.377784890E1;2.001620590E2;3.739851952E0;2.463874359E2;4.169006824E0;3.000000000E0
1.769904232E2;5.111272069E1;1.377779610E1;2.001841151E2;3.660465717E0;2.458636932E2;4.168848038E0;3.000000000E0
1.779903432E2;5.111270355E1;1.377774888E1;2.003396438E2;3.704068422E0;2.371119843E2;5.179453373E0;3.000000000E0
1.789902852E2;5.111268161E1;1.377770640E1;2.005639643E2;3.612984657E0;2.355171661E2;4.473353386E0;3.000000000E0
1.799903322E2;5.111266325E1;1.377766720E1;2.003363922E2;3.644379616E0;2.341225433E2;4.473305702E0;3.000000000E0
1.809903302E2;5.111264453E1;1.377761951E1;2.006643080E2;3.458816767E0;2.345648651E2;4.473257542E0;3.000000000E0
1.819903442E2;5.111262481E1;1.377756846E1;2.008875488E2;3.650069475E0;2.416047668E2;4.168053627E0;3.000000000E0
1.829903722E2;5.111260851E1;1.377752181E1;2.008408482E2;3.615034580E0;2.474045105E2;4.167895317E0;3.000000000E0
1.839903732E2;5.111259448E1;1.377747298E1;2.007062158E2;3.549231529E0;2.497835999E2;4.473113537E0;3.000000000E0
1.849903972E2;5.111257985E1;1.377742510E1;2.009515019E2;3.317882061E0;2.467085114E2;4.512447357E0;3.000000000E0
1.859904342E2;5.111256190E1;1.377738057E1;2.010928533E2;3.522411585E0;2.431059418E2;4.653063774E0;3.000000000E0
1.869904162E2;5.111254390E1;1.377733939E1;2.009727035E2;3.525366068E0;2.401745300E2;4.653160095E0;3.000000000E0
1.879904672E2;5.111252645E1;1.377729721E1;2.007996979E2;3.522269487E0;2.447434082E2;4.167105675E0;3.000000000E0
1.889904552E2;5.111250764E1;1.377724926E1;2.009814077E2;3.586334705E0;2.429270172E2;4.166947365E0;3.000000000E0
1.899904852E2;5.111249057E1;1.377720478E1;2.013102444E2;3.553423882E0;2.457299347E2;4.166790485E0;3.000000000E0
1.909904992E2;5.111247778E1;1.377716039E1;2.012188108E2;3.518198490E0;2.477562256E2;4.166633606E0;3.000000000E0
1.919905052E2;5.111246310E1;1.377710628E1;2.010827275E2;3.590349197E0;2.429325867E2;4.166476727E0;3.000000000E0
1.929905262E2;5.111244926E1;1.377705479E1;2.009568083E2;3.617815733E0;2.480597076E2;4.472690582E0;3.000000000E0
1.939905592E2;5.111243545E1;1.377700802E1;2.009892970E2;3.433264256E0;2.516890869E2;4.472644806E0;3.000000000E0
1.949905652E2;5.111242638E1;1.377695475E1;2.013846049E2;3.312397718E0;2.518218384E2;4.166006088E0;3.000000000E0
1.959905782E2;5.111241319E1;1.377690615E1;2.017580556E2;3.440655470E0;2.466451721E2;4.165850163E0;3.000000000E0
1.969905962E2;5.111239657E1;1.377686210E1;2.017142291E2;3.667591572E0;2.451773224E2;4.187993050E0;3.000000000E0
1.979906202E2;5.111237930E1;1.377680948E1;2.014468352E2;3.700185537E0;2.446738281E2;4.165537357E0;3.000000000E0
1.989906252E2;5.111236369E1;1.377675919E1;2.015190744E2;3.610424519E0;2.470299072E2;4.165381908E0;3.000000000E0
1.999906382E2;5.111235175E1;1.377671843E1;2.016239860E2;3.148700476E0;2.458514252E2;4.187841892E0;3.000000000E0
2.009906952E2;5.111233947E1;1.377667771E1;2.020569126E2;3.357324600E0;2.441967773E2;4.571760178E0;3.000000000E0
2.019906972E2;5.111232212E1;1.377663048E1;2.023834059E2;3.425892353E0;2.451329193E2;4.180470467E0;3.000000000E0
2.029906922E2;5.111230576E1;1.377658377E1;2.028509019E2;3.443408728E0;2.435142517E2;4.180417538E0;3.000000000E0
2.039907352E2;5.111229059E1;1.377654086E1;2.033010459E2;3.184126377E0;2.404299469E2;4.180363655E0;3.000000000E0
2.049907482E2;5.111227469E1;1.377649920E1;2.034352358E2;3.074136257E0;2.409406128E2;4.180310249E0;3.000000000E0
2.059907452E2;5.111226207E1;1.377646426E1;2.034527624E2;2.939267159E0;2.414976807E2;4.288321495E0;3.000000000E0
2.069907772E2;5.111224797E1;1.377642289E1;2.034967620E2;3.106332779E0;2.440541840E2;4.363574028E0;3.000000000E0
2.079907962E2;5.111223632E1;1.377637240E1;2.035400229E2;3.145392418E0;2.549597931E2;4.187435627E0;3.000000000E0
2.089907912E2;5.111223173E1;1.377631834E1;2.033443363E2;3.016511202E0;2.570612793E2;4.180097103E0;3.000000000E0
2.099908132E2;5.111222560E1;1.377626446E1;2.032433823E2;3.143561840E0;2.545053406E2;4.180044174E0;3.000000000E0
2.109909782E2;5.111221636E1;1.377621758E1;2.030379218E2;3.350168228E0;2.511065826E2;4.179990768E0;3.000000000E0
2.119908412E2;5.111220362E1;1.377617249E1;2.028214876E2;3.403857946E0;2.528154144E2;4.278525352E0;3.000000000E0
2.129908832E2;5.111218926E1;1.377612055E1;2.028811968E2;3.618208885E0;2.457514343E2;4.163214207E0;3.000000000E0
2.139908932E2;5.111217396E1;1.377606444E1;2.030221196E2;3.861077309E0;2.467824707E2;4.163060665E0;3.000000000E0
2.149909152E2;5.111215967E1;1.377601118E1;2.030964960E2;3.811842203E0;2.511690674E2;4.162907600E0;3.000000000E0
