"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.640263460E-1,1.141166687E-2,-9.995460510E-3,1.574373245E-1
8.690007120E-1,6.416594982E-2,6.255149841E-3,1.721696854E-1
8.740055940E-1,4.097044468E-2,1.292610168E-2,1.844139099E-1
8.789494420E-1,3.685867786E-2,-4.652976990E-2,1.257677078E-1
8.840153600E-1,1.859670877E-2,-2.760028839E-2,1.761875153E-1
8.889286900E-1,2.865290642E-2,-5.836963654E-2,1.743021011E-1
8.939030550E-1,1.967763901E-2,-4.403972626E-2,1.677074432E-1
8.989079380E-1,8.489966393E-3,-3.924942017E-2,1.965961456E-1
9.038823030E-1,2.342569828E-2,-2.024555206E-2,7.898998260E-2
9.088566690E-1,2.850234509E-3,-3.442573547E-2,1.347074509E-1
9.138310340E-1,5.083358288E-2,-1.550674438E-2,9.546566010E-2
9.188053990E-1,3.699946404E-2,-4.636001587E-2,1.202373505E-1
9.238102820E-1,6.830155849E-3,-2.502441406E-2,2.038125992E-1
9.287846470E-1,-1.837605238E-2,-1.504898071E-3,1.497802734E-1
9.337590120E-1,-1.514017582E-2,1.947689056E-2,1.576004028E-1
9.387333780E-1,4.707926512E-2,9.572982788E-3,1.322803497E-1
9.437382600E-1,1.445364952E-2,-7.395744324E-3,1.826248169E-1
9.487126260E-1,4.346919060E-2,-4.548740387E-2,1.853170395E-1
9.536869910E-1,4.385137558E-2,-4.077243805E-2,1.006498337E-1
9.586613560E-1,2.533549070E-2,1.588439941E-2,1.465759277E-1
9.636662390E-1,-1.217126846E-4,-4.119396210E-2,1.544027328E-1
9.686406040E-1,7.647097111E-3,-1.992225647E-2,1.149282455E-1
9.736149690E-1,1.532572508E-2,-5.546092987E-2,1.253795624E-1
9.785893350E-1,4.885959625E-2,-2.220535278E-2,1.381568909E-1
9.835942170E-1,1.831740141E-2,-2.697563171E-2,1.296110153E-1
9.885685830E-1,3.045117855E-2,-2.694034576E-2,1.141119003E-1
9.935429480E-1,9.483098984E-3,-1.980018616E-2,5.863571167E-2
9.985173130E-1,2.414512634E-2,-2.688121796E-2,1.381721497E-1
1.003491678E0,-1.327300072E-2,-3.150081635E-2,1.368389130E-1
1.008466044E0,6.226718426E-3,-1.475238800E-2,1.025714874E-1
1.013440409E0,1.940667629E-3,-3.586769104E-2,8.752822876E-2
1.018414774E0,7.140278816E-3,-2.847671509E-2,8.677673340E-2
1.023389139E0,2.872049809E-3,-3.765106201E-2,1.025781631E-1
1.028363505E0,-6.064057350E-3,-1.606369019E-2,7.103347778E-2
1.033368387E0,8.661329746E-3,-1.354026794E-2,9.876632690E-2
1.038342753E0,4.354894161E-3,-4.406452179E-2,5.547904968E-2
1.043317118E0,4.491746426E-2,-8.236885071E-3,1.329441071E-1
1.048291483E0,2.611052990E-2,-3.371238708E-3,4.219245911E-2
1.053296366E0,7.419228554E-3,-1.504802704E-2,8.677768707E-2
1.058270731E0,-1.723945141E-3,-3.137302399E-2,6.251144409E-2
1.063245096E0,-3.756463528E-3,-3.814315796E-2,1.446485519E-1
1.068219462E0,2.720338106E-2,-2.359294891E-2,7.977390289E-2
1.073224344E0,8.356928825E-3,-7.053852081E-2,8.389472961E-2
1.078198710E0,6.287276745E-2,2.690410614E-2,1.469964981E-1
1.083173075E0,8.254587650E-3,-5.110645294E-2,7.743549347E-2
1.088177958E0,-3.469109535E-3,-8.059501648E-3,1.453924179E-1
1.093152323E0,7.463115454E-2,-2.198028564E-2,6.647872925E-2
1.098126688E0,1.989352703E-2,-1.919460297E-2,6.147766113E-2
1.103131571E0,-1.408815384E-3,-1.643276215E-2,8.012866974E-2
1.108105936E0,-2.496391535E-2,-4.912662506E-2,7.971572876E-2
1.113080301E0,5.084651709E-2,1.115798950E-3,8.643913269E-2
1.118054667E0,1.989471912E-2,1.087856293E-2,9.554004669E-2
1.123029032E0,4.826176167E-2,-5.339622498E-3,8.811569214E-2
1.128003397E0,3.378295898E-2,-4.265117645E-2,3.120994568E-2
1.133008280E0,1.692241430E-2,1.946735382E-2,2.433204651E-2
1.137982645E0,3.564041853E-2,-4.640102386E-2,1.520624161E-1
1.142957010E0,2.826189995E-2,-3.143882751E-2,1.017131805E-1
1.147931376E0,2.091926336E-2,-2.838325500E-2,1.627550125E-1
1.152936258E0,6.080174446E-2,-2.535247803E-2,1.335916519E-1
1.157910624E0,8.845603466E-2,-8.189201355E-3,8.578681946E-2
1.162884989E0,-9.179294109E-3,-1.713180542E-2,1.351633072E-1
1.167859354E0,3.093618155E-2,-4.753112793E-3,6.846046448E-2
1.172833719E0,3.525853157E-2,-9.004592896E-3,8.021163940E-2
1.177808085E0,1.829975843E-2,-1.322078705E-2,8.478260040E-2
1.182812967E0,3.820002079E-3,-5.597114563E-3,5.627250671E-2
1.187848368E0,5.083853006E-2,1.372718811E-2,1.034917831E-1
1.192761698E0,3.609883785E-2,-4.929542542E-3,7.707977295E-2
1.197736063E0,9.629905224E-3,-4.543304443E-3,6.977844238E-2
1.202740946E0,1.168501377E-2,-3.718471527E-2,7.673168182E-2
1.207715311E0,2.793490887E-2,-1.524066925E-2,5.532073975E-2
1.212689676E0,1.807558537E-2,-3.122997284E-2,7.423973083E-2
1.217664042E0,5.886793137E-3,-2.346229553E-2,7.886409760E-2
1.222638407E0,2.208316326E-2,-6.316184998E-3,3.192901611E-3
1.227643290E0,4.043853283E-2,-8.238792419E-3,2.253055573E-2
1.232617655E0,8.998811245E-3,-7.295608521E-4,9.361362457E-2
1.237592020E0,1.088631153E-2,6.779670715E-3,5.559253693E-2
1.242566385E0,1.507556438E-2,1.193141937E-2,5.809688568E-2
1.247540751E0,2.383935452E-2,-1.362800598E-2,-1.492691040E-2
1.252545633E0,6.316697598E-2,1.134872437E-3,6.371307373E-2
1.257519999E0,7.312297821E-4,1.105117798E-2,3.074359894E-2
1.262494364E0,4.979431629E-3,-5.036354065E-3,9.251880646E-2
1.267468729E0,2.570629120E-2,-2.570629120E-2,3.339767456E-2
1.272443094E0,3.675752878E-2,1.753234863E-2,-1.814365387E-2
1.277417460E0,1.937836409E-2,-1.038837433E-2,1.338386536E-2
1.282422342E0,5.890280008E-2,6.776809692E-3,1.395797729E-2
1.287396708E0,4.857999086E-2,4.914283752E-3,1.216316223E-2
1.292371073E0,3.589600325E-2,5.471229553E-3,-2.732944489E-2
1.297345438E0,-4.760777950E-2,1.553058624E-2,1.385021210E-2
1.302350321E0,8.857011795E-3,8.966445923E-3,9.817123413E-3
1.307324686E0,1.772683859E-2,-6.990432739E-3,-2.252197266E-2
1.312299051E0,6.433147192E-2,1.499557495E-2,-2.857971191E-2
1.317273417E0,3.024947643E-2,8.473396301E-3,-1.534461975E-3
1.322247782E0,6.718170643E-2,-7.436752319E-3,4.653739929E-2
1.327222147E0,1.637142897E-2,-3.263759613E-2,2.814102173E-2
1.332227030E0,1.562064886E-2,-3.876018524E-2,7.513999939E-3
1.337201395E0,8.065700531E-4,-1.891136169E-2,5.882263184E-3
1.342175760E0,3.564071655E-2,-3.929138184E-3,-2.403545380E-2
1.347150126E0,8.737742901E-3,1.094722748E-2,8.559608459E-2
1.352155008E0,-6.168127060E-3,2.098178864E-2,-2.757358551E-2
1.357129374E0,2.157354355E-2,1.912879944E-2,5.376148224E-2
1.362103739E0,-5.092620850E-4,7.677078247E-4,1.639270782E-2
1.367078104E0,3.185939789E-2,-1.040363312E-2,-4.191398621E-3
1.372052469E0,-1.155799627E-2,1.156520844E-2,-3.640937805E-2
1.377057352E0,1.855939627E-2,1.447105408E-2,-2.114295959E-2
1.382031717E0,-2.000474930E-2,-1.579284668E-3,5.767440796E-2
1.387006083E0,-1.580482721E-2,-2.932167053E-2,2.014446259E-2
1.391980448E0,-4.576027393E-3,2.581024170E-2,1.128196716E-2
1.396954813E0,-2.169513702E-2,-4.429817200E-3,9.649276733E-3
1.401959696E0,1.568645239E-2,5.739212036E-3,-1.384735107E-3
1.406934061E0,1.031351089E-2,3.706455231E-2,6.549835205E-3
1.411908426E0,-4.227703810E-2,6.730079651E-3,-6.852149963E-3
1.416852274E0,-3.073430061E-2,3.327655792E-2,-2.489185333E-2
1.421857157E0,4.310607910E-3,2.956390381E-3,9.160995483E-3
1.426831522E0,1.071178913E-2,3.663825989E-2,-1.606464386E-2
1.431805887E0,3.122317791E-2,5.823707581E-2,-2.927780151E-2
1.436780253E0,3.979009390E-2,3.714752197E-2,2.133083344E-2
1.441754618E0,3.395199776E-3,4.451847076E-2,-7.960510254E-2
1.446728983E0,-2.561539412E-2,4.470348358E-2,-1.215171814E-2
1.451733866E0,2.124053240E-2,3.544902802E-2,-3.968238831E-2
1.456708231E0,-1.248437166E-2,-2.096462250E-2,6.159782410E-3
1.461713114E0,4.848366976E-2,1.041030884E-2,-9.239864349E-2
1.466687479E0,1.214241982E-2,1.787281036E-2,1.015663147E-3
1.471661844E0,-7.386863232E-3,4.413890839E-2,-3.151893616E-3
1.476636210E0,-7.861793041E-3,1.589679718E-2,1.868534088E-2
1.481641092E0,-1.232564449E-3,3.508186340E-2,-3.758239746E-2
1.486615458E0,3.838533163E-2,3.287792206E-2,-4.379081726E-2
1.491650858E0,5.171918869E-2,2.369880676E-3,-4.050159454E-2
1.496564188E0,8.154273033E-2,3.813648224E-2,-6.645202637E-3
1.501538553E0,4.973787069E-2,2.871608734E-2,3.160572052E-2
1.506512919E0,-1.260209084E-2,-8.911132812E-3,-3.427028656E-2
1.511517801E0,3.409397602E-2,-8.432388306E-3,-5.142211914E-3
1.516492167E0,-2.343815565E-2,-8.003234863E-3,-1.391916275E-1
1.521466532E0,2.340942621E-2,6.539344788E-3,-5.737113953E-2
1.526440897E0,-1.743054390E-2,1.862239838E-2,-6.591033936E-2
1.531415262E0,4.595977068E-2,-8.106231689E-5,-3.424835205E-2
1.536389628E0,3.796225786E-2,4.268074036E-2,-5.283355713E-3
1.541394510E0,4.652643204E-2,-1.167392731E-2,-5.679130554E-2
1.546368876E0,5.272728205E-2,2.178382874E-2,-1.125736237E-1
1.551343241E0,1.876842976E-2,7.730484009E-3,-1.372318268E-1
1.556348124E0,-5.744498968E-2,-6.225585938E-3,-1.404600143E-1
1.561322489E0,8.526146412E-3,4.600715637E-2,-1.295194626E-1
1.566296854E0,-1.809215546E-2,8.060455322E-3,-9.983730316E-2
1.571271219E0,6.897783279E-2,3.174209595E-2,-7.992744446E-2
1.576245585E0,1.375794411E-2,2.692222595E-2,-9.792995453E-2
1.581250467E0,-1.749026775E-2,4.579162598E-2,-9.212017059E-2
1.586224833E0,-3.664851189E-3,1.493263245E-2,-1.052408218E-1
1.591199198E0,-3.473293781E-2,4.330444336E-2,-9.705924988E-2
1.596173563E0,1.478207111E-2,-1.781463623E-3,-5.123233795E-2
1.601147928E0,3.321951628E-2,3.614997864E-2,-7.421875000E-2
1.606122294E0,1.371628046E-2,1.711273193E-2,-9.701156616E-2
1.611127176E0,2.269995213E-2,2.956390381E-3,-9.836864471E-2
1.616101542E0,4.579257965E-2,7.756233215E-3,-8.796596527E-2
1.621075907E0,-4.462957382E-3,-1.353645325E-2,-7.539176941E-2
1.626050272E0,4.014778137E-2,5.977153778E-2,-7.472515106E-2
1.631055155E0,1.357215643E-2,2.392959595E-2,-5.748748779E-2
1.635999003E0,-8.079588413E-3,2.526283264E-3,-1.726102829E-1
1.641003885E0,4.130607843E-2,9.584426880E-3,-1.428337097E-1
1.645978251E0,2.429884672E-2,3.547000885E-2,-8.498382568E-2
1.650952616E0,-4.348099232E-3,1.154708862E-2,-8.193492889E-2
1.655926981E0,2.223253250E-4,2.084732056E-2,-1.049003601E-1
1.660931864E0,7.092237473E-3,4.103660583E-3,-1.158704758E-1
1.665906229E0,3.047746420E-2,1.346778870E-2,-1.267509460E-1
1.670880594E0,-1.710557938E-2,1.564979553E-2,-6.439113617E-2
1.675854960E0,2.066242695E-2,3.197574615E-2,-3.323745728E-2
1.680829325E0,6.279760599E-2,1.509761810E-2,-1.015081406E-1
1.685803690E0,3.138631582E-2,3.039360046E-3,-2.054309845E-2
1.690808573E0,2.383351326E-2,-2.308559418E-2,-5.356216431E-2
1.695782938E0,4.473346472E-2,3.364753723E-2,-1.310825348E-2
1.700757303E0,1.355230808E-2,-4.512786865E-3,-9.101963043E-2
1.705762186E0,1.091641188E-2,-2.246856689E-3,-5.263710022E-2
1.710736551E0,4.135507345E-2,7.551860809E-2,-7.361125946E-2
1.715710917E0,6.920176744E-2,-3.203392029E-3,-5.197238922E-2
1.720685282E0,4.492419958E-2,8.429527283E-3,-5.412387848E-2
1.725659647E0,2.558785677E-2,2.944946289E-2,-3.732490540E-2
1.730664530E0,3.707736731E-2,5.486488342E-3,-2.769565582E-2
1.735638895E0,4.606425762E-2,2.655124664E-2,-4.649734497E-2
1.740613260E0,7.049441338E-4,3.557300568E-2,-3.217124939E-2
1.745587626E0,1.240199804E-2,1.381206512E-2,-1.799011230E-2
1.750592508E0,2.164787054E-2,2.289867401E-2,1.021194458E-2
1.755566874E0,5.681270361E-2,3.543853760E-3,7.444381714E-3
1.760541239E0,3.747898340E-2,1.503753662E-2,2.593994141E-2
1.765546122E0,3.250986338E-2,-1.371955872E-2,3.008651733E-2
1.770520487E0,3.700941801E-2,-1.867008209E-2,4.359626770E-2
1.775494852E0,4.624706507E-2,-2.395629883E-3,-6.347084045E-2
1.780469217E0,4.832261801E-2,-5.208015442E-3,-2.100849152E-2
1.785474100E0,7.870477438E-2,3.451156616E-2,4.000568390E-2
1.790448465E0,3.810715675E-2,3.143596649E-2,6.984996796E-2
1.795483866E0,4.987752438E-2,3.542137146E-2,-3.044700623E-2
1.800397196E0,6.871801615E-2,-1.728725433E-2,4.948043823E-2
1.805371561E0,8.279770613E-2,5.087089539E-2,7.684803009E-2
1.810376444E0,8.025753498E-2,1.693153381E-2,5.910587311E-2
1.815350809E0,7.053399086E-2,-2.679824829E-4,1.028156281E-1
1.820325174E0,2.539563179E-2,2.990913391E-2,3.524589539E-2
1.825299540E0,3.263425827E-2,-8.555412292E-3,-1.000404358E-3
1.830304423E0,8.715772629E-2,4.535961151E-2,1.733589172E-2
1.835278788E0,4.208052158E-2,1.854801178E-2,2.133369446E-2
1.840253153E0,1.968920231E-3,6.101608276E-3,-4.553604126E-2
1.845227518E0,6.122636795E-2,-1.332378387E-2,8.408546448E-2
1.850232401E0,6.809633970E-2,-2.546787262E-2,7.575702667E-2
1.855206766E0,5.614948273E-2,-1.154327393E-2,6.749153137E-2
1.860181132E0,7.265424728E-2,6.966590881E-3,6.635093689E-2
1.865155497E0,2.045643330E-2,-7.703781128E-3,3.456497192E-2
1.870160380E0,-7.743179798E-3,-3.348350525E-3,2.903461456E-2
1.875134745E0,1.867741346E-2,5.719184875E-3,8.022975922E-2
1.880109110E0,1.668906212E-2,-8.913040161E-3,7.431411743E-2
1.885083475E0,4.546988010E-2,2.521514893E-3,2.828884125E-2
1.890057840E0,7.846355438E-3,9.138107300E-3,1.006774902E-1
1.895032206E0,4.138576984E-2,-7.945060730E-3,2.842140198E-2
1.900037089E0,3.912866116E-3,-2.490520477E-2,7.004547119E-2
1.905011454E0,-2.140605450E-2,1.495456696E-2,4.997539520E-2
1.910016337E0,2.203381062E-2,-2.811908722E-2,2.772712708E-2
1.914990702E0,2.265703678E-2,-5.430889130E-2,3.635120392E-2
1.919965067E0,3.275704384E-2,-4.721641541E-3,1.086597443E-1
1.924939432E0,1.916724443E-2,1.848697662E-2,1.984786987E-2
1.929913798E0,-2.034097910E-2,-6.476688385E-2,6.155967712E-2
1.934888163E0,-1.464807987E-2,-2.693843842E-2,6.515407562E-2
1.939893046E0,2.414149046E-2,8.213043213E-3,1.064796448E-1
1.944867411E0,3.191542625E-2,1.004886627E-2,3.182220459E-2
1.949841776E0,4.096448421E-3,3.315353394E-2,8.767127991E-2
1.954816141E0,-1.177877188E-2,2.537727356E-2,1.100120544E-1
1.959821024E0,7.872581482E-4,-1.302433014E-2,6.370830536E-2
1.964795389E0,-8.537173271E-4,5.593299866E-3,8.157444000E-2
1.969769755E0,1.646852493E-2,4.720687866E-4,1.205587387E-1
1.974744120E0,-4.196053743E-2,-1.874923706E-2,8.370876312E-2
1.979749003E0,-1.031398773E-2,-4.959678650E-2,8.496189117E-2
1.984723368E0,-3.318053484E-2,3.074073792E-2,7.673740387E-2
1.989697733E0,-4.153436422E-2,-9.954452515E-3,6.859970093E-2
1.994672098E0,1.867747307E-2,1.816558838E-2,5.110836029E-2
1.999676981E0,4.055160284E-2,-1.142501831E-3,1.187677383E-1
2.004651346E0,-1.577204466E-2,1.280212402E-2,1.056632996E-1
2.009625712E0,-4.340863228E-2,-4.014015198E-3,3.843307495E-2
2.014600077E0,-8.497887850E-2,2.915382385E-3,5.910301208E-2
2.019604960E0,-7.648962736E-2,-6.712913513E-3,1.055860519E-1
2.024579325E0,-2.550220490E-2,-1.619625092E-2,9.745883942E-2
2.029553690E0,-3.620564938E-2,1.210308075E-2,1.412487030E-1
2.034528055E0,-4.915535450E-2,2.334594727E-3,1.421070099E-1
2.039532938E0,-1.188235879E-1,6.808280945E-3,8.631324768E-2
2.044507303E0,-6.524974108E-2,1.805305481E-3,6.404113770E-2
2.049481669E0,-8.759880066E-2,-1.019573212E-2,8.212852478E-2
2.054456034E0,-1.073188186E-1,-1.263427734E-2,1.520156860E-1
2.059460917E0,-6.552070379E-2,-2.213668823E-2,1.410608292E-1
2.064435282E0,-6.670647860E-2,-1.034069061E-2,1.301774979E-1
2.069409647E0,-7.026851177E-2,3.716468811E-3,1.453504562E-1
2.074384012E0,-1.115015745E-1,3.658676147E-2,1.392002106E-1
2.079358378E0,-8.872491121E-2,-1.575565338E-2,1.567611694E-1
2.084363260E0,-7.566714287E-2,-6.268501282E-3,1.222724915E-1
2.089337626E0,-3.673708439E-2,5.542755127E-3,2.438354492E-2
2.094311991E0,-8.775007725E-2,1.965808868E-2,9.967327118E-2
2.099377909E0,-2.733266354E-2,-1.825332642E-2,1.507549286E-1
2.104260721E0,-8.550947905E-2,-3.915786743E-3,1.329603195E-1
2.109265604E0,-8.898097277E-2,1.266384125E-2,6.574726105E-2
2.114239969E0,-8.296298981E-2,1.028537750E-2,5.346107483E-2
2.119214335E0,-5.800259113E-2,-1.091480255E-2,4.840183258E-2
2.124219217E0,-8.513492346E-2,-1.543521881E-2,1.873521805E-1
2.129193583E0,-8.850890398E-2,1.310634613E-2,1.504411697E-1
2.134167948E0,-6.123602390E-2,2.492809296E-2,1.020879745E-1
2.139172831E0,-8.847975731E-2,2.484893799E-2,1.178731918E-1
2.144147196E0,-6.118178368E-2,-1.065921783E-2,5.560207367E-2
2.149121561E0,-1.096708179E-1,1.382827759E-3,8.832359314E-2
2.154095926E0,-8.467280865E-2,-5.584716797E-3,1.537990570E-1
2.159100809E0,-1.094596982E-1,3.233242035E-2,8.178806305E-2
2.164044657E0,-6.550770998E-2,-2.680873871E-2,4.582691193E-2
2.169049540E0,-5.256241560E-2,1.132583618E-2,3.848838806E-2
2.174023905E0,-4.447507858E-2,-1.935958862E-2,8.545207977E-2
2.178998270E0,-4.357600212E-2,2.811050415E-2,1.131458282E-1
2.184003153E0,-5.690973997E-2,-3.080368042E-4,1.217803955E-1
2.188977518E0,-6.784349680E-2,6.937026978E-3,3.830909729E-2
2.193921366E0,-8.346045017E-2,-2.384185791E-3,1.042718887E-1
2.198895731E0,-2.130389214E-3,-2.573108673E-2,1.154623032E-1
2.203900614E0,-6.437301636E-3,-8.731842041E-3,1.006174088E-1
2.208874979E0,-5.092298985E-2,1.280403137E-2,9.293270111E-2
2.213849344E0,-9.986376762E-2,-3.903770447E-2,4.752731323E-2
2.218823710E0,-9.886854887E-2,-1.486682892E-2,1.276636124E-1
2.223798075E0,-9.312129021E-2,-2.756118774E-4,1.411085129E-1
2.228802958E0,-4.489469528E-2,4.254150391E-2,5.768013000E-2
2.233777323E0,-1.791775227E-3,9.440422058E-3,1.071100235E-1
2.238751688E0,-2.522575855E-2,-6.587409973E-2,4.991054535E-2
2.243756571E0,-8.634537458E-2,1.053619385E-2,7.348060608E-2
2.248730936E0,-7.144397497E-2,-2.461814880E-2,7.327175140E-2
2.253705301E0,-4.954171181E-2,-9.886741638E-3,4.003906250E-2
2.258679667E0,-6.557309628E-2,2.126598358E-2,4.487419128E-2
2.263654032E0,-4.845237732E-2,2.151203156E-2,1.194858551E-2
2.268689432E0,-3.219783306E-3,7.616996765E-3,1.001739502E-2
2.273663798E0,8.498847485E-3,1.741409302E-2,5.056571960E-2
