"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)"
6.543579803E1;5.105052809E1;1.377970136E1;1.149089623E2;4.889144421E0;3.046715698E2;4.201969624E0;3.000000000E0
6.643581603E1;5.105055652E1;1.377964448E1;1.149221260E2;5.010591507E0;3.100563354E2;4.237746716E0;3.000000000E0
6.743583703E1;5.105058590E1;1.377958814E1;1.150374300E2;4.958258152E0;3.079501343E2;4.149124146E0;3.000000000E0
6.843587303E1;5.105061388E1;1.377953102E1;1.150154003E2;5.139491558E0;3.100176392E2;4.149062634E0;3.000000000E0
6.943587603E1;5.105064324E1;1.377947466E1;1.149102702E2;5.086890697E0;3.100128174E2;4.361127853E0;3.000000000E0
7.043589003E1;5.105067446E1;1.377942091E1;1.149597168E2;5.115902424E0;3.154219666E2;4.361058235E0;3.000000000E0
7.143591803E1;5.105070698E1;1.377936728E1;1.149233580E2;5.224231720E0;3.110177612E2;4.217159748E0;3.000000000E0
7.243591603E1;5.105073008E1;1.377930049E1;1.148194597E2;5.239845753E0;2.932425537E2;4.111490726E0;3.000000000E0
7.343595403E1;5.105074169E1;1.377922403E1;1.146743396E2;5.536057949E0;2.825677795E2;3.968192577E0;3.000000000E0
7.443599703E1;5.105075093E1;1.377914339E1;1.145356502E2;5.786846161E0;2.785425415E2;4.027126312E0;3.000000000E0
7.543598003E1;5.105075800E1;1.377905910E1;1.144514939E2;6.025219917E0;2.762856140E2;4.095662117E0;3.000000000E0
7.643599803E1;5.105076020E1;1.377897270E1;1.143190295E2;6.050385475E0;2.736290588E2;4.552857876E0;3.000000000E0
7.743601203E1;5.105076095E1;1.377888472E1;1.142937515E2;6.211814880E0;2.698862000E2;4.552955627E0;3.000000000E0
7.843603303E1;5.105075829E1;1.377879478E1;1.142108818E2;6.279206753E0;2.670935364E2;4.415584087E0;3.000000000E0
7.943608303E1;5.105075410E1;1.377870554E1;1.140635207E2;6.288039684E0;2.660577393E2;4.352092266E0;3.000000000E0
8.043607203E1;5.105074980E1;1.377861240E1;1.142281038E2;6.282397270E0;2.665423584E2;4.120914459E0;3.000000000E0
8.143608503E1;5.105074545E1;1.377851830E1;1.141562242E2;6.478924274E0;2.681148376E2;5.081010342E0;3.000000000E0
8.243609503E1;5.105074137E1;1.377842503E1;1.140939064E2;6.486098289E0;2.686725464E2;4.595869541E0;3.000000000E0
8.343612503E1;5.105073910E1;1.377833737E1;1.142945362E2;6.149934292E0;2.713905029E2;3.961474419E0;3.000000000E0
8.443615003E1;5.105074269E1;1.377824756E1;1.144795084E2;6.268063068E0;2.753237915E2;3.843061924E0;3.000000000E0
8.543617803E1;5.105075241E1;1.377815460E1;1.142884361E2;6.425752163E0;2.804434204E2;4.976819038E0;3.000000000E0
8.643618703E1;5.105076634E1;1.377805830E1;1.141198021E2;6.289105892E0;2.787755432E2;4.012825012E0;3.000000000E0
8.743620703E1;5.105077583E1;1.377796601E1;1.141910670E2;6.317027569E0;2.752288513E2;3.953843355E0;3.000000000E0
8.843623503E1;5.105077826E1;1.377787603E1;1.145006306E2;6.208876610E0;2.745992126E2;4.192951202E0;3.000000000E0
8.943627703E1;5.105078032E1;1.377779267E1;1.141512138E2;6.202372074E0;2.712104492E2;4.193035126E0;3.000000000E0
9.043629003E1;5.105078424E1;1.377769304E1;1.139377763E2;6.229575634E0;2.712927856E2;5.106615543E0;3.000000000E0
9.143630903E1;5.105078864E1;1.377759450E1;1.135744506E2;6.343848228E0;2.726812439E2;4.268959045E0;3.000000000E0
9.243630103E1;5.105079365E1;1.377749672E1;1.133703796E2;6.355505466E0;2.718687439E2;4.268875599E0;3.000000000E0
9.343630703E1;5.105079295E1;1.377740023E1;1.131228982E2;6.501717091E0;2.703798218E2;4.268792152E0;3.000000000E0
9.443633903E1;5.105078944E1;1.377730931E1;1.126855469E2;6.351303577E0;2.711843262E2;5.002869606E0;3.000000000E0
9.543635303E1;5.105079148E1;1.377721268E1;1.126319307E2;6.342983723E0;2.735214844E2;3.875212908E0;3.000000000E0
9.643639003E1;5.105079160E1;1.377711456E1;1.123999266E2;6.419130325E0;2.735587158E2;4.268542767E0;3.000000000E0
9.743637903E1;5.105079586E1;1.377701493E1;1.126769979E2;6.608528137E0;2.761572571E2;4.268459797E0;3.000000000E0
9.843641603E1;5.105080016E1;1.377691806E1;1.127523730E2;6.566075325E0;2.741843262E2;3.962077856E0;3.000000000E0
9.943642303E1;5.105080318E1;1.377682177E1;1.127907658E2;6.625233650E0;2.722425232E2;4.268292904E0;3.000000000E0
1.004364500E2;5.105080603E1;1.377672278E1;1.129337882E2;6.667868137E0;2.729414062E2;4.268209934E0;3.000000000E0
1.014364980E2;5.105081036E1;1.377662387E1;1.130017453E2;6.682651997E0;2.739705811E2;4.013338566E0;3.000000000E0
1.024364860E2;5.105081534E1;1.377652392E1;1.130885530E2;6.834212303E0;2.729673767E2;4.083904743E0;3.000000000E0
1.034365050E2;5.105081799E1;1.377642551E1;1.130634869E2;6.944097042E0;2.740196228E2;4.083949089E0;3.000000000E0
1.044365430E2;5.105082355E1;1.377631721E1;1.131973398E2;7.289373875E0;2.742032166E2;4.013440132E0;3.000000000E0
1.054365430E2;5.105083063E1;1.377620395E1;1.129214785E2;7.643830776E0;2.742203064E2;4.013474464E0;3.000000000E0
1.064365520E2;5.105083670E1;1.377608684E1;1.127426172E2;8.098048210E0;2.747527771E2;3.944641352E0;3.000000000E0
1.074365830E2;5.105084557E1;1.377596487E1;1.125766166E2;8.328554153E0;2.750259705E2;4.132403851E0;3.000000000E0
1.084366110E2;5.105085019E1;1.377584573E1;1.125869573E2;8.161929131E0;2.745975342E2;4.021153450E0;3.000000000E0
1.094366240E2;5.105085577E1;1.377572874E1;1.126486837E2;7.910577297E0;2.743890686E2;4.217412949E0;3.000000000E0
1.104366670E2;5.105086106E1;1.377561861E1;1.127529533E2;7.526416779E0;2.726971741E2;4.302223206E0;3.000000000E0
1.114367420E2;5.105086005E1;1.377551672E1;1.128271332E2;7.353065014E0;2.709570618E2;4.030396461E0;3.000000000E0
1.124366880E2;5.105085749E1;1.377541241E1;1.128803467E2;7.189440727E0;2.701600037E2;4.022985458E0;3.000000000E0
1.134367020E2;5.105085518E1;1.377530847E1;1.129798571E2;7.139516830E0;2.701747131E2;3.939650297E0;3.000000000E0
1.144367450E2;5.105085377E1;1.377520180E1;1.129095639E2;7.145527363E0;2.710646973E2;4.483898640E0;3.000000000E0
1.154367350E2;5.105085573E1;1.377509683E1;1.129345002E2;7.133174896E0;2.721878967E2;4.538282871E0;3.000000000E0
1.164367610E2;5.105085858E1;1.377499376E1;1.129922511E2;7.082729340E0;2.717580872E2;4.629059315E0;3.000000000E0
1.174367750E2;5.105085931E1;1.377489097E1;1.132700808E2;7.025024891E0;2.716597595E2;4.437606812E0;3.000000000E0
1.184367800E2;5.105086007E1;1.377479006E1;1.133887513E2;7.098182678E0;2.712630920E2;4.878937721E0;3.000000000E0
1.194368050E2;5.105086191E1;1.377468075E1;1.136582311E2;7.136032104E0;2.711227112E2;4.851249218E0;3.000000000E0
1.204368230E2;5.105086707E1;1.377457735E1;1.141833682E2;7.134147167E0;2.702813416E2;6.287459850E0;3.000000000E0
1.214368750E2;5.105087072E1;1.377447701E1;1.148036403E2;7.032860279E0;2.722781677E2;6.287864685E0;3.000000000E0
1.224369550E2;5.105087403E1;1.377437126E1;1.157376444E2;7.223344326E0;2.736790771E2;6.365518093E0;3.000000000E0
1.234368970E2;5.105087732E1;1.377426564E1;1.159404797E2;7.253423214E0;2.714403381E2;6.365973473E0;3.000000000E0
1.244369090E2;5.105087958E1;1.377415977E1;1.165587690E2;7.073642254E0;2.713141785E2;5.270896435E0;3.000000000E0
1.254369330E2;5.105088040E1;1.377405377E1;1.171710818E2;7.034039974E0;2.715290833E2;5.238492012E0;3.000000000E0
1.264371150E2;5.105087155E1;1.377394661E1;1.169001672E2;7.025269508E0;2.724138489E2;4.014179230E0;3.000000000E0
1.274370060E2;5.105087323E1;1.377384216E1;1.167998975E2;7.113901138E0;2.726177673E2;4.265962124E0;3.000000000E0
1.284369990E2;5.105087288E1;1.377374258E1;1.163896565E2;7.115237713E0;2.728581238E2;4.031369209E0;3.000000000E0
1.294370260E2;5.105087151E1;1.377364257E1;1.162584148E2;7.024160385E0;2.698319092E2;5.273900509E0;3.000000000E0
1.304370310E2;5.105087341E1;1.377352945E1;1.166275561E2;7.163347721E0;2.697252197E2;5.424318790E0;3.000000000E0
1.314370500E2;5.105087615E1;1.377341480E1;1.172470132E2;7.119519711E0;2.712249451E2;5.275101185E0;3.000000000E0
1.324370680E2;5.105088082E1;1.377330778E1;1.168861729E2;7.238578796E0;2.715589294E2;5.275702477E0;3.000000000E0
1.334370930E2;5.105087997E1;1.377320715E1;1.166504799E2;7.251969814E0;2.702168579E2;5.004831314E0;3.000000000E0
1.344373040E2;5.105088118E1;1.377310383E1;1.159350493E2;7.137701511E0;2.703699646E2;5.005416393E0;3.000000000E0
1.354371200E2;5.105087621E1;1.377300539E1;1.153471403E2;6.991106987E0;2.717432251E2;4.014478683E0;3.000000000E0
1.364371640E2;5.105087800E1;1.377290324E1;1.150889962E2;7.010087490E0;2.736483765E2;4.457717896E0;3.000000000E0
1.374371670E2;5.105088057E1;1.377279817E1;1.147028629E2;7.106879711E0;2.712231140E2;4.031882286E0;3.000000000E0
1.384371870E2;5.105087596E1;1.377269687E1;1.140747032E2;7.097266197E0;2.705529480E2;4.031939030E0;3.000000000E0
1.394372010E2;5.105086848E1;1.377259877E1;1.132915636E2;6.954713821E0;2.669428406E2;4.571222782E0;3.000000000E0
1.404372170E2;5.105086426E1;1.377249656E1;1.128911064E2;7.059872627E0;2.685576172E2;4.264881611E0;3.000000000E0
1.414372330E2;5.105086690E1;1.377239477E1;1.126192975E2;7.027377605E0;2.721402893E2;4.264799118E0;3.000000000E0
1.424372580E2;5.105087326E1;1.377229002E1;1.126825766E2;7.018327713E0;2.730018005E2;4.264716148E0;3.000000000E0
1.434372900E2;5.105088017E1;1.377218446E1;1.127324568E2;7.006177902E0;2.748616333E2;3.963858604E0;3.000000000E0
1.444373160E2;5.105088697E1;1.377207975E1;1.128681479E2;6.992612839E0;2.751582947E2;3.989068270E0;3.000000000E0
1.454373240E2;5.105089068E1;1.377197846E1;1.129593909E2;6.944772720E0;2.740696411E2;3.891140938E0;3.000000000E0
1.464373360E2;5.105089054E1;1.377187681E1;1.132027107E2;6.990739346E0;2.723028259E2;4.014842510E0;3.000000000E0
1.474373570E2;5.105089478E1;1.377177116E1;1.130480827E2;6.754363537E0;2.726754456E2;4.042577744E0;3.000000000E0
1.484375650E2;5.105090141E1;1.377166911E1;1.128906128E2;6.885951519E0;2.731716919E2;3.891207933E0;3.000000000E0
1.494374020E2;5.105090509E1;1.377157251E1;1.126773195E2;6.938647747E0;2.724798279E2;4.014941216E0;3.000000000E0
1.504384540E2;5.105091183E1;1.377146440E1;1.127539471E2;7.130128860E0;2.707836609E2;4.014974594E0;3.000000000E0
1.514374370E2;5.105092049E1;1.377135780E1;1.124221969E2;7.100654125E0;2.752387695E2;4.015007019E0;3.000000000E0
1.524374670E2;5.105093188E1;1.377125517E1;1.122267721E2;7.100756168E0;2.804485779E2;3.891297340E0;3.000000000E0
1.534375040E2;5.105094594E1;1.377115369E1;1.121712293E2;7.171897411E0;2.811766052E2;4.015072823E0;3.000000000E0
1.544374890E2;5.105096024E1;1.377105201E1;1.117670487E2;7.274209976E0;2.786897583E2;3.947162390E0;3.000000000E0
1.554375130E2;5.105096989E1;1.377094537E1;1.115712680E2;7.266480446E0;2.784892883E2;4.263635159E0;3.000000000E0
1.564375540E2;5.105097892E1;1.377083993E1;1.115677640E2;7.296792030E0;2.778533936E2;4.032958031E0;3.000000000E0
1.574375840E2;5.105098965E1;1.377073671E1;1.115388847E2;7.262375355E0;2.798949280E2;4.263468742E0;3.000000000E0
1.584376040E2;5.105100171E1;1.377063128E1;1.116800887E2;7.303908348E0;2.799514160E2;4.263385773E0;3.000000000E0
1.594375880E2;5.105101223E1;1.377053023E1;1.116879381E2;7.164742947E0;2.773458252E2;4.033127308E0;3.000000000E0
1.604376170E2;5.105101850E1;1.377042585E1;1.119105473E2;7.185507774E0;2.776332703E2;4.263219357E0;3.000000000E0
1.614377210E2;5.105102264E1;1.377032419E1;1.119645751E2;7.072075367E0;2.783878174E2;4.263136864E0;3.000000000E0
1.624376730E2;5.105102980E1;1.377022510E1;1.119928845E2;7.110952854E0;2.791987915E2;3.964595318E0;3.000000000E0
1.634376730E2;5.105104027E1;1.377012171E1;1.120290551E2;7.131441593E0;2.773770142E2;4.262970924E0;3.000000000E0
1.644377100E2;5.105105000E1;1.377002112E1;1.117369093E2;7.144718170E0;2.761298828E2;4.262887955E0;3.000000000E0
1.654377350E2;5.105106268E1;1.376992115E1;1.114037667E2;6.990638256E0;2.788431702E2;3.847658157E0;3.000000000E0
1.664377380E2;5.105107715E1;1.376981530E1;1.115210698E2;6.848611355E0;2.823497620E2;3.947790623E0;3.000000000E0
1.674377920E2;5.105109315E1;1.376971383E1;1.116721311E2;6.935017109E0;2.835968018E2;3.815767288E0;3.000000000E0
1.684377750E2;5.105110798E1;1.376961256E1;1.117818379E2;7.126153469E0;2.817845154E2;4.137244701E0;3.000000000E0
1.694378040E2;5.105112069E1;1.376951035E1;1.116292104E2;7.307941914E0;2.780921936E2;3.838251114E0;3.000000000E0
1.704378170E2;5.105112944E1;1.376940696E1;1.114709677E2;7.269951344E0;2.775384216E2;3.815876245E0;3.000000000E0
1.714378490E2;5.105113450E1;1.376930400E1;1.116723831E2;7.232752323E0;2.781527710E2;3.847995996E0;3.000000000E0
1.724378840E2;5.105114032E1;1.376920184E1;1.117965180E2;7.167284966E0;2.786030273E2;4.262223244E0;3.000000000E0
1.734378950E2;5.105114857E1;1.376909657E1;1.119100168E2;7.088816166E0;2.781182861E2;4.262140274E0;3.000000000E0
1.744379230E2;5.105115889E1;1.376899579E1;1.118924893E2;7.082183361E0;2.796653748E2;4.262057304E0;3.000000000E0
1.754379190E2;5.105117277E1;1.376889429E1;1.119957917E2;7.199285984E0;2.812276611E2;4.261974335E0;3.000000000E0
1.764380000E2;5.105118456E1;1.376879205E1;1.121863429E2;7.219142437E0;2.799866333E2;4.261890411E0;3.000000000E0
1.774379760E2;5.105119490E1;1.376868824E1;1.121382798E2;7.213417530E0;2.790794678E2;4.015848637E0;3.000000000E0
1.784379880E2;5.105120737E1;1.376858322E1;1.120989608E2;7.336706161E0;2.790109863E2;4.261724472E0;3.000000000E0
1.794380100E2;5.105121970E1;1.376847875E1;1.120007058E2;7.458549023E0;2.791282349E2;4.261641502E0;3.000000000E0
1.804380170E2;5.105123130E1;1.376837101E1;1.118411541E2;7.404582024E0;2.797100525E2;4.034303665E0;3.000000000E0
1.814380480E2;5.105124648E1;1.376826591E1;1.116657531E2;7.298294544E0;2.802643127E2;4.261475563E0;3.000000000E0
1.824380560E2;5.105125736E1;1.376817090E1;1.115406892E2;7.250432968E0;2.810944214E2;4.261393070E0;3.000000000E0
1.834380730E2;5.105126585E1;1.376806155E1;1.120256343E2;7.303751469E0;2.805167847E2;4.261309624E0;3.000000000E0
1.844381210E2;5.105127440E1;1.376795545E1;1.121985588E2;7.401484489E0;2.778162231E2;3.967550039E0;3.000000000E0
1.854381220E2;5.105128325E1;1.376785451E1;1.121266200E2;7.369135857E0;2.767938538E2;3.848786592E0;3.000000000E0
1.864381700E2;5.105129227E1;1.376774985E1;1.122701602E2;7.199839115E0;2.789473877E2;3.965512753E0;3.000000000E0
1.874381550E2;5.105130628E1;1.376764605E1;1.121048044E2;7.238974094E0;2.792305908E2;4.260977745E0;3.000000000E0
1.884382000E2;5.105131799E1;1.376754268E1;1.121824232E2;7.264152527E0;2.801507263E2;3.943947554E0;3.000000000E0
1.894381990E2;5.105132798E1;1.376743688E1;1.122378192E2;7.247241497E0;2.792001343E2;3.849012613E0;3.000000000E0
1.904382350E2;5.105133722E1;1.376733004E1;1.122134342E2;7.370862961E0;2.783799438E2;4.034860611E0;3.000000000E0
1.914382770E2;5.105134181E1;1.376722615E1;1.125492531E2;7.443053722E0;2.775191956E2;3.949098349E0;3.000000000E0
1.924382860E2;5.105135290E1;1.376712216E1;1.125127462E2;7.356970787E0;2.783760071E2;4.260563374E0;3.000000000E0
1.934383210E2;5.105136852E1;1.376702207E1;1.121521899E2;7.071203232E0;2.809658813E2;4.016358376E0;3.000000000E0
1.944383270E2;5.105138426E1;1.376692437E1;1.120179584E2;7.101973057E0;2.825023193E2;4.027094841E0;3.000000000E0
1.954383260E2;5.105139407E1;1.376682386E1;1.121358545E2;7.120810032E0;2.793546448E2;4.027144432E0;3.000000000E0
1.964383550E2;5.105140144E1;1.376671932E1;1.122430628E2;7.253376961E0;2.772958679E2;3.852971554E0;3.000000000E0
1.974383740E2;5.105140622E1;1.376661092E1;1.123723600E2;7.321907997E0;2.784181519E2;4.260148525E0;3.000000000E0
1.984383950E2;5.105141791E1;1.376650074E1;1.122630869E2;7.132380009E0;2.792210693E2;4.035305023E0;3.000000000E0
1.994385800E2;5.105142883E1;1.376639714E1;1.123835094E2;7.094158649E0;2.788340759E2;4.259983063E0;3.000000000E0
2.004384400E2;5.105143938E1;1.376629417E1;1.123004710E2;7.137422562E0;2.778729248E2;3.966042519E0;3.000000000E0
2.014384650E2;5.105144782E1;1.376619161E1;1.122615201E2;7.063731670E0;2.788617554E2;4.027435780E0;3.000000000E0
2.024384640E2;5.105145787E1;1.376609236E1;1.123670700E2;7.055422783E0;2.800332336E2;4.016642570E0;3.000000000E0
2.034385140E2;5.105146603E1;1.376599480E1;1.126191164E2;7.115601540E0;2.800333252E2;4.017422676E0;3.000000000E0
2.044385160E2;5.105147760E1;1.376589367E1;1.127494080E2;7.252495766E0;2.795578918E2;3.949778318E0;3.000000000E0
2.054385390E2;5.105148764E1;1.376579052E1;1.127907302E2;7.204967976E0;2.786604004E2;3.949830770E0;3.000000000E0
2.064385960E2;5.105149916E1;1.376568285E1;1.125912562E2;7.080267906E0;2.786092834E2;4.025836468E0;3.000000000E0
2.074385980E2;5.105151076E1;1.376558304E1;1.124572241E2;7.207761765E0;2.780902405E2;3.853421450E0;3.000000000E0
2.084385930E2;5.105152197E1;1.376547873E1;1.125683730E2;7.071470261E0;2.791784973E2;4.027774811E0;3.000000000E0
2.094386310E2;5.105153232E1;1.376537851E1;1.123792226E2;6.922554970E0;2.804101257E2;3.957751274E0;3.000000000E0
2.104386450E2;5.105154444E1;1.376527975E1;1.123180296E2;7.001054764E0;2.800064392E2;3.945187092E0;3.000000000E0
2.114386910E2;5.105155519E1;1.376518019E1;1.122890853E2;7.064903259E0;2.775839844E2;4.228838921E0;3.000000000E0
2.124386640E2;5.105156187E1;1.376507874E1;1.122031257E2;7.261155605E0;2.776840820E2;4.228922844E0;3.000000000E0
2.134386840E2;5.105156756E1;1.376497969E1;1.119398003E2;7.225165367E0;2.789463806E2;4.226507664E0;3.000000000E0
2.144387210E2;5.105158073E1;1.376488087E1;1.118393825E2;7.080479145E0;2.803571777E2;4.226593494E0;3.000000000E0
2.154387410E2;5.105159741E1;1.376477919E1;1.113240758E2;7.137420654E0;2.790907898E2;3.945467710E0;3.000000000E0
2.164387930E2;5.105161107E1;1.376467540E1;1.110971994E2;7.172308922E0;2.797105103E2;4.028160572E0;3.000000000E0
2.174387870E2;5.105162070E1;1.376457478E1;1.112483413E2;7.242552280E0;2.795416565E2;4.028208733E0;3.000000000E0
2.184388270E2;5.105162970E1;1.376447504E1;1.110758623E2;7.137131214E0;2.785121460E2;3.966718674E0;3.000000000E0
2.194388150E2;5.105163793E1;1.376437157E1;1.110668427E2;7.147387505E0;2.785561523E2;4.026443481E0;3.000000000E0
2.204388750E2;5.105164827E1;1.376426581E1;1.109300939E2;7.056196213E0;2.790716858E2;3.958083153E0;3.000000000E0
2.214389010E2;5.105166039E1;1.376416378E1;1.110085026E2;7.074509621E0;2.799770813E2;4.028400898E0;3.000000000E0
2.224388760E2;5.105167000E1;1.376406479E1;1.109766571E2;7.117615700E0;2.798060608E2;4.028448582E0;3.000000000E0
2.234389060E2;5.105167746E1;1.376396360E1;1.111581359E2;7.185847759E0;2.781508789E2;4.011879921E0;3.000000000E0
2.244389200E2;5.105168429E1;1.376385678E1;1.115394570E2;7.091683865E0;2.811910706E2;4.172414780E0;3.000000000E0
2.254389710E2;5.105169441E1;1.376375382E1;1.118263969E2;7.089956760E0;2.804351501E2;4.028592110E0;3.000000000E0
2.264389550E2;5.105170367E1;1.376365106E1;1.119594030E2;7.095140934E0;2.787148743E2;4.026769638E0;3.000000000E0
2.274389900E2;5.105171216E1;1.376354872E1;1.119990520E2;7.215056419E0;2.802003784E2;4.028687477E0;3.000000000E0
2.284391020E2;5.105172477E1;1.376344768E1;1.122045755E2;7.227306366E0;2.817476196E2;3.892953157E0;3.000000000E0
2.294390280E2;5.105174040E1;1.376334278E1;1.123139867E2;7.052828312E0;2.791005859E2;4.125781536E0;3.000000000E0
2.304391010E2;5.105175916E1;1.376323153E1;1.118212680E2;7.045898914E0;2.766251831E2;4.125840664E0;3.000000000E0
2.314390590E2;5.105176951E1;1.376312926E1;1.116250332E2;7.177676201E0;2.764356689E2;3.902254105E0;3.000000000E0
2.324390930E2;5.105177735E1;1.376302960E1;1.114263698E2;7.183636665E0;2.761115112E2;4.568755627E0;3.000000000E0
2.334391000E2;5.105178407E1;1.376292678E1;1.113155889E2;7.132560253E0;2.777900696E2;3.958468676E0;3.000000000E0
2.344391500E2;5.105179136E1;1.376283051E1;1.109851751E2;7.055521488E0;2.778045654E2;3.854516506E0;3.000000000E0
2.354391730E2;5.105179828E1;1.376272976E1;1.108809118E2;6.949031353E0;2.764927368E2;3.854556561E0;3.000000000E0
2.364392000E2;5.105180436E1;1.376263156E1;1.109510081E2;6.914788246E0;2.768410339E2;3.854596853E0;3.000000000E0
2.374391860E2;5.105181111E1;1.376253498E1;1.112358832E2;6.951421261E0;2.744341736E2;4.037453175E0;3.000000000E0
2.384392040E2;5.105181218E1;1.376242932E1;1.115412116E2;7.010674953E0;2.736867065E2;4.256759167E0;3.000000000E0
2.394392440E2;5.105181197E1;1.376232505E1;1.114300454E2;6.832983017E0;2.744973755E2;4.029258728E0;3.000000000E0
2.404392790E2;5.105182012E1;1.376222562E1;1.114347673E2;6.896986008E0;2.791453247E2;4.029306412E0;3.000000000E0
2.414392830E2;5.105183849E1;1.376213033E1;1.117474703E2;6.906438828E0;2.839889526E2;5.102251053E0;3.000000000E0
2.424392970E2;5.105186069E1;1.376203819E1;1.123659877E2;6.877809048E0;2.891555786E2;5.141334057E0;3.000000000E0
2.434393180E2;5.105188485E1;1.376194327E1;1.129285291E2;6.817371368E0;2.886152039E2;5.251934052E0;3.000000000E0
2.444393670E2;5.105190971E1;1.376184474E1;1.130973496E2;6.838372231E0;2.874634705E2;5.252571583E0;3.000000000E0
2.454393830E2;5.105193240E1;1.376174597E1;1.131850403E2;6.883517265E0;2.936284790E2;4.020509720E0;3.000000000E0
2.464393990E2;5.105196871E1;1.376165423E1;1.129516723E2;6.734151363E0;3.005398865E2;4.229351044E0;3.000000000E0
2.474394010E2;5.105199711E1;1.376157374E1;1.125868405E2;6.411533356E0;2.918605957E2;4.229436874E0;3.000000000E0
2.484394290E2;5.105201215E1;1.376149012E1;1.120973251E2;6.425151825E0;2.724853516E2;4.309724331E0;3.000000000E0
2.494394620E2;5.105200545E1;1.376140529E1;1.113526747E2;6.555967808E0;2.646230164E2;5.944174767E0;3.000000000E0
