"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.629485050E-1,1.657104492E-2,2.595977783E-1,-1.600646973E-2
5.679839050E-1,1.739501953E-2,2.428283691E-1,-1.683044434E-2
5.730193050E-1,1.766967773E-2,2.274169922E-1,-1.683044434E-2
5.780547060E-1,1.815795898E-2,2.108917236E-1,-1.623535156E-2
5.830901060E-1,1.707458496E-2,1.929779053E-1,-1.469421387E-2
5.881255060E-1,1.632690430E-2,1.738433838E-1,-1.403808594E-2
5.931609070E-1,1.632690430E-2,1.551208496E-1,-1.222229004E-2
5.981963070E-1,1.597595215E-2,1.356658936E-1,-1.148986816E-2
6.032317080E-1,1.525878906E-2,1.165618896E-1,-1.112365723E-2
6.082671080E-1,1.487731934E-2,9.780883789E-2,-1.004028320E-2
6.133025080E-1,1.419067383E-2,7.838439941E-2,-9.353637695E-3
6.183379090E-1,1.419067383E-2,5.860900879E-2,-8.956909180E-3
6.233733090E-1,1.458740234E-2,3.807067871E-2,-7.873535156E-3
6.284087100E-1,1.483154297E-2,1.747131348E-2,-6.790161133E-3
6.334441100E-1,1.461791992E-2,-2.700805664E-3,-5.264282227E-3
6.384795100E-1,1.525878906E-2,-2.262878418E-2,-3.555297852E-3
6.435149110E-1,1.478576660E-2,-4.264831543E-2,-2.944946289E-3
6.485503110E-1,1.370239258E-2,-6.114196777E-2,-2.456665039E-3
6.535857120E-1,1.312255859E-2,-7.992553711E-2,-8.850097656E-4
6.586211120E-1,1.312255859E-2,-9.996032715E-2,2.593994141E-4
6.636565120E-1,1.362609863E-2,-1.194152832E-1,2.593994141E-4
6.686919130E-1,1.419067383E-2,-1.383056641E-1,7.934570312E-4
6.737273130E-1,1.419067383E-2,-1.577606201E-1,2.593994141E-4
6.787627140E-1,1.307678223E-2,-1.772003174E-1,3.051757812E-4
6.837981140E-1,1.205444336E-2,-1.955718994E-1,2.456665039E-3
6.888335140E-1,1.205444336E-2,-2.122802734E-1,2.883911133E-3
6.938689150E-1,1.145935059E-2,-2.285919189E-1,3.585815430E-3
6.989043150E-1,1.158142090E-2,-2.452392578E-1,4.531860352E-3
7.039397150E-1,1.205444336E-2,-2.626953125E-1,3.921508789E-3
7.089751160E-1,1.141357422E-2,-2.791900635E-1,4.730224609E-3
7.140105160E-1,9.689331055E-3,-2.936859131E-1,6.896972656E-3
7.190459170E-1,8.850097656E-3,-3.084411621E-1,7.736206055E-3
7.240813170E-1,8.178710938E-3,-3.228912354E-1,9.078979492E-3
7.291167170E-1,7.095336914E-3,-3.362274170E-1,9.872436523E-3
7.341521180E-1,6.713867188E-3,-3.485107422E-1,9.185791016E-3
7.391875180E-1,7.415771484E-3,-3.604125977E-1,9.521484375E-3
7.442229190E-1,7.781982422E-3,-3.715820312E-1,1.060485840E-2
7.492583190E-1,7.034301758E-3,-3.831787109E-1,1.094055176E-2
7.542937190E-1,6.713867188E-3,-3.927917480E-1,1.094055176E-2
7.593291200E-1,6.713867188E-3,-4.014282227E-1,1.094055176E-2
7.643645200E-1,5.157470703E-3,-4.093017578E-1,1.171875000E-2
7.693999210E-1,3.784179688E-3,-4.160919189E-1,1.200866699E-2
7.744353210E-1,4.302978516E-3,-4.225769043E-1,1.361083984E-2
7.794707210E-1,2.944946289E-3,-4.282531738E-1,1.252746582E-2
7.845061220E-1,3.265380859E-3,-4.328308105E-1,1.118469238E-2
7.895415220E-1,3.509521484E-3,-4.371490479E-1,1.261901855E-2
7.945769230E-1,3.509521484E-3,-4.406280518E-1,1.307678223E-2
7.996123230E-1,2.639770508E-3,-4.412689209E-1,1.307678223E-2
8.046477230E-1,6.713867188E-4,-4.421539307E-1,1.396179199E-2
8.096831240E-1,-5.950927734E-4,-4.432373047E-1,1.325988770E-2
8.147185240E-1,1.373291016E-4,-4.425048828E-1,1.307678223E-2
8.197539240E-1,3.051757812E-4,-4.414215088E-1,1.124572754E-2
8.247893250E-1,3.051757812E-4,-4.394531250E-1,1.094055176E-2
8.298247250E-1,3.051757812E-4,-4.353942871E-1,1.281738281E-2
8.348601260E-1,-6.561279297E-4,-4.310607910E-1,1.307678223E-2
8.398955260E-1,-7.629394531E-4,-4.247741699E-1,1.113891602E-2
8.449309260E-1,-1.754760742E-3,-4.192962646E-1,1.193237305E-2
8.499663270E-1,-1.831054688E-3,-4.129028320E-1,1.103210449E-2
8.550017270E-1,-1.831054688E-3,-4.054260254E-1,1.094055176E-2
8.600371280E-1,-2.853393555E-3,-3.978576660E-1,8.911132812E-3
8.650725280E-1,-4.959106445E-3,-3.882293701E-1,7.781982422E-3
8.701079280E-1,-5.035400391E-3,-3.784942627E-1,6.698608398E-3
8.751433290E-1,-3.982543945E-3,-3.677062988E-1,6.668090820E-3
8.801787290E-1,-6.103515625E-3,-3.558197021E-1,5.599975586E-3
8.852141300E-1,-7.156372070E-3,-3.428497314E-1,7.736206055E-3
8.902495300E-1,-5.065917969E-3,-3.298797607E-1,7.720947266E-3
8.952849300E-1,-6.103515625E-3,-3.168640137E-1,6.637573242E-3
9.003203310E-1,-6.103515625E-3,-3.028106689E-1,5.554199219E-3
9.053557310E-1,-6.179809570E-3,-2.886810303E-1,4.608154297E-3
9.103911310E-1,-7.095336914E-3,-2.735595703E-1,5.599975586E-3
9.154265320E-1,-6.195068359E-3,-2.583312988E-1,5.523681641E-3
9.204619320E-1,-7.171630859E-3,-2.411346436E-1,4.440307617E-3
9.254973330E-1,-7.171630859E-3,-2.246856689E-1,3.356933594E-3
9.305327330E-1,-7.308959961E-3,-2.063446045E-1,2.395629883E-3
9.355681330E-1,-8.392333984E-3,-1.891326904E-1,2.395629883E-3
9.406035340E-1,-9.307861328E-3,-1.718292236E-1,2.105712891E-3
9.456389340E-1,-9.307861328E-3,-1.543731689E-1,2.593994141E-4
9.506743350E-1,-9.490966797E-3,-1.358184814E-1,9.155273438E-5
9.557097350E-1,-1.037597656E-2,-1.163482666E-1,-1.174926758E-3
9.607451350E-1,-1.037597656E-2,-9.648132324E-2,-3.143310547E-3
9.657805360E-1,-1.037597656E-2,-7.551574707E-2,-4.013061523E-3
9.708159360E-1,-1.084899902E-2,-5.667114258E-2,-4.470825195E-3
9.758513370E-1,-1.228332520E-2,-3.660583496E-2,-6.149291992E-3
9.808867370E-1,-1.094055176E-2,-1.771545410E-2,-6.652832031E-3
9.859221370E-1,-9.857177734E-3,2.548217773E-3,-8.285522461E-3
9.909575380E-1,-1.144409180E-2,2.201843262E-2,-7.995605469E-3
9.959929380E-1,-1.144409180E-2,4.118347168E-2,-7.217407227E-3
1.001028339E0,-1.176452637E-2,6.048583984E-2,-7.827758789E-3
1.006063739E0,-1.251220703E-2,8.114624023E-2,-9.674072266E-3
1.011099139E0,-1.284790039E-2,9.982299805E-2,-1.042175293E-2
1.016134540E0,-1.358032227E-2,1.188964844E-1,-1.109313965E-2
1.021169940E0,-1.322937012E-2,1.369628906E-1,-1.290893555E-2
1.026205340E0,-1.251220703E-2,1.549224854E-1,-1.472473145E-2
1.031240741E0,-1.289367676E-2,1.736297607E-1,-1.683044434E-2
1.036276141E0,-1.358032227E-2,1.917114258E-1,-1.683044434E-2
1.041311542E0,-1.277160645E-2,2.103576660E-1,-1.683044434E-2
1.046346942E0,-1.271057129E-2,2.268676758E-1,-1.724243164E-2
1.051382342E0,-1.422119141E-2,2.428894043E-1,-1.789855957E-2
1.056417743E0,-1.358032227E-2,2.596893311E-1,-1.834106445E-2
1.061453143E0,-1.312255859E-2,2.749786377E-1,-1.896667480E-2
1.066488544E0,-1.298522949E-2,2.895050049E-1,-1.942443848E-2
1.071523944E0,-1.310729980E-2,3.041687012E-1,-2.003479004E-2
1.076559344E0,-1.202392578E-2,3.182220459E-1,-1.953125000E-2
1.081594745E0,-1.144409180E-2,3.322753906E-1,-1.947021484E-2
1.086630145E0,-1.144409180E-2,3.452758789E-1,-2.003479004E-2
1.091665546E0,-1.091003418E-2,3.566436768E-1,-2.003479004E-2
1.096700946E0,-9.826660156E-3,3.668975830E-1,-2.058410645E-2
1.101736346E0,-9.307861328E-3,3.766326904E-1,-2.165222168E-2
1.106771747E0,-9.307861328E-3,3.857879639E-1,-2.273559570E-2
1.111807147E0,-9.307861328E-3,3.950195312E-1,-2.323913574E-2
1.116842548E0,-9.918212891E-3,4.035491943E-1,-2.383422852E-2
1.121877948E0,-9.765625000E-3,4.110870361E-1,-2.368164062E-2
1.126913348E0,-9.933471680E-3,4.167480469E-1,-2.384948730E-2
1.131948749E0,-1.037597656E-2,4.217071533E-1,-2.493286133E-2
1.136984149E0,-1.103210449E-2,4.252014160E-1,-2.537536621E-2
1.142019549E0,-1.078796387E-2,4.286956787E-1,-2.470397949E-2
1.147054950E0,-1.037597656E-2,4.323272705E-1,-2.430725098E-2
1.152090350E0,-1.107788086E-2,4.342041016E-1,-2.430725098E-2
1.157125751E0,-1.144409180E-2,4.352722168E-1,-2.430725098E-2
1.162161151E0,-1.002502441E-2,4.349365234E-1,-2.500915527E-2
1.167196551E0,-8.590698242E-3,4.345855713E-1,-2.464294434E-2
1.172231952E0,-8.987426758E-3,4.330902100E-1,-2.355957031E-2
1.177267352E0,-9.307861328E-3,4.301757812E-1,-2.398681641E-2
1.182302753E0,-1.084899902E-2,4.269409180E-1,-2.352905273E-2
1.187338153E0,-1.144409180E-2,4.221343994E-1,-2.244567871E-2
1.192373553E0,-1.144409180E-2,4.159393311E-1,-2.294921875E-2
1.197408954E0,-1.065063477E-2,4.102478027E-1,-2.403259277E-2
1.202444354E0,-1.119995117E-2,4.040222168E-1,-2.348327637E-2
1.207479755E0,-1.144409180E-2,3.958740234E-1,-2.239990234E-2
1.212515155E0,-1.229858398E-2,3.872222900E-1,-2.217102051E-2
1.217550555E0,-1.251220703E-2,3.777160645E-1,-2.130126953E-2
1.222585956E0,-1.165771484E-2,3.671722412E-1,-2.110290527E-2
1.227621356E0,-1.232910156E-2,3.563079834E-1,-1.933288574E-2
1.232656756E0,-1.341247559E-2,3.437652588E-1,-1.896667480E-2
1.237692157E0,-1.358032227E-2,3.317108154E-1,-1.805114746E-2
1.242727557E0,-1.358032227E-2,3.198089600E-1,-1.789855957E-2
1.247762958E0,-1.358032227E-2,3.060607910E-1,-1.789855957E-2
1.252798358E0,-1.358032227E-2,2.920074463E-1,-1.882934570E-2
1.257833758E0,-1.358032227E-2,2.759399414E-1,-1.799011230E-2
1.262869159E0,-1.358032227E-2,2.598114014E-1,-1.498413086E-2
1.267904559E0,-1.554870605E-2,2.445831299E-1,-1.370239258E-2
1.272939960E0,-1.672363281E-2,2.294464111E-1,-1.362609863E-2
1.277975360E0,-1.477050781E-2,2.122802734E-1,-1.463317871E-2
1.283010760E0,-1.261901855E-2,1.929473877E-1,-1.367187500E-2
1.288046161E0,-1.354980469E-2,1.765899658E-1,-1.258850098E-2
1.293081561E0,-1.568603516E-2,1.582641602E-1,-1.150512695E-2
1.298116962E0,-1.466369629E-2,1.420135498E-1,-8.300781250E-3
1.303152362E0,-1.464843750E-2,1.225585938E-1,-9.338378906E-3
1.308187762E0,-1.464843750E-2,1.020355225E-1,-8.255004883E-3
1.313223163E0,-1.464843750E-2,8.271789551E-2,-7.156372070E-3
1.318258563E0,-1.469421387E-2,6.414794922E-2,-5.081176758E-3
1.323293964E0,-1.567077637E-2,4.371643066E-2,-4.974365234E-3
1.328329364E0,-1.464843750E-2,2.331542969E-2,-2.807617188E-3
1.333364764E0,-1.457214355E-2,5.004882812E-3,-8.087158203E-4
1.338400165E0,-1.358032227E-2,-1.266479492E-2,-7.019042969E-4
1.343435565E0,-1.368713379E-2,-3.428649902E-2,3.662109375E-4
1.348470965E0,-1.429748535E-2,-5.555725098E-2,1.327514648E-3
1.353506366E0,-1.158142090E-2,-7.394409180E-2,1.464843750E-3
1.358541766E0,-1.237487793E-2,-9.246826172E-2,2.685546875E-3
1.363577167E0,-1.144409180E-2,-1.117706299E-1,4.699707031E-3
1.368612567E0,-1.162719727E-2,-1.303100586E-1,5.783081055E-3
1.373647967E0,-1.232910156E-2,-1.495971680E-1,6.668090820E-3
1.378683368E0,-1.164245605E-2,-1.679840088E-1,6.668090820E-3
1.383718768E0,-1.251220703E-2,-1.859436035E-1,6.668090820E-3
1.388754169E0,-1.206970215E-2,-2.021636963E-1,6.896972656E-3
1.393789569E0,-1.014709473E-2,-2.186126709E-1,7.736206055E-3
1.398824969E0,-9.567260742E-3,-2.353973389E-1,8.239746094E-3
1.403860370E0,-1.037597656E-2,-2.509918213E-1,9.872436523E-3
1.408895770E0,-1.037597656E-2,-2.677917480E-1,9.872436523E-3
1.413931171E0,-1.010131836E-2,-2.831420898E-1,1.043701172E-2
1.418966571E0,-9.307861328E-3,-2.981872559E-1,1.231384277E-2
1.424001971E0,-9.002685547E-3,-3.106994629E-1,1.277160645E-2
1.429037372E0,-8.239746094E-3,-3.247070312E-1,1.232910156E-2
1.434072772E0,-7.919311523E-3,-3.377227783E-1,1.341247559E-2
1.439108173E0,-7.171630859E-3,-3.489685059E-1,1.449584961E-2
1.444143573E0,-6.454467773E-3,-3.601379395E-1,1.521301270E-2
1.449178973E0,-5.783081055E-3,-3.702392578E-1,1.559448242E-2
1.454214374E0,-6.790161133E-3,-3.806762695E-1,1.705932617E-2
1.459249774E0,-6.103515625E-3,-3.896026611E-1,1.802062988E-2
1.464285174E0,-6.530761719E-3,-3.967590332E-1,1.693725586E-2
1.469320575E0,-5.905151367E-3,-4.036560059E-1,1.628112793E-2
1.474355975E0,-4.409790039E-3,-4.111938477E-1,1.672363281E-2
1.479391376E0,-4.592895508E-3,-4.178771973E-1,1.824951172E-2
1.484426776E0,-5.355834961E-3,-4.223632812E-1,1.902770996E-2
1.489462176E0,-6.240844727E-3,-4.265441895E-1,1.841735840E-2
1.494497577E0,-4.074096680E-3,-4.304962158E-1,1.890563965E-2
1.499532977E0,-3.402709961E-3,-4.321594238E-1,1.948547363E-2
1.504568378E0,-3.463745117E-3,-4.332427979E-1,2.000427246E-2
1.509603778E0,-3.433227539E-3,-4.343261719E-1,2.055358887E-2
1.514639178E0,-2.899169922E-3,-4.343261719E-1,1.948547363E-2
1.519674579E0,-2.395629883E-3,-4.326934814E-1,1.786804199E-2
1.524709979E0,-2.349853516E-3,-4.299774170E-1,1.734924316E-2
1.529745380E0,-1.266479492E-3,-4.278869629E-1,1.792907715E-2
1.534780780E0,-7.629394531E-4,-4.244537354E-1,1.841735840E-2
1.539816180E0,-1.678466797E-4,-4.190521240E-1,1.902770996E-2
1.544851581E0,3.051757812E-4,-4.130096436E-1,1.887512207E-2
1.549886981E0,-3.356933594E-4,-4.071502686E-1,1.779174805E-2
1.554922381E0,-7.629394531E-4,-4.004669189E-1,1.606750488E-2
1.559957782E0,-7.629394531E-4,-3.922729492E-1,1.652526855E-2
1.564993182E0,-1.068115234E-4,-3.836517334E-1,1.734924316E-2
1.570028583E0,3.051757812E-4,-3.743133545E-1,1.734924316E-2
1.575063983E0,9.918212891E-4,-3.632049561E-1,1.666259766E-2
1.580099383E0,1.373291016E-3,-3.520202637E-1,1.489257812E-2
1.585134784E0,2.090454102E-3,-3.390045166E-1,1.342773438E-2
1.590170184E0,2.441406250E-3,-3.242492676E-1,1.235961914E-2
1.595205585E0,3.173828125E-3,-3.113708496E-1,1.127624512E-2
1.600240985E0,2.746582031E-3,-2.987213135E-1,1.170349121E-2
1.605276385E0,3.204345703E-3,-2.834472656E-1,1.200866699E-2
1.610311786E0,2.716064453E-3,-2.672271729E-1,1.045227051E-2
1.615347186E0,4.013061523E-3,-2.525939941E-1,9.872436523E-3
1.620382587E0,3.768920898E-3,-2.353210449E-1,9.078979492E-3
1.625417987E0,4.318237305E-3,-2.185668945E-1,8.804321289E-3
1.630453387E0,6.240844727E-3,-2.023468018E-1,7.141113281E-3
1.635488788E0,7.553100586E-3,-1.852874756E-1,5.828857422E-3
1.640524188E0,8.636474609E-3,-1.671295166E-1,4.745483398E-3
1.645559589E0,9.719848633E-3,-1.478729248E-1,3.662109375E-3
1.650594989E0,9.918212891E-3,-1.293945312E-1,2.593994141E-3
1.655630389E0,9.918212891E-3,-1.100463867E-1,2.395629883E-3
1.660665790E0,9.918212891E-3,-9.066772461E-2,2.395629883E-3
1.665701190E0,1.174926758E-2,-7.121276855E-2,5.645751953E-4
1.670736590E0,1.112365723E-2,-5.268859863E-2,-6.561279297E-4
1.675771991E0,1.098632812E-2,-3.335571289E-2,-8.087158203E-4
1.680807391E0,1.289367676E-2,-1.199340820E-2,-8.087158203E-4
1.685842792E0,1.408386230E-2,6.729125977E-3,-8.087158203E-4
1.690878192E0,1.319885254E-2,2.706909180E-2,-2.761840820E-3
1.695913592E0,1.312255859E-2,4.463195801E-2,-2.944946289E-3
1.700948993E0,1.412963867E-2,6.596374512E-2,-4.959106445E-3
1.705984393E0,1.419067383E-2,8.656311035E-2,-6.088256836E-3
1.711019794E0,1.521301270E-2,1.050415039E-1,-7.171630859E-3
1.716055194E0,1.420593262E-2,1.244659424E-1,-7.217407227E-3
1.721090594E0,1.419067383E-2,1.428680420E-1,-7.217407227E-3
1.726125995E0,1.632690430E-2,1.612396240E-1,-9.353637695E-3
1.731161395E0,1.632690430E-2,1.785278320E-1,-1.150512695E-2
1.736196796E0,1.634216309E-2,1.945953369E-1,-1.257324219E-2
1.741232196E0,1.733398438E-2,2.132415771E-1,-1.356506348E-2
1.746267596E0,1.620483398E-2,2.325134277E-1,-1.255798340E-2
1.751302997E0,1.432800293E-2,2.485961914E-1,-1.255798340E-2
1.756338397E0,1.632690430E-2,2.627258301E-1,-1.272583008E-2
1.761373798E0,1.632690430E-2,2.776031494E-1,-1.478576660E-2
1.766409198E0,1.632690430E-2,2.907562256E-1,-1.586914062E-2
1.771444598E0,1.632690430E-2,3.048553467E-1,-1.683044434E-2
1.776479999E0,1.632690430E-2,3.197326660E-1,-1.683044434E-2
1.781515399E0,1.646423340E-2,3.324127197E-1,-1.696777344E-2
1.786550799E0,1.722717285E-2,3.433837891E-1,-1.805114746E-2
1.791586200E0,1.649475098E-2,3.551025391E-1,-1.896667480E-2
1.796621600E0,1.701354980E-2,3.659210205E-1,-1.896667480E-2
1.801657001E0,1.544189453E-2,3.765258789E-1,-1.954650879E-2
1.806692401E0,1.632690430E-2,3.860473633E-1,-2.217102051E-2
1.811727801E0,1.632690430E-2,3.940429688E-1,-2.217102051E-2
1.816763202E0,1.632690430E-2,3.996734619E-1,-2.217102051E-2
1.821798602E0,1.606750488E-2,4.059143066E-1,-2.265930176E-2
1.826834003E0,1.525878906E-2,4.115905762E-1,-2.430725098E-2
1.831869403E0,1.553344727E-2,4.172515869E-1,-2.430725098E-2
1.836904803E0,1.632690430E-2,4.207763672E-1,-2.430725098E-2
1.841940204E0,1.632690430E-2,4.248046875E-1,-2.430725098E-2
1.846975604E0,1.600646973E-2,4.271087646E-1,-2.461242676E-2
1.852011005E0,1.557922363E-2,4.274291992E-1,-2.471923828E-2
1.857046405E0,1.597595215E-2,4.281768799E-1,-2.357482910E-2
1.862081805E0,1.525878906E-2,4.274749756E-1,-2.430725098E-2
1.867117206E0,1.525878906E-2,4.256744385E-1,-2.394104004E-2
1.872152606E0,1.525878906E-2,4.238433838E-1,-2.285766602E-2
1.877188006E0,1.486206055E-2,4.209899902E-1,-2.255249023E-2
1.882223407E0,1.458740234E-2,4.176330566E-1,-2.363586426E-2
1.887258807E0,1.567077637E-2,4.122161865E-1,-2.346801758E-2
1.892294208E0,1.547241211E-2,4.068145752E-1,-2.217102051E-2
1.897329608E0,1.419067383E-2,4.005279541E-1,-2.259826660E-2
1.902365008E0,1.419067383E-2,3.934173584E-1,-2.323913574E-2
1.907400409E0,1.510620117E-2,3.855285645E-1,-2.230834961E-2
1.912435809E0,1.632690430E-2,3.757934570E-1,-2.110290527E-2
1.917471210E0,1.632690430E-2,3.655700684E-1,-2.110290527E-2
1.922506610E0,1.632690430E-2,3.547668457E-1,-2.058410645E-2
1.927542010E0,1.683044434E-2,3.439788818E-1,-2.003479004E-2
1.932577411E0,1.686096191E-2,3.321228027E-1,-2.055358887E-2
1.937612811E0,1.686096191E-2,3.186035156E-1,-2.110290527E-2
1.942648212E0,1.739501953E-2,3.045501709E-1,-2.053833008E-2
1.947683612E0,1.739501953E-2,2.910614014E-1,-1.945495605E-2
1.952719012E0,1.739501953E-2,2.775421143E-1,-1.780700684E-2
1.957754413E0,1.797485352E-2,2.617187500E-1,-1.741027832E-2
1.962789813E0,1.724243164E-2,2.456207275E-1,-1.728820801E-2
1.967825214E0,1.693725586E-2,2.298736572E-1,-1.744079590E-2
1.972860614E0,1.802062988E-2,2.129669189E-1,-1.725769043E-2
1.977896014E0,1.846313477E-2,1.963348389E-1,-1.553344727E-2
1.982931415E0,1.846313477E-2,1.781768799E-1,-1.403808594E-2
1.987966815E0,1.911926270E-2,1.593933105E-1,-1.362609863E-2
1.993002215E0,1.953125000E-2,1.410064697E-1,-1.293945312E-2
1.998037616E0,2.021789551E-2,1.226348877E-1,-1.115417480E-2
2.003073016E0,1.988220215E-2,1.042480469E-1,-1.042175293E-2
2.008108417E0,1.879882812E-2,8.586120605E-2,-8.972167969E-3
2.013143817E0,1.918029785E-2,6.683349609E-2,-8.285522461E-3
2.018179217E0,1.953125000E-2,4.815673828E-2,-9.017944336E-3
2.023214618E0,1.953125000E-2,2.825927734E-2,-8.590698242E-3
2.028250018E0,1.875305176E-2,9.246826172E-3,-6.744384766E-3
2.033285419E0,1.766967773E-2,-9.216308594E-3,-5.355834961E-3
2.038320819E0,1.817321777E-2,-2.816772461E-2,-4.287719727E-3
2.043356219E0,1.925659180E-2,-4.850769043E-2,-3.204345703E-3
2.048391620E0,1.953125000E-2,-6.829833984E-2,-2.944946289E-3
2.053427020E0,1.702880859E-2,-8.859252930E-2,-2.944946289E-3
2.058462421E0,1.716613770E-2,-1.065979004E-1,-3.784179688E-3
2.063497821E0,1.739501953E-2,-1.257019043E-1,-3.143310547E-3
2.068533221E0,1.826477051E-2,-1.442260742E-1,-1.190185547E-3
2.073568622E0,1.669311523E-2,-1.625823975E-1,-8.087158203E-4
2.078604022E0,1.452636719E-2,-1.809692383E-1,9.155273438E-5
2.083639423E0,1.419067383E-2,-1.984405518E-1,2.593994141E-4
2.088674823E0,1.419067383E-2,-2.138824463E-1,3.036499023E-3
2.093710223E0,1.512145996E-2,-2.290191650E-1,5.340576172E-3
2.098745624E0,1.429748535E-2,-2.460632324E-1,5.599975586E-3
2.103781024E0,1.419067383E-2,-2.623901367E-1,5.599975586E-3
2.108816424E0,1.321411133E-2,-2.776336670E-1,5.599975586E-3
2.113851825E0,1.409912109E-2,-2.927703857E-1,3.631591797E-3
2.118887225E0,1.217651367E-2,-3.079071045E-1,6.484985352E-3
2.123922626E0,1.103210449E-2,-3.200073242E-1,6.668090820E-3
2.128958026E0,1.098632812E-2,-3.308105469E-1,7.705688477E-3
2.133993426E0,9.933471680E-3,-3.437652588E-1,8.789062500E-3
2.139028827E0,9.918212891E-3,-3.545684814E-1,8.804321289E-3
2.144064227E0,8.850097656E-3,-3.653717041E-1,9.872436523E-3
2.149099628E0,8.850097656E-3,-3.751220703E-1,1.200866699E-2
2.154135028E0,8.789062500E-3,-3.859100342E-1,1.200866699E-2
2.159170428E0,6.713867188E-3,-3.934478760E-1,1.200866699E-2
2.164205829E0,6.652832031E-3,-4.010162354E-1,1.200866699E-2
2.169241229E0,5.645751953E-3,-4.085235596E-1,1.200866699E-2
2.174276630E0,5.645751953E-3,-4.147949219E-1,1.200866699E-2
2.179312030E0,5.554199219E-3,-4.181213379E-1,1.193237305E-2
2.184347430E0,4.669189453E-3,-4.224395752E-1,1.104736328E-2
2.189382831E0,5.523681641E-3,-4.265441895E-1,1.200866699E-2
2.194418231E0,4.577636719E-3,-4.287109375E-1,1.176452637E-2
2.199453631E0,4.287719727E-3,-4.303131104E-1,1.016235352E-2
2.204489032E0,2.441406250E-3,-4.286041260E-1,1.200866699E-2
2.209524432E0,2.441406250E-3,-4.293670654E-1,1.200866699E-2
2.214559833E0,2.258300781E-3,-4.282836914E-1,1.184082031E-2
2.219595233E0,1.174926758E-3,-4.266357422E-1,1.075744629E-2
2.224630633E0,5.035400391E-4,-4.225158691E-1,1.008605957E-2
2.229666034E0,1.373291016E-3,-4.188385010E-1,1.094055176E-2
2.234701434E0,1.129150391E-3,-4.138793945E-1,1.071166992E-2
2.239736835E0,6.103515625E-5,-4.099121094E-1,1.011657715E-2
2.244772235E0,-5.187988281E-4,-4.036865234E-1,1.094055176E-2
2.249807635E0,5.645751953E-4,-3.977508545E-1,1.068115234E-2
2.254843036E0,1.083374023E-3,-3.899383545E-1,1.016235352E-2
2.259878436E0,3.051757812E-4,-3.809967041E-1,1.037597656E-2
2.264913837E0,-3.051757812E-4,-3.712768555E-1,9.109497070E-3
2.269949237E0,-1.831054688E-3,-3.615264893E-1,8.926391602E-3
2.274984637E0,-2.166748047E-3,-3.511047363E-1,7.003784180E-3
2.280020038E0,-2.899169922E-3,-3.392639160E-1,7.736206055E-3
2.285055438E0,-2.899169922E-3,-3.273620605E-1,7.385253906E-3
2.290090839E0,-2.899169922E-3,-3.151092529E-1,6.668090820E-3
2.295126239E0,-3.280639648E-3,-3.013763428E-1,6.668090820E-3
2.300161639E0,-4.364013672E-3,-2.866363525E-1,6.668090820E-3
