"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.111784850E-1,-3.356933594E-2,9.625640869E0,-8.523834229E0
3.162138850E-1,-5.000305176E-2,9.636398315E0,-8.497253418E0
3.212492860E-1,-4.664611816E-2,9.625106812E0,-8.517807007E0
3.262846860E-1,-4.891967773E-2,9.633728027E0,-8.539611816E0
3.313200870E-1,-4.627990723E-2,9.635757446E0,-8.511505127E0
3.363554870E-1,-3.337097168E-2,9.611267090E0,-8.537216187E0
3.413908870E-1,-3.237915039E-2,9.610229492E0,-8.538574219E0
3.464262880E-1,-4.231262207E-2,9.632522583E0,-8.529861450E0
3.514616880E-1,-4.740905762E-2,9.613845825E0,-8.537872314E0
3.564970890E-1,-4.804992676E-2,9.611282349E0,-8.544616699E0
3.615324890E-1,-4.624938965E-2,9.635421753E0,-8.565719604E0
3.665678890E-1,-3.836059570E-2,9.642303467E0,-8.515335083E0
3.716032900E-1,-5.470275879E-2,9.607055664E0,-8.540893555E0
3.766386900E-1,-5.807495117E-2,9.629089355E0,-8.530380249E0
3.816740900E-1,-5.375671387E-2,9.656661987E0,-8.577987671E0
3.867094910E-1,-7.029724121E-2,9.643859863E0,-8.540573120E0
3.917448910E-1,-4.466247559E-2,9.649780273E0,-8.544952393E0
3.967802920E-1,-7.254028320E-2,9.645812988E0,-8.582229614E0
4.018156920E-1,-6.478881836E-2,9.628433228E0,-8.596817017E0
4.068510920E-1,-7.469177246E-2,9.617401123E0,-8.571441650E0
4.118864930E-1,-4.321289062E-2,9.605667114E0,-8.588150024E0
4.169218930E-1,-8.723449707E-2,9.674087524E0,-8.593185425E0
4.219572940E-1,-8.039855957E-2,9.616210938E0,-8.580566406E0
4.269926940E-1,-9.423828125E-2,9.641616821E0,-8.576995850E0
4.320280940E-1,-5.377197266E-2,9.635848999E0,-8.585617065E0
4.370634950E-1,-5.937194824E-2,9.639617920E0,-8.606414795E0
4.420988950E-1,-6.222534180E-2,9.628601074E0,-8.576049805E0
4.471342960E-1,-6.692504883E-2,9.621139526E0,-8.629440308E0
4.521696960E-1,-9.263610840E-2,9.599975586E0,-8.610641479E0
4.572050960E-1,-7.212829590E-2,9.634719849E0,-8.584259033E0
4.622404970E-1,-7.661437988E-2,9.647064209E0,-8.600601196E0
4.672758970E-1,-5.046081543E-2,9.611450195E0,-8.602981567E0
4.723112980E-1,-5.601501465E-2,9.628067017E0,-8.604370117E0
4.773466980E-1,-8.851623535E-2,9.629211426E0,-8.660034180E0
4.823820980E-1,-8.863830566E-2,9.593933105E0,-8.655746460E0
4.874174990E-1,-9.011840820E-2,9.625900269E0,-8.618576050E0
4.924528990E-1,-7.501220703E-2,9.632003784E0,-8.640731812E0
4.974882990E-1,-5.319213867E-2,9.652297974E0,-8.638961792E0
5.025237000E-1,-5.735778809E-2,9.629516602E0,-8.663269043E0
5.075591000E-1,-5.918884277E-2,9.620117188E0,-8.601593018E0
5.125945010E-1,-8.921813965E-2,9.618667603E0,-8.622894287E0
5.176299010E-1,-6.207275391E-2,9.654495239E0,-8.707885742E0
5.226653010E-1,-7.507324219E-2,9.651306152E0,-8.660720825E0
5.277007020E-1,-7.202148438E-2,9.612457275E0,-8.665222168E0
5.327361020E-1,-1.064147949E-1,9.599411011E0,-8.663299561E0
5.377715030E-1,-7.577514648E-2,9.631759644E0,-8.650634766E0
5.428069030E-1,-6.823730469E-2,9.615661621E0,-8.687530518E0
5.478423030E-1,-5.041503906E-2,9.613250732E0,-8.695724487E0
5.528777040E-1,-4.499816895E-2,9.613906860E0,-8.669281006E0
5.579131040E-1,-6.913757324E-2,9.625411987E0,-8.683242798E0
5.629485050E-1,-9.130859375E-2,9.639602661E0,-8.696792603E0
5.679839050E-1,-5.516052246E-2,9.643371582E0,-8.670822144E0
5.730193050E-1,-4.067993164E-2,9.593063354E0,-8.684432983E0
5.780547060E-1,-5.667114258E-2,9.605773926E0,-8.717071533E0
5.830901060E-1,-5.216979980E-2,9.620223999E0,-8.724334717E0
5.881255060E-1,-5.661010742E-2,9.616088867E0,-8.705322266E0
5.931609070E-1,-5.148315430E-2,9.595443726E0,-8.680480957E0
5.981963070E-1,-7.798767090E-2,9.617828369E0,-8.693435669E0
6.032317080E-1,-9.806823730E-2,9.614624023E0,-8.733596802E0
6.082671080E-1,-9.364318848E-2,9.617904663E0,-8.693771362E0
6.133025080E-1,-5.949401855E-2,9.597259521E0,-8.696578979E0
6.183379090E-1,-4.391479492E-2,9.599197388E0,-8.703933716E0
6.233733090E-1,-6.495666504E-2,9.620941162E0,-8.743316650E0
6.284087100E-1,-7.356262207E-2,9.652435303E0,-8.724929810E0
6.334441100E-1,-8.435058594E-2,9.624389648E0,-8.709960938E0
6.384795100E-1,-6.573486328E-2,9.619049072E0,-8.727127075E0
6.435149110E-1,-7.225036621E-2,9.632781982E0,-8.752868652E0
6.485503110E-1,-6.419372559E-2,9.631713867E0,-8.711685181E0
6.535857120E-1,-5.874633789E-2,9.627120972E0,-8.688339233E0
6.586211120E-1,-4.966735840E-2,9.613204956E0,-8.704360962E0
6.636565120E-1,-4.824829102E-2,9.606414795E0,-8.718917847E0
6.686919130E-1,-7.194519043E-2,9.597335815E0,-8.711791992E0
6.737273130E-1,-5.513000488E-2,9.595962524E0,-8.723419189E0
6.787627140E-1,-4.942321777E-2,9.632278442E0,-8.728118896E0
6.837981140E-1,-7.403564453E-2,9.668014526E0,-8.670684814E0
6.888335140E-1,-8.961486816E-2,9.644180298E0,-8.655960083E0
6.938689150E-1,-6.607055664E-2,9.628265381E0,-8.677017212E0
6.989043150E-1,-6.552124023E-2,9.627822876E0,-8.699417114E0
7.039397150E-1,-3.919982910E-2,9.634963989E0,-8.713195801E0
7.089751160E-1,-4.081726074E-2,9.642852783E0,-8.721435547E0
7.140105160E-1,-4.803466797E-2,9.624176025E0,-8.735824585E0
7.190459170E-1,-4.293823242E-2,9.612258911E0,-8.714035034E0
7.240813170E-1,-5.613708496E-2,9.584442139E0,-8.665908813E0
7.291167170E-1,-3.804016113E-2,9.624694824E0,-8.675537109E0
7.341521180E-1,-5.520629883E-2,9.645736694E0,-8.674026489E0
7.391875180E-1,-5.924987793E-2,9.625717163E0,-8.633316040E0
7.442229190E-1,-6.245422363E-2,9.612060547E0,-8.649383545E0
7.492583190E-1,-6.216430664E-2,9.612258911E0,-8.671447754E0
7.542937190E-1,-1.655578613E-2,9.628753662E0,-8.652679443E0
7.593291200E-1,-2.348327637E-2,9.621597290E0,-8.643447876E0
7.643645200E-1,-1.826477051E-2,9.609222412E0,-8.653778076E0
7.693999210E-1,-2.636718750E-2,9.618850708E0,-8.701538086E0
7.744353210E-1,-5.278015137E-2,9.625030518E0,-8.669128418E0
7.794707210E-1,-5.633544922E-2,9.609329224E0,-8.662017822E0
7.845061220E-1,-2.943420410E-2,9.617095947E0,-8.644622803E0
7.895415220E-1,-4.991149902E-2,9.620880127E0,-8.672332764E0
7.945769230E-1,-2.151489258E-2,9.609481812E0,-8.596099854E0
7.996123230E-1,-1.042175293E-2,9.618148804E0,-8.605255127E0
8.046477230E-1,-2.758789062E-2,9.611083984E0,-8.596847534E0
8.096831240E-1,-3.138732910E-2,9.612945557E0,-8.625228882E0
8.147185240E-1,-5.355834961E-2,9.621795654E0,-8.631546021E0
8.197539240E-1,-3.918457031E-2,9.639602661E0,-8.625411987E0
8.247893250E-1,-1.541137695E-3,9.642303467E0,-8.561279297E0
8.298247250E-1,4.318237305E-3,9.650634766E0,-8.571456909E0
8.348601260E-1,-1.686096191E-2,9.656051636E0,-8.627349854E0
8.398955260E-1,-4.541015625E-2,9.654418945E0,-8.592880249E0
8.449309260E-1,-8.865356445E-3,9.643310547E0,-8.593048096E0
8.499663270E-1,-3.608703613E-2,9.635681152E0,-8.564788818E0
8.550017270E-1,-3.407287598E-2,9.628448486E0,-8.607192993E0
8.600371280E-1,-4.508972168E-2,9.630279541E0,-8.555786133E0
8.650725280E-1,-4.797363281E-2,9.623519897E0,-8.569030762E0
8.701079280E-1,-1.091003418E-2,9.613967896E0,-8.585906982E0
8.751433290E-1,-2.642822266E-2,9.641952515E0,-8.581604004E0
8.801787290E-1,-7.583618164E-3,9.637542725E0,-8.543472290E0
8.852141300E-1,-2.685546875E-3,9.632476807E0,-8.572616577E0
8.902495300E-1,8.728027344E-3,9.609268188E0,-8.617599487E0
8.952849300E-1,-6.790161133E-3,9.621749878E0,-8.536331177E0
9.003203310E-1,-4.666137695E-2,9.645965576E0,-8.537841797E0
9.053557310E-1,-1.934814453E-2,9.667068481E0,-8.566970825E0
9.103911310E-1,-1.919555664E-2,9.607757568E0,-8.560760498E0
9.154265320E-1,-4.093933105E-2,9.598388672E0,-8.539840698E0
9.204619320E-1,1.033020020E-2,9.662780762E0,-8.550354004E0
9.254973330E-1,-2.375793457E-2,9.606338501E0,-8.527923584E0
9.305327330E-1,-1.716613770E-2,9.608566284E0,-8.561233521E0
9.355681330E-1,-4.425048828E-4,9.637161255E0,-8.583251953E0
9.406035340E-1,1.571655273E-3,9.618148804E0,-8.551086426E0
9.456389340E-1,6.164550781E-3,9.622314453E0,-8.493621826E0
9.506743350E-1,-3.260803223E-2,9.658950806E0,-8.554214478E0
9.557097350E-1,-1.812744141E-2,9.660690308E0,-8.516372681E0
9.607451350E-1,-3.694152832E-2,9.620513916E0,-8.504989624E0
9.657805360E-1,-5.284118652E-2,9.645095825E0,-8.591751099E0
9.708159360E-1,-5.212402344E-2,9.626998901E0,-8.517990112E0
9.758513370E-1,-1.257324219E-2,9.622711182E0,-8.568038940E0
9.808867370E-1,-4.074096680E-3,9.615173340E0,-8.523742676E0
9.859221370E-1,6.134033203E-3,9.606048584E0,-8.525588989E0
9.909575380E-1,9.414672852E-3,9.632141113E0,-8.516159058E0
9.959929380E-1,-2.696228027E-2,9.629074097E0,-8.526229858E0
1.001028339E0,-7.629394531E-3,9.618087769E0,-8.539352417E0
1.006063739E0,-1.519775391E-2,9.604461670E0,-8.522735596E0
1.011099139E0,-4.470825195E-3,9.614624023E0,-8.521820068E0
1.016134540E0,-2.059936523E-3,9.608291626E0,-8.554519653E0
1.021169940E0,5.142211914E-3,9.605026245E0,-8.536987305E0
1.026205340E0,1.457214355E-2,9.627700806E0,-8.509765625E0
1.031240741E0,8.911132812E-3,9.644561768E0,-8.542251587E0
1.036276141E0,-5.325317383E-3,9.621124268E0,-8.524948120E0
1.041311542E0,-2.459716797E-2,9.638305664E0,-8.510314941E0
1.046346942E0,1.373291016E-4,9.658020020E0,-8.558303833E0
1.051382342E0,2.726745605E-2,9.647827148E0,-8.549194336E0
1.056417743E0,1.881408691E-2,9.621246338E0,-8.510879517E0
1.061453143E0,2.604675293E-2,9.610000610E0,-8.490142822E0
1.066488544E0,-1.461791992E-2,9.624023438E0,-8.564712524E0
1.071523944E0,-1.475524902E-2,9.623687744E0,-8.563858032E0
1.076559344E0,6.057739258E-3,9.629592896E0,-8.536315918E0
1.081594745E0,5.798339844E-4,9.604705811E0,-8.549667358E0
1.086630145E0,5.477905273E-3,9.583602905E0,-8.553985596E0
1.091665546E0,2.226257324E-2,9.613784790E0,-8.562500000E0
1.096700946E0,3.764343262E-2,9.636749268E0,-8.576080322E0
1.101736346E0,3.010559082E-2,9.641906738E0,-8.586044312E0
1.106771747E0,4.074096680E-3,9.650573730E0,-8.576416016E0
1.111807147E0,2.105712891E-3,9.650573730E0,-8.564147949E0
1.116842548E0,3.967285156E-4,9.642608643E0,-8.555053711E0
1.121877948E0,-1.269531250E-2,9.628311157E0,-8.551620483E0
1.126913348E0,-3.768920898E-3,9.588699341E0,-8.587615967E0
1.131948749E0,1.976013184E-2,9.593780518E0,-8.593811035E0
1.136984149E0,2.177429199E-2,9.615707397E0,-8.596618652E0
1.142019549E0,3.694152832E-2,9.612564087E0,-8.604766846E0
1.147054950E0,4.954528809E-2,9.643569946E0,-8.640579224E0
1.152090350E0,-1.026916504E-2,9.622314453E0,-8.628753662E0
1.157125751E0,9.826660156E-3,9.596328735E0,-8.599182129E0
1.162161151E0,2.809143066E-2,9.610610962E0,-8.622100830E0
1.167196551E0,1.356506348E-2,9.618499756E0,-8.602050781E0
1.172231952E0,2.456665039E-3,9.610214233E0,-8.616088867E0
1.177267352E0,1.634216309E-2,9.625061035E0,-8.627471924E0
1.182302753E0,-1.081848145E-2,9.613983154E0,-8.678039551E0
1.187338153E0,-1.730346680E-2,9.611801147E0,-8.672119141E0
1.192373553E0,1.707458496E-2,9.629638672E0,-8.660720825E0
1.197408954E0,1.194763184E-2,9.608215332E0,-8.667282104E0
1.202444354E0,1.582336426E-2,9.623184204E0,-8.678756714E0
1.207479755E0,1.907348633E-3,9.622970581E0,-8.622177124E0
1.212515155E0,6.591796875E-3,9.647247314E0,-8.675048828E0
1.217550555E0,1.098632812E-2,9.625503540E0,-8.731689453E0
1.222585956E0,3.723144531E-3,9.659027100E0,-8.671539307E0
1.227621356E0,2.162170410E-2,9.629104614E0,-8.637619019E0
1.232656756E0,1.181030273E-2,9.624847412E0,-8.614028931E0
1.237692157E0,-2.116394043E-2,9.631683350E0,-8.676620483E0
1.242727557E0,-6.195068359E-3,9.581665039E0,-8.672317505E0
1.247762958E0,-4.898071289E-3,9.598144531E0,-8.692428589E0
1.252798358E0,1.161193848E-2,9.635482788E0,-8.733657837E0
1.257833758E0,1.383972168E-2,9.618469238E0,-8.730072021E0
1.262869159E0,-5.630493164E-3,9.613952637E0,-8.761566162E0
1.267904559E0,-1.635742188E-2,9.604965210E0,-8.718841553E0
1.272939960E0,2.949523926E-2,9.610870361E0,-8.719284058E0
1.277975360E0,3.736877441E-2,9.606857300E0,-8.679138184E0
1.283010760E0,-5.645751953E-3,9.624816895E0,-8.733718872E0
1.288046161E0,1.779174805E-2,9.641784668E0,-8.653213501E0
1.293081561E0,1.391601562E-2,9.637619019E0,-8.725357056E0
1.298116962E0,-3.584289551E-2,9.611511230E0,-8.712554932E0
1.303152362E0,3.018188477E-2,9.625488281E0,-8.703018188E0
1.308187762E0,-1.892089844E-2,9.602310181E0,-8.714324951E0
1.313223163E0,1.063537598E-2,9.627609253E0,-8.686233521E0
1.318258563E0,-2.308654785E-2,9.612258911E0,-8.684417725E0
1.323293964E0,-4.833984375E-2,9.631134033E0,-8.697204590E0
1.328329364E0,-7.583618164E-3,9.602218628E0,-8.722915649E0
1.333364764E0,-6.896972656E-3,9.642745972E0,-8.698120117E0
1.338400165E0,2.899169922E-4,9.613998413E0,-8.675216675E0
1.343435565E0,-1.664733887E-2,9.577331543E0,-8.751907349E0
1.348470965E0,-1.208496094E-2,9.675918579E0,-8.682281494E0
1.353506366E0,-1.200866699E-2,9.636703491E0,-8.724121094E0
1.358541766E0,-2.438354492E-2,9.610839844E0,-8.705978394E0
1.363577167E0,-1.206970215E-2,9.600723267E0,-8.711837769E0
1.368612567E0,-2.804565430E-2,9.649810791E0,-8.706802368E0
1.373647967E0,-4.602050781E-2,9.646087646E0,-8.642318726E0
1.378683368E0,-3.221130371E-2,9.618499756E0,-8.715484619E0
1.383718768E0,-1.100158691E-2,9.616622925E0,-8.702575684E0
1.388754169E0,3.356933594E-4,9.614929199E0,-8.685989380E0
1.393789569E0,-1.052856445E-2,9.640686035E0,-8.687179565E0
1.398824969E0,-1.754760742E-3,9.649612427E0,-8.650283813E0
1.403860370E0,-2.531433105E-2,9.637710571E0,-8.716476440E0
1.408895770E0,-2.456665039E-2,9.629348755E0,-8.716949463E0
1.413931171E0,5.310058594E-3,9.638900757E0,-8.692825317E0
1.418966571E0,-8.499145508E-3,9.612167358E0,-8.707946777E0
1.424001971E0,-1.437377930E-2,9.612808228E0,-8.681335449E0
1.429037372E0,-1.937866211E-3,9.637084961E0,-8.719879150E0
1.434072772E0,-1.373291016E-4,9.629669189E0,-8.677185059E0
1.439108173E0,-1.115417480E-2,9.627243042E0,-8.609649658E0
1.444143573E0,2.502441406E-3,9.626434326E0,-8.639358521E0
1.449178973E0,-3.294372559E-2,9.634674072E0,-8.643661499E0
1.454214374E0,-2.536010742E-2,9.655670166E0,-8.666671753E0
1.459249774E0,-1.116943359E-2,9.647705078E0,-8.643432617E0
1.464285174E0,3.067016602E-3,9.614486694E0,-8.659942627E0
1.469320575E0,1.243591309E-2,9.627029419E0,-8.669128418E0
1.474355975E0,-1.983642578E-3,9.603866577E0,-8.654663086E0
1.479391376E0,-8.773803711E-3,9.572280884E0,-8.628158569E0
1.484426776E0,-4.531860352E-3,9.594696045E0,-8.619628906E0
1.489462176E0,-7.873535156E-3,9.611572266E0,-8.622726440E0
1.494497577E0,-1.826477051E-2,9.633926392E0,-8.625625610E0
1.499532977E0,-2.931213379E-2,9.637145996E0,-8.627990723E0
1.504568378E0,-1.628112793E-2,9.614135742E0,-8.645919800E0
1.509603778E0,-2.914428711E-3,9.626403809E0,-8.631759644E0
1.514639178E0,-2.082824707E-2,9.637466431E0,-8.604064941E0
1.519674579E0,-3.717041016E-2,9.655075073E0,-8.586242676E0
1.524709979E0,-3.515625000E-2,9.643829346E0,-8.582672119E0
1.529745380E0,-2.825927734E-2,9.603836060E0,-8.607254028E0
1.534780780E0,-3.909301758E-2,9.612518311E0,-8.621322632E0
1.539816180E0,-4.718017578E-2,9.628601074E0,-8.582778931E0
1.544851581E0,-2.993774414E-2,9.630035400E0,-8.576965332E0
1.549886981E0,-4.431152344E-2,9.615402222E0,-8.581253052E0
1.554922381E0,-2.275085449E-2,9.633789062E0,-8.568679810E0
1.559957782E0,-2.275085449E-2,9.628601074E0,-8.604080200E0
1.564993182E0,-5.918884277E-2,9.632904053E0,-8.543609619E0
1.570028583E0,-5.682373047E-2,9.650695801E0,-8.533218384E0
1.575063983E0,-6.031799316E-2,9.648071289E0,-8.565414429E0
1.580099383E0,-6.240844727E-2,9.627487183E0,-8.566528320E0
1.585134784E0,-2.632141113E-2,9.628097534E0,-8.572891235E0
1.590170184E0,-1.322937012E-2,9.626266479E0,-8.558914185E0
1.595205585E0,-1.803588867E-2,9.613357544E0,-8.550613403E0
1.600240985E0,-2.453613281E-2,9.629119873E0,-8.550613403E0
1.605276385E0,-2.322387695E-2,9.647781372E0,-8.538650513E0
1.610311786E0,-4.446411133E-2,9.643127441E0,-8.544372559E0
1.615347186E0,-3.514099121E-2,9.639923096E0,-8.534088135E0
1.620382587E0,-6.134033203E-2,9.618362427E0,-8.480682373E0
1.625417987E0,-7.916259766E-2,9.618652344E0,-8.523330688E0
1.630453387E0,-6.654357910E-2,9.628295898E0,-8.557769775E0
1.635488788E0,-5.668640137E-2,9.651123047E0,-8.524826050E0
1.640524188E0,-3.224182129E-2,9.652755737E0,-8.507247925E0
1.645559589E0,-7.324218750E-2,9.612976074E0,-8.482070923E0
1.650594989E0,-6.221008301E-2,9.619888306E0,-8.517959595E0
1.655630389E0,-5.957031250E-2,9.637237549E0,-8.528793335E0
1.660665790E0,-5.793762207E-2,9.631851196E0,-8.523132324E0
1.665701190E0,-4.327392578E-2,9.640609741E0,-8.522048950E0
1.670736590E0,-4.920959473E-2,9.631927490E0,-8.515823364E0
1.675771991E0,-3.361511230E-2,9.636703491E0,-8.519104004E0
1.680807391E0,-7.403564453E-2,9.646057129E0,-8.519668579E0
1.685842792E0,-7.899475098E-2,9.653533936E0,-8.526138306E0
1.690878192E0,-5.709838867E-2,9.627914429E0,-8.513656616E0
1.695913592E0,-7.295227051E-2,9.598999023E0,-8.512527466E0
1.700948993E0,-5.175781250E-2,9.635299683E0,-8.469787598E0
1.705984393E0,-5.726623535E-2,9.614761353E0,-8.483245850E0
1.711019794E0,-8.296203613E-2,9.622955322E0,-8.490875244E0
1.716055194E0,-8.375549316E-2,9.646621704E0,-8.542495728E0
1.721090594E0,-8.139038086E-2,9.649429321E0,-8.564758301E0
1.726125995E0,-5.061340332E-2,9.618713379E0,-8.550460815E0
1.731161395E0,-7.814025879E-2,9.654159546E0,-8.527404785E0
1.736196796E0,-3.077697754E-2,9.650848389E0,-8.559112549E0
1.741232196E0,-1.342773438E-3,9.600570679E0,-8.508132935E0
1.746267596E0,-7.148742676E-2,9.625900269E0,-8.568862915E0
1.751302997E0,-2.923583984E-2,9.630401611E0,-8.551513672E0
1.756338397E0,-9.616088867E-2,9.630767822E0,-8.502395630E0
1.761373798E0,-7.032775879E-2,9.633712769E0,-8.552246094E0
1.766409198E0,-3.468322754E-2,9.619232178E0,-8.570144653E0
1.771444598E0,-8.534240723E-2,9.622222900E0,-8.573623657E0
1.776479999E0,-1.006774902E-1,9.598480225E0,-8.563476562E0
1.781515399E0,-1.123962402E-1,9.629806519E0,-8.545639038E0
1.786550799E0,-6.954956055E-2,9.649215698E0,-8.605697632E0
1.791586200E0,-8.262634277E-2,9.610382080E0,-8.609634399E0
1.796621600E0,-7.049560547E-2,9.628356934E0,-8.613906860E0
1.801657001E0,-4.223632812E-2,9.624191284E0,-8.588500977E0
1.806692401E0,-5.039978027E-2,9.648498535E0,-8.599151611E0
1.811727801E0,-5.697631836E-2,9.648147583E0,-8.604965210E0
1.816763202E0,-5.303955078E-2,9.655563354E0,-8.606185913E0
1.821798602E0,-7.899475098E-2,9.626831055E0,-8.590042114E0
1.826834003E0,-7.199096680E-2,9.600036621E0,-8.617126465E0
1.831869403E0,-5.473327637E-2,9.612258911E0,-8.621505737E0
1.836904803E0,-5.424499512E-2,9.648071289E0,-8.588088989E0
1.841940204E0,-3.292846680E-2,9.657669067E0,-8.642288208E0
1.846975604E0,-6.222534180E-2,9.637420654E0,-8.637573242E0
1.852011005E0,-4.179382324E-2,9.619873047E0,-8.552932739E0
1.857046405E0,-3.697204590E-2,9.605087280E0,-8.550659180E0
1.862081805E0,-6.097412109E-2,9.618850708E0,-8.600128174E0
1.867117206E0,-4.891967773E-2,9.640548706E0,-8.643493652E0
1.872152606E0,-4.913330078E-2,9.617889404E0,-8.642974854E0
1.877188006E0,-4.969787598E-2,9.620468140E0,-8.627838135E0
1.882223407E0,-7.812500000E-2,9.614028931E0,-8.620559692E0
1.887258807E0,-5.827331543E-2,9.624938965E0,-8.627655029E0
1.892294208E0,-3.761291504E-2,9.638000488E0,-8.655395508E0
1.897329608E0,-3.752136230E-2,9.633483887E0,-8.627761841E0
1.902365008E0,-6.802368164E-2,9.624908447E0,-8.640243530E0
1.907400409E0,-8.106994629E-2,9.629364014E0,-8.663635254E0
1.912435809E0,-7.203674316E-2,9.628021240E0,-8.675445557E0
1.917471210E0,-6.852722168E-2,9.636779785E0,-8.712905884E0
1.922506610E0,-7.014465332E-2,9.626815796E0,-8.703598022E0
1.927542010E0,-6.216430664E-2,9.632873535E0,-8.651550293E0
1.932577411E0,-6.591796875E-2,9.636688232E0,-8.669479370E0
1.937612811E0,-5.026245117E-2,9.605361938E0,-8.668273926E0
1.942648212E0,-6.207275391E-2,9.625274658E0,-8.686203003E0
1.947683612E0,-7.603454590E-2,9.620544434E0,-8.698440552E0
1.952719012E0,-6.709289551E-2,9.602203369E0,-8.677474976E0
1.957754413E0,-7.762145996E-2,9.613159180E0,-8.668060303E0
1.962789813E0,-7.673645020E-2,9.623870850E0,-8.639343262E0
1.967825214E0,-7.359313965E-2,9.619781494E0,-8.706115723E0
1.972860614E0,-7.238769531E-2,9.620788574E0,-8.724456787E0
1.977896014E0,-6.803894043E-2,9.632812500E0,-8.709228516E0
1.982931415E0,-5.979919434E-2,9.637542725E0,-8.748825073E0
1.987966815E0,-5.519104004E-2,9.610717773E0,-8.738922119E0
1.993002215E0,-4.153442383E-2,9.615951538E0,-8.697692871E0
1.998037616E0,-3.222656250E-2,9.629562378E0,-8.699386597E0
2.003073016E0,-5.189514160E-2,9.644592285E0,-8.676162720E0
2.008108417E0,-5.912780762E-2,9.647003174E0,-8.661712646E0
2.013143817E0,-6.083679199E-2,9.608917236E0,-8.691741943E0
2.018179217E0,-5.574035645E-2,9.612106323E0,-8.680572510E0
