"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.226370710E-1,-3.539276123E-1,9.610000610E0,-7.035278320E0
3.276724710E-1,-3.491668701E-1,9.620880127E0,-7.052169800E0
3.327078720E-1,-3.238372803E-1,9.591827393E0,-7.027938843E0
3.377432720E-1,-3.298187256E-1,9.563659668E0,-7.016845703E0
3.427786720E-1,-3.377685547E-1,9.557617188E0,-7.048385620E0
3.478140730E-1,-3.140716553E-1,9.571899414E0,-7.042373657E0
3.528494730E-1,-2.948608398E-1,9.600402832E0,-7.032882690E0
3.578848740E-1,-2.756500244E-1,9.608734131E0,-7.015090942E0
3.629202740E-1,-3.069152832E-1,9.594635010E0,-7.010070801E0
3.679556740E-1,-3.168640137E-1,9.579772949E0,-7.040985107E0
3.729910750E-1,-3.044738770E-1,9.594741821E0,-7.036987305E0
3.780264750E-1,-3.366546631E-1,9.611740112E0,-7.023406982E0
3.830618750E-1,-3.223114014E-1,9.626403809E0,-7.044937134E0
3.880972760E-1,-3.221740723E-1,9.622360229E0,-7.060501099E0
3.931326760E-1,-3.297882080E-1,9.615173340E0,-7.034469604E0
3.981680770E-1,-3.373718262E-1,9.610244751E0,-7.032302856E0
4.032034770E-1,-3.219146729E-1,9.600662231E0,-7.050338745E0
4.082388770E-1,-2.924804688E-1,9.588043213E0,-7.042190552E0
4.132742780E-1,-2.913360596E-1,9.608688354E0,-7.034317017E0
4.183096780E-1,-3.217773438E-1,9.604797363E0,-7.029693604E0
4.233450790E-1,-3.251495361E-1,9.605621338E0,-7.038101196E0
4.283804790E-1,-3.130950928E-1,9.601852417E0,-7.054901123E0
4.334158790E-1,-3.051147461E-1,9.581100464E0,-7.058898926E0
4.384512800E-1,-3.157196045E-1,9.553817749E0,-7.079193115E0
4.434866800E-1,-3.347625732E-1,9.603027344E0,-7.046936035E0
4.485220810E-1,-2.980499268E-1,9.638626099E0,-7.030456543E0
4.535574810E-1,-3.175811768E-1,9.615432739E0,-7.057113647E0
4.585928810E-1,-3.286132812E-1,9.588928223E0,-7.047256470E0
4.636282820E-1,-3.386230469E-1,9.575897217E0,-7.025283813E0
4.686636820E-1,-3.258056641E-1,9.594161987E0,-7.063568115E0
4.736990820E-1,-3.211822510E-1,9.598312378E0,-7.065490723E0
4.787344830E-1,-3.501281738E-1,9.600616455E0,-7.074661255E0
4.837698830E-1,-3.365325928E-1,9.601837158E0,-7.018463135E0
4.888052840E-1,-3.416442871E-1,9.609085083E0,-7.042144775E0
4.938406840E-1,-3.106384277E-1,9.609512329E0,-7.004211426E0
4.988760840E-1,-2.817993164E-1,9.610824585E0,-7.028091431E0
5.039114850E-1,-3.027801514E-1,9.616973877E0,-7.035324097E0
5.089468850E-1,-3.345794678E-1,9.603302002E0,-7.058990479E0
5.139822860E-1,-3.331756592E-1,9.607116699E0,-7.032684326E0
5.190176860E-1,-3.293914795E-1,9.610900879E0,-6.997756958E0
5.240530860E-1,-3.171997070E-1,9.593734741E0,-7.030593872E0
5.290884870E-1,-3.462371826E-1,9.613616943E0,-7.100265503E0
5.341238870E-1,-3.487701416E-1,9.590652466E0,-7.061157227E0
5.391592880E-1,-3.319549561E-1,9.567138672E0,-7.026931763E0
5.441946880E-1,-3.451843262E-1,9.596221924E0,-7.048797607E0
5.492300880E-1,-3.172912598E-1,9.622299194E0,-7.032882690E0
5.542654890E-1,-3.413085938E-1,9.633926392E0,-7.025405884E0
5.593008890E-1,-3.414306641E-1,9.637237549E0,-7.068679810E0
5.643362900E-1,-3.429412842E-1,9.593338013E0,-7.030578613E0
5.693716900E-1,-3.305053711E-1,9.623565674E0,-7.067169189E0
5.744070900E-1,-3.160552979E-1,9.589370728E0,-7.040191650E0
5.794424910E-1,-2.973632812E-1,9.611114502E0,-7.023712158E0
5.844778910E-1,-3.304443359E-1,9.600662231E0,-7.050704956E0
5.895132910E-1,-2.962188721E-1,9.645751953E0,-7.068786621E0
5.945486920E-1,-3.176574707E-1,9.631668091E0,-7.056686401E0
5.995840920E-1,-2.926025391E-1,9.610275269E0,-7.022201538E0
6.046194930E-1,-3.180236816E-1,9.622558594E0,-7.006439209E0
6.096548930E-1,-3.536071777E-1,9.600463867E0,-7.069549561E0
6.146902930E-1,-3.207244873E-1,9.576522827E0,-6.985244751E0
6.197256940E-1,-3.588867188E-1,9.631378174E0,-7.056243896E0
6.247610940E-1,-3.388519287E-1,9.602401733E0,-7.069793701E0
6.297964950E-1,-3.125915527E-1,9.622985840E0,-7.046508789E0
6.348318950E-1,-3.075103760E-1,9.594696045E0,-7.067642212E0
6.398672950E-1,-2.934722900E-1,9.585205078E0,-7.034271240E0
6.449026960E-1,-3.311767578E-1,9.593063354E0,-7.026824951E0
6.499380960E-1,-3.184356689E-1,9.653671265E0,-7.000289917E0
6.549734970E-1,-2.801818848E-1,9.631027222E0,-7.065460205E0
6.600088970E-1,-3.180999756E-1,9.577926636E0,-6.999557495E0
6.650442970E-1,-2.849884033E-1,9.634277344E0,-7.085861206E0
6.700796980E-1,-3.096313477E-1,9.574676514E0,-7.070404053E0
6.751150980E-1,-3.063049316E-1,9.638015747E0,-7.072189331E0
6.801504990E-1,-3.260955811E-1,9.605484009E0,-6.997619629E0
6.851858990E-1,-3.475341797E-1,9.568527222E0,-7.016021729E0
6.902212990E-1,-3.183441162E-1,9.643234253E0,-7.026824951E0
6.952567000E-1,-3.537902832E-1,9.555328369E0,-7.045333862E0
7.002921000E-1,-3.204193115E-1,9.589538574E0,-7.019989014E0
7.053275000E-1,-3.250579834E-1,9.603530884E0,-7.060501099E0
7.103629010E-1,-3.062896729E-1,9.582229614E0,-7.055313110E0
7.153983010E-1,-3.715820312E-1,9.599151611E0,-7.028335571E0
7.204337020E-1,-3.238372803E-1,9.626663208E0,-7.075195312E0
7.254691020E-1,-3.236083984E-1,9.614135742E0,-7.039031982E0
7.305045020E-1,-3.280792236E-1,9.592559814E0,-7.062255859E0
7.355399030E-1,-3.055877686E-1,9.606216431E0,-7.057601929E0
7.405753030E-1,-3.399200439E-1,9.604614258E0,-7.109085083E0
7.456107040E-1,-3.114471436E-1,9.602844238E0,-7.068878174E0
7.506461040E-1,-3.108367920E-1,9.593444824E0,-7.071044922E0
7.556815040E-1,-3.251647949E-1,9.627670288E0,-7.057525635E0
7.607169050E-1,-3.184661865E-1,9.599884033E0,-7.067596436E0
7.657523050E-1,-3.181304932E-1,9.586181641E0,-7.059921265E0
7.707877060E-1,-3.287048340E-1,9.635681152E0,-7.123886108E0
7.758231060E-1,-3.151245117E-1,9.630020142E0,-7.069473267E0
7.808585060E-1,-3.037109375E-1,9.609207153E0,-7.049316406E0
7.858939070E-1,-3.158264160E-1,9.618087769E0,-6.996047974E0
7.909293070E-1,-3.253631592E-1,9.595291138E0,-7.020629883E0
7.959647070E-1,-3.334045410E-1,9.604431152E0,-7.020965576E0
8.010001080E-1,-3.159942627E-1,9.631378174E0,-7.007080078E0
8.060355080E-1,-3.371124268E-1,9.643142700E0,-7.053665161E0
8.110709090E-1,-3.166809082E-1,9.632781982E0,-7.081787109E0
8.161063090E-1,-3.259735107E-1,9.621627808E0,-7.039077759E0
8.211417090E-1,-3.303985596E-1,9.601089478E0,-7.037643433E0
8.261771100E-1,-3.184967041E-1,9.606613159E0,-7.037963867E0
8.312125100E-1,-3.248138428E-1,9.590454102E0,-7.029602051E0
8.362479110E-1,-3.251647949E-1,9.598754883E0,-7.008453369E0
8.412833110E-1,-3.036041260E-1,9.597824097E0,-7.017776489E0
8.463187110E-1,-2.958526611E-1,9.608154297E0,-7.010559082E0
8.513541120E-1,-3.396301270E-1,9.598266602E0,-7.052062988E0
8.563895120E-1,-3.569488525E-1,9.587921143E0,-7.016403198E0
8.614249130E-1,-3.199462891E-1,9.591842651E0,-7.038604736E0
8.664603130E-1,-3.224487305E-1,9.582794189E0,-7.045578003E0
8.714957130E-1,-2.956085205E-1,9.588272095E0,-7.060501099E0
8.765311140E-1,-3.165130615E-1,9.598922729E0,-7.057235718E0
8.815665140E-1,-3.289184570E-1,9.599929810E0,-7.060089111E0
8.866019150E-1,-3.587799072E-1,9.601928711E0,-7.030090332E0
8.916373150E-1,-3.465576172E-1,9.626846313E0,-7.036300659E0
8.966727150E-1,-3.061218262E-1,9.635559082E0,-7.043136597E0
9.017081160E-1,-3.242492676E-1,9.603424072E0,-7.038284302E0
9.067435160E-1,-3.263397217E-1,9.587829590E0,-7.051071167E0
9.117789160E-1,-3.105926514E-1,9.604507446E0,-7.050994873E0
9.168143170E-1,-3.092956543E-1,9.611679077E0,-7.014862061E0
9.218497170E-1,-3.192596436E-1,9.597854614E0,-7.044448853E0
9.268851180E-1,-3.353881836E-1,9.595153809E0,-7.046356201E0
9.319205180E-1,-3.274383545E-1,9.595489502E0,-7.023376465E0
9.369559180E-1,-3.097686768E-1,9.597244263E0,-7.036560059E0
9.419913190E-1,-3.122711182E-1,9.611358643E0,-7.041458130E0
9.470267190E-1,-3.183593750E-1,9.611068726E0,-7.027023315E0
9.520621200E-1,-3.228149414E-1,9.589996338E0,-7.025085449E0
9.570975200E-1,-3.033142090E-1,9.584823608E0,-7.034317017E0
9.621329200E-1,-2.996978760E-1,9.593185425E0,-7.044418335E0
9.671683210E-1,-2.985229492E-1,9.582168579E0,-7.031509399E0
9.722037210E-1,-3.222045898E-1,9.595321655E0,-7.003738403E0
9.772391220E-1,-3.321380615E-1,9.648345947E0,-7.041137695E0
9.822812770E-1,-3.274841309E-1,9.640274048E0,-7.070434570E0
9.873166770E-1,-3.377990723E-1,9.622589111E0,-7.017501831E0
9.923520780E-1,-3.160247803E-1,9.602188110E0,-7.012283325E0
9.973874780E-1,-3.176269531E-1,9.601989746E0,-7.028701782E0
1.002422879E0,-3.412780762E-1,9.585281372E0,-7.040435791E0
1.007458279E0,-3.422393799E-1,9.597732544E0,-7.046661377E0
1.012493679E0,-3.267822266E-1,9.595123291E0,-7.040908813E0
1.017529080E0,-3.031311035E-1,9.590774536E0,-7.044998169E0
1.022564480E0,-3.052673340E-1,9.595565796E0,-7.036560059E0
1.027599880E0,-3.412322998E-1,9.574874878E0,-7.043258667E0
1.032635281E0,-3.451995850E-1,9.596054077E0,-7.043273926E0
1.037670681E0,-3.165893555E-1,9.605911255E0,-7.032821655E0
1.042706082E0,-3.193817139E-1,9.595504761E0,-7.027969360E0
1.047741482E0,-3.329467773E-1,9.601882935E0,-7.067077637E0
1.052776882E0,-3.184661865E-1,9.609786987E0,-7.072265625E0
1.057812283E0,-3.180541992E-1,9.598297119E0,-7.039154053E0
1.062847683E0,-3.499298096E-1,9.597274780E0,-7.025512695E0
1.067883084E0,-3.236389160E-1,9.599456787E0,-7.038223267E0
1.072918484E0,-3.126068115E-1,9.613037109E0,-7.060806274E0
1.077953884E0,-3.180847168E-1,9.606506348E0,-7.031661987E0
1.082989285E0,-3.125152588E-1,9.619094849E0,-7.041824341E0
1.088024685E0,-3.326721191E-1,9.606353760E0,-7.033447266E0
1.093060086E0,-3.390655518E-1,9.601226807E0,-7.041336060E0
1.098095486E0,-3.081054688E-1,9.592910767E0,-7.010513306E0
1.103130886E0,-3.161010742E-1,9.615280151E0,-7.045684814E0
1.108166287E0,-3.199768066E-1,9.612274170E0,-7.049514771E0
1.113201687E0,-3.286895752E-1,9.612686157E0,-7.040649414E0
1.118237087E0,-2.845153809E-1,9.606246948E0,-7.061538696E0
1.123272488E0,-2.963409424E-1,9.585342407E0,-7.046875000E0
1.128307888E0,-2.932434082E-1,9.586105347E0,-7.045257568E0
1.133343289E0,-3.255462646E-1,9.606826782E0,-7.028869629E0
1.138378689E0,-3.492584229E-1,9.621078491E0,-7.036453247E0
1.143414089E0,-3.054351807E-1,9.607482910E0,-6.993728638E0
1.148449490E0,-3.353881836E-1,9.602218628E0,-7.059890747E0
1.153484890E0,-3.532409668E-1,9.583801270E0,-7.062759399E0
1.158520291E0,-3.248596191E-1,9.608657837E0,-7.006027222E0
1.163555691E0,-2.948913574E-1,9.593292236E0,-7.022796631E0
1.168591091E0,-3.032226562E-1,9.608474731E0,-7.043655396E0
1.173626492E0,-3.155822754E-1,9.577941895E0,-7.031600952E0
1.178661892E0,-3.106842041E-1,9.588088989E0,-7.059188843E0
1.183697293E0,-3.333740234E-1,9.574996948E0,-7.056472778E0
1.188732693E0,-3.274841309E-1,9.590454102E0,-7.025665283E0
1.193768093E0,-3.200378418E-1,9.601013184E0,-7.002822876E0
1.198803494E0,-3.150329590E-1,9.623748779E0,-7.047012329E0
1.203838894E0,-3.455505371E-1,9.599151611E0,-7.002441406E0
1.208874295E0,-3.124542236E-1,9.610397339E0,-7.067443848E0
1.213909695E0,-3.188323975E-1,9.589004517E0,-7.054519653E0
1.218945095E0,-3.284149170E-1,9.643783569E0,-7.060104370E0
1.223980496E0,-3.016052246E-1,9.635665894E0,-7.055938721E0
1.229015896E0,-3.691711426E-1,9.619094849E0,-7.076370239E0
1.234051296E0,-3.625030518E-1,9.553482056E0,-7.063217163E0
1.239086697E0,-3.155364990E-1,9.575210571E0,-7.062881470E0
1.244122097E0,-3.264160156E-1,9.587402344E0,-7.074630737E0
1.249157498E0,-3.431243896E-1,9.578079224E0,-7.070037842E0
1.254192898E0,-3.385009766E-1,9.578109741E0,-7.026947021E0
1.259228298E0,-3.446044922E-1,9.592483521E0,-6.993209839E0
1.264263699E0,-2.916717529E-1,9.601593018E0,-7.085632324E0
1.269299099E0,-3.250579834E-1,9.592575073E0,-7.044433594E0
1.274334500E0,-3.468627930E-1,9.599044800E0,-7.063339233E0
1.279369900E0,-3.216857910E-1,9.590972900E0,-7.122817993E0
1.284405300E0,-3.198547363E-1,9.612945557E0,-7.043426514E0
1.289440701E0,-3.259277344E-1,9.637695312E0,-7.103027344E0
1.294476101E0,-3.162384033E-1,9.636535645E0,-6.997802734E0
1.299511502E0,-3.062744141E-1,9.587280273E0,-6.996139526E0
1.304546902E0,-3.173828125E-1,9.559646606E0,-7.100433350E0
1.309582302E0,-2.997741699E-1,9.592742920E0,-7.040542603E0
1.314617703E0,-3.371429443E-1,9.595581055E0,-7.016265869E0
1.319653103E0,-3.090515137E-1,9.581481934E0,-7.086685181E0
1.324688504E0,-3.361206055E-1,9.574768066E0,-7.082794189E0
1.329723904E0,-3.031158447E-1,9.604812622E0,-7.052139282E0
1.334759304E0,-3.192443848E-1,9.603546143E0,-7.049255371E0
1.339794705E0,-3.097686768E-1,9.573852539E0,-7.080291748E0
1.344830105E0,-3.467559814E-1,9.606231689E0,-7.052917480E0
1.349865505E0,-3.150177002E-1,9.607742310E0,-7.027679443E0
1.354900906E0,-3.253326416E-1,9.619613647E0,-6.988769531E0
1.359936306E0,-3.146514893E-1,9.594284058E0,-7.023986816E0
1.364971707E0,-3.473052979E-1,9.611724854E0,-7.043319702E0
1.370007107E0,-3.309173584E-1,9.589981079E0,-7.082672119E0
1.375042507E0,-3.175048828E-1,9.589035034E0,-7.030944824E0
1.380077908E0,-3.089141846E-1,9.620788574E0,-7.017990112E0
1.385113308E0,-3.117370605E-1,9.609313965E0,-7.062332153E0
1.390148709E0,-3.371276855E-1,9.603912354E0,-7.077270508E0
1.395184109E0,-3.348999023E-1,9.617294312E0,-7.041671753E0
1.400219509E0,-3.191833496E-1,9.631301880E0,-7.029220581E0
1.405254910E0,-3.331146240E-1,9.603805542E0,-7.027984619E0
1.410290310E0,-3.361053467E-1,9.581604004E0,-7.070587158E0
1.415325711E0,-3.328857422E-1,9.592025757E0,-7.046875000E0
1.420361111E0,-2.926483154E-1,9.604965210E0,-7.017822266E0
1.425396511E0,-3.242645264E-1,9.587554932E0,-7.027420044E0
1.430431912E0,-3.336791992E-1,9.579360962E0,-7.028167725E0
1.435467312E0,-3.266143799E-1,9.567337036E0,-7.020553589E0
1.440502712E0,-3.605804443E-1,9.586120605E0,-7.046936035E0
1.445538113E0,-3.367156982E-1,9.585754395E0,-7.064514160E0
1.450573513E0,-3.193054199E-1,9.590805054E0,-7.044754028E0
1.455608914E0,-3.303680420E-1,9.595291138E0,-7.035156250E0
1.460644314E0,-3.352355957E-1,9.605758667E0,-7.075439453E0
1.465679714E0,-3.104858398E-1,9.606887817E0,-7.036743164E0
1.470715115E0,-2.965698242E-1,9.632888794E0,-7.051437378E0
1.475750515E0,-3.130340576E-1,9.620407104E0,-7.040893555E0
1.480785916E0,-3.417663574E-1,9.598632812E0,-6.998657227E0
1.485821316E0,-3.368682861E-1,9.608413696E0,-7.039169312E0
1.490856716E0,-3.043365479E-1,9.589492798E0,-7.058715820E0
1.495892117E0,-3.109436035E-1,9.577911377E0,-7.013641357E0
1.500927517E0,-3.032379150E-1,9.600357056E0,-7.010467529E0
1.505962918E0,-3.178863525E-1,9.617416382E0,-7.053329468E0
1.510998318E0,-3.392791748E-1,9.607986450E0,-7.052719116E0
1.516033718E0,-3.327026367E-1,9.614608765E0,-7.035171509E0
1.521069119E0,-3.180389404E-1,9.634826660E0,-7.080566406E0
1.526104519E0,-3.024597168E-1,9.631378174E0,-7.053817749E0
1.531139920E0,-3.178558350E-1,9.623001099E0,-7.031173706E0
1.536175320E0,-3.380279541E-1,9.637542725E0,-7.057464600E0
1.541210720E0,-3.465270996E-1,9.597824097E0,-7.061996460E0
1.546246121E0,-3.302459717E-1,9.569717407E0,-7.071426392E0
1.551281521E0,-3.223266602E-1,9.604736328E0,-7.053970337E0
1.556316921E0,-3.465881348E-1,9.612747192E0,-7.048355103E0
1.561352322E0,-3.574829102E-1,9.606567383E0,-7.044006348E0
1.566387722E0,-3.491668701E-1,9.604217529E0,-7.047409058E0
1.571423123E0,-3.214874268E-1,9.603088379E0,-7.041015625E0
1.576458523E0,-3.150024414E-1,9.633728027E0,-7.050949097E0
1.581493923E0,-3.004608154E-1,9.625259399E0,-7.066940308E0
1.586529324E0,-2.738647461E-1,9.617553711E0,-7.026672363E0
1.591564724E0,-3.017272949E-1,9.610412598E0,-7.036956787E0
1.596600125E0,-3.080444336E-1,9.611053467E0,-7.084854126E0
1.601635525E0,-3.067016602E-1,9.614547729E0,-7.042846680E0
1.606670925E0,-3.086700439E-1,9.597793579E0,-6.992187500E0
1.611706326E0,-3.222045898E-1,9.591964722E0,-7.013641357E0
1.616741726E0,-3.190460205E-1,9.599639893E0,-7.020828247E0
1.621777127E0,-3.051300049E-1,9.591110229E0,-7.041046143E0
1.626812527E0,-3.165130615E-1,9.603164673E0,-7.023513794E0
1.631847927E0,-3.574371338E-1,9.611267090E0,-7.005828857E0
1.636883328E0,-3.481445312E-1,9.615386963E0,-7.020767212E0
1.641918728E0,-3.096923828E-1,9.609024048E0,-7.019760132E0
1.646954129E0,-2.979888916E-1,9.607803345E0,-7.016754150E0
1.651989529E0,-3.163299561E-1,9.600646973E0,-7.026809692E0
1.657024929E0,-3.327789307E-1,9.576049805E0,-7.041244507E0
1.662060330E0,-3.329925537E-1,9.580062866E0,-7.009048462E0
1.667095730E0,-3.313140869E-1,9.612854004E0,-7.006484985E0
1.672131130E0,-3.345489502E-1,9.607910156E0,-7.042648315E0
1.677166531E0,-3.344726562E-1,9.591369629E0,-7.046035767E0
1.682201931E0,-3.696899414E-1,9.602264404E0,-7.025100708E0
1.687237332E0,-3.331146240E-1,9.618896484E0,-7.050735474E0
1.692272732E0,-3.048858643E-1,9.579849243E0,-7.051895142E0
1.697308132E0,-3.010559082E-1,9.580001831E0,-7.037734985E0
1.702343533E0,-3.312072754E-1,9.609817505E0,-7.025741577E0
1.707378933E0,-3.276824951E-1,9.604675293E0,-7.024139404E0
1.712414334E0,-3.025207520E-1,9.599456787E0,-7.040557861E0
1.717449734E0,-3.274841309E-1,9.599456787E0,-7.028503418E0
1.722485134E0,-3.206024170E-1,9.620880127E0,-7.008132935E0
1.727520535E0,-3.218994141E-1,9.602661133E0,-7.106582642E0
1.732555935E0,-3.314971924E-1,9.603836060E0,-7.087844849E0
1.737591336E0,-3.263244629E-1,9.595535278E0,-7.039215088E0
1.742626736E0,-3.354034424E-1,9.581085205E0,-7.070678711E0
1.747662136E0,-3.535614014E-1,9.628967285E0,-7.066818237E0
1.752697537E0,-3.384857178E-1,9.613769531E0,-7.059066772E0
1.757732937E0,-3.221435547E-1,9.589248657E0,-7.040771484E0
1.762768337E0,-3.388671875E-1,9.583221436E0,-7.040573120E0
1.767803738E0,-3.549804688E-1,9.578872681E0,-7.029693604E0
1.772839138E0,-3.714141846E-1,9.589935303E0,-7.035110474E0
1.777874539E0,-3.220977783E-1,9.568267822E0,-7.050704956E0
1.782909939E0,-3.284149170E-1,9.614181519E0,-7.093704224E0
1.787945339E0,-3.353881836E-1,9.588714600E0,-7.025772095E0
1.792980740E0,-3.401947021E-1,9.623962402E0,-7.056121826E0
1.798016140E0,-2.951812744E-1,9.613784790E0,-7.067031860E0
1.803051541E0,-3.219146729E-1,9.598815918E0,-7.050918579E0
1.808086941E0,-3.223266602E-1,9.630950928E0,-7.054946899E0
1.813122341E0,-3.345947266E-1,9.643692017E0,-7.017333984E0
1.818157742E0,-3.339385986E-1,9.606002808E0,-7.010742188E0
1.823193142E0,-3.077545166E-1,9.597503662E0,-6.997528076E0
1.828228543E0,-2.876129150E-1,9.614593506E0,-7.068511963E0
1.833263943E0,-3.434600830E-1,9.594055176E0,-7.026245117E0
1.838299343E0,-3.213348389E-1,9.590087891E0,-7.042388916E0
1.843334744E0,-3.149261475E-1,9.625915527E0,-7.032592773E0
1.848370144E0,-3.395690918E-1,9.582733154E0,-7.036453247E0
1.853405545E0,-3.362884521E-1,9.607757568E0,-7.018463135E0
1.858440945E0,-3.014678955E-1,9.608978271E0,-7.045333862E0
1.863476345E0,-3.305664062E-1,9.627548218E0,-7.057815552E0
1.868511746E0,-3.383331299E-1,9.621002197E0,-7.046432495E0
1.873547146E0,-3.314056396E-1,9.613815308E0,-7.043853760E0
1.878582546E0,-3.241729736E-1,9.620880127E0,-7.029556274E0
1.883617947E0,-3.359222412E-1,9.604187012E0,-7.102767944E0
1.888653347E0,-3.107299805E-1,9.598968506E0,-7.010543823E0
1.893688748E0,-3.544921875E-1,9.573318481E0,-7.013702393E0
1.898724148E0,-3.291625977E-1,9.576156616E0,-7.046142578E0
1.903759548E0,-3.361663818E-1,9.594406128E0,-7.044876099E0
1.908794949E0,-3.369598389E-1,9.646774292E0,-7.071807861E0
1.913830349E0,-3.072509766E-1,9.594955444E0,-7.062194824E0
1.918865750E0,-3.052368164E-1,9.601638794E0,-7.087646484E0
1.923901150E0,-3.406066895E-1,9.632888794E0,-7.031112671E0
1.928936550E0,-3.060150146E-1,9.608169556E0,-7.049468994E0
1.933971951E0,-2.911376953E-1,9.650512695E0,-7.032546997E0
1.939007351E0,-3.191833496E-1,9.611587524E0,-7.046264648E0
1.944042752E0,-3.150634766E-1,9.615707397E0,-7.104965210E0
1.949078152E0,-2.993164062E-1,9.628829956E0,-7.038528442E0
1.954113552E0,-3.087310791E-1,9.597946167E0,-7.054519653E0
1.959148953E0,-2.988586426E-1,9.604812622E0,-7.054946899E0
1.964184353E0,-2.910156250E-1,9.606109619E0,-7.017166138E0
1.969219754E0,-3.075103760E-1,9.595626831E0,-7.116882324E0
1.974255154E0,-3.129577637E-1,9.636535645E0,-7.076477051E0
1.979290554E0,-3.439788818E-1,9.584106445E0,-7.051528931E0
1.984325955E0,-3.423004150E-1,9.608383179E0,-7.071807861E0
1.989361355E0,-3.138122559E-1,9.575088501E0,-7.035568237E0
1.994396755E0,-3.081512451E-1,9.599945068E0,-7.039260864E0
1.999432156E0,-3.027038574E-1,9.620468140E0,-7.034194946E0
2.004467556E0,-3.127593994E-1,9.614715576E0,-7.052871704E0
