"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.513275252E0,2.667614818E-2,-1.203727722E-2,-1.319522858E-1
1.518249618E0,4.972743988E-2,-5.213737488E-3,-1.030936241E-1
1.523223983E0,5.362883210E-2,6.759071350E-2,-1.524443626E-1
1.528198348E0,-1.620531976E-1,4.057121277E-2,-5.276346207E-2
1.533172713E0,-1.021179855E-1,1.846122742E-2,-2.949619293E-2
1.538147079E0,2.177536488E-3,4.141235352E-2,1.957559586E-2
1.543121444E0,-9.972020984E-2,2.865791321E-3,-8.275318146E-2
1.548095809E0,-1.228978038E-1,-3.767395020E-2,-1.275167465E-1
1.553070174E0,-1.033955514E-1,-2.357959747E-2,3.110599518E-2
1.558075057E0,-1.050640941E-1,-1.190376282E-2,1.507019997E-1
1.563049422E0,7.536855340E-2,-2.857017517E-2,1.230330467E-1
1.567993270E0,4.280418158E-3,-1.667022705E-2,9.334993362E-2
1.572998153E0,2.581968904E-2,3.529930115E-2,5.216073990E-2
1.577972518E0,-2.595275640E-3,3.952980042E-2,9.854412079E-2
1.582946883E0,-4.754382372E-2,-1.778602600E-2,7.828569412E-2
1.587921248E0,2.102550864E-2,3.392124176E-2,1.195282936E-1
1.592895614E0,-5.470472574E-2,1.685905457E-2,1.322340965E-1
1.597869979E0,1.459386945E-2,9.517669678E-3,8.833074570E-2
1.602844344E0,7.641223073E-2,-3.315067291E-2,1.510329247E-1
1.607818709E0,1.588793695E-1,3.302764893E-2,2.319812775E-1
1.612793075E0,-2.870783210E-2,1.118373871E-2,3.663973808E-1
1.617767440E0,1.909258068E-1,8.272171021E-3,2.422418594E-1
1.622741805E0,-3.031414747E-2,-1.111888885E-2,1.970415115E-1
1.627716170E0,-6.038913131E-2,1.470184326E-2,1.217556000E-1
1.632690536E0,-4.513195157E-2,7.357597351E-3,1.888408661E-1
1.637695418E0,1.184778214E-1,2.351760864E-3,1.820969582E-1
1.642669784E0,-2.656123042E-2,-1.213645935E-2,1.304779053E-1
1.647644149E0,8.668929338E-2,-3.595066071E-2,2.775840759E-1
1.652618514E0,1.375697851E-1,-2.900123596E-3,4.258465767E-1
1.657562362E0,4.403087497E-2,-3.214836121E-3,3.934168816E-1
1.662567245E0,3.388395905E-2,-2.479839325E-2,2.408337593E-1
1.667541610E0,7.082948089E-2,-3.198432922E-2,2.076301575E-1
1.672515975E0,-2.738854289E-2,2.221870422E-2,2.265958786E-1
1.677490340E0,-9.559422731E-3,-3.043174744E-2,2.121543884E-1
1.682464706E0,-1.126326323E-1,-3.325176239E-2,4.313220978E-1
1.687439071E0,-2.643250525E-1,-1.954841614E-2,2.898221016E-1
1.692413436E0,-1.783060431E-1,-4.349994659E-2,-4.616165161E-2
1.697387801E0,-2.743241191E-1,-5.763912201E-2,-6.520366669E-2
1.702362166E0,-2.206058800E-1,-3.868961334E-2,1.400532722E-1
1.707336532E0,-3.211669028E-1,1.527976990E-2,1.946134567E-1
1.712310897E0,-1.901435554E-1,-6.933212280E-3,-6.436347961E-3
1.717346297E0,-2.347258627E-1,-5.018234253E-2,2.427153587E-1
1.722259627E0,-2.428909540E-1,6.298065186E-3,2.728695869E-1
1.727233993E0,-1.870056987E-1,6.011104584E-2,1.991009712E-1
1.732208358E0,-2.004592419E-1,-9.234428406E-3,8.825302124E-2
1.737182723E0,-2.733914256E-1,-8.279991150E-2,-1.303181648E-1
1.742157088E0,-2.492134571E-1,-2.598190308E-2,-1.559238434E-1
1.747131454E0,-2.037400603E-1,-1.909637451E-2,-1.358795166E-2
1.752105819E0,-1.321921945E-1,-7.375717163E-3,-3.276777267E-2
1.757080184E0,-9.416168928E-2,-2.396392822E-2,1.135916710E-1
1.762054549E0,-5.440270901E-2,3.516769409E-2,2.210426331E-1
1.767028915E0,-2.584121823E-1,3.489875793E-2,5.393123627E-2
1.772003280E0,-3.120387793E-1,-1.953601837E-2,-5.733394623E-2
1.776977645E0,-1.833146811E-1,-2.392101288E-2,8.256959915E-2
1.781952010E0,-1.876852512E-1,-6.597614288E-2,1.843929291E-3
1.786926375E0,-7.816314697E-3,-1.323890686E-2,1.106553078E-1
1.791900741E0,-2.024280429E-1,-3.526687622E-3,1.594233513E-1
1.796875106E0,-2.420899272E-1,-6.709003448E-2,-5.661249161E-2
1.801879989E0,-3.192202449E-1,-1.677036285E-2,5.260896683E-2
1.806823836E0,-1.760691404E-1,4.963970184E-2,1.349272728E-1
1.811828719E0,-1.921337843E-1,4.708194733E-2,-5.289077759E-3
1.816833602E0,-2.904995680E-1,-5.924320221E-2,2.051100731E-1
1.821807967E0,-3.146752715E-1,-2.069282532E-2,1.139454842E-1
1.826782332E0,-8.840709925E-2,-1.081371307E-2,1.698617935E-1
1.831756698E0,-3.153294325E-2,-2.219104767E-2,4.331288338E-1
1.836731063E0,-5.530315638E-2,-1.451778412E-2,3.520073891E-1
1.841705428E0,-6.495296955E-2,-5.648231506E-2,3.164277077E-1
1.846679793E0,-1.836556196E-2,-1.323127747E-2,2.125773430E-1
1.851654159E0,-5.051404238E-2,-3.899192810E-2,1.070113182E-1
1.856628524E0,8.974748850E-2,-1.739120483E-2,2.831621170E-1
1.861602889E0,-6.610989571E-2,-1.716136932E-2,2.525386810E-1
1.866577254E0,-1.308210492E-1,1.141643524E-2,9.707689285E-2
1.871551620E0,-1.738601923E-1,-5.238246918E-2,9.389448166E-2
1.876556502E0,-2.402213216E-1,-9.208393097E-2,4.348230362E-2
1.881500350E0,-2.445529699E-1,-8.647918701E-3,1.480007172E-2
1.886505233E0,-2.016016245E-1,1.516532898E-2,-3.006029129E-2
