"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.487071250E-1,-3.606101871E-2,-3.022193909E-2,7.442808151E-2,8.805283635E-2
5.536814900E-1,-2.131074667E-2,7.774353027E-3,1.708221436E-2,2.839701632E-2
5.586558560E-1,-2.089801431E-2,-2.523422241E-2,2.386713028E-2,4.053557562E-2
5.636302210E-1,-2.993044257E-2,8.935928345E-4,4.933500290E-2,5.771111168E-2
5.686045860E-1,-1.765507460E-2,-2.733516693E-2,-6.176280975E-2,6.981087078E-2
5.735789510E-1,3.904551268E-3,-3.172683716E-2,2.591562271E-2,4.115163687E-2
5.785533170E-1,-5.469097197E-2,-2.901744843E-2,7.723474503E-2,9.898646659E-2
5.835276820E-1,-3.503768146E-2,1.880645752E-3,3.157520294E-2,4.720348919E-2
5.885325650E-1,-3.932878375E-3,-1.460361481E-2,5.316734314E-3,1.603124329E-2
5.934764120E-1,-4.366506636E-2,-4.027462006E-2,1.702499390E-2,6.179428338E-2
5.984507770E-1,-1.472480595E-2,3.783226013E-2,2.859497070E-2,4.965654203E-2
6.034556600E-1,-4.262432456E-2,-2.586364746E-3,-1.171302795E-2,4.427998815E-2
6.083995080E-1,-4.192477465E-2,-1.430130005E-2,3.548908234E-2,5.675992316E-2
6.134043910E-1,-3.186605871E-2,-4.707336426E-3,3.509426117E-2,4.763624545E-2
6.183787560E-1,-3.611150384E-2,-5.165767670E-2,3.240728378E-2,7.087163264E-2
6.233531210E-1,-2.148690820E-2,-3.689479828E-2,8.574962616E-3,4.354817273E-2
6.283274860E-1,-3.296992183E-2,-1.528263092E-2,3.674077988E-2,5.167648846E-2
6.333018520E-1,-1.375384629E-2,-2.451324463E-2,-1.311779022E-3,2.813873157E-2
6.382762170E-1,-3.715179861E-2,-1.952075958E-2,7.405614853E-2,8.512126250E-2
6.433116170E-1,-1.794467866E-2,-9.876251221E-3,-3.268241882E-2,3.857061486E-2
6.482249470E-1,-2.009366453E-2,2.087593079E-2,2.893590927E-2,4.094931850E-2
6.531993130E-1,-3.341674805E-3,2.775382996E-2,4.280090332E-2,5.112102496E-2
6.581736780E-1,-1.031416655E-2,1.567840576E-3,2.588081360E-2,2.790442023E-2
6.631480430E-1,-1.960526407E-2,2.274703979E-2,1.147127151E-2,3.214629479E-2
6.681224080E-1,-5.001057684E-2,-4.107952118E-2,-4.076957703E-4,6.472056143E-2
6.730967740E-1,-3.768691421E-2,1.827621460E-2,4.204893112E-2,5.935011483E-2
6.780711390E-1,-5.136595666E-2,-1.018905640E-2,6.046676636E-2,7.999067576E-2
6.830455040E-1,-3.663463891E-2,-2.894496918E-2,7.635021210E-2,8.949448528E-2
6.880198690E-1,-2.445496619E-2,-9.809494019E-3,4.259157181E-2,5.008306633E-2
6.929942350E-1,-5.013500154E-2,-2.386093140E-2,3.273820877E-2,6.445659578E-2
6.979686000E-1,-2.842532098E-2,-1.654338837E-2,2.300882339E-2,4.013836725E-2
7.029429650E-1,-1.402486861E-2,-1.870822906E-2,-1.724672318E-2,2.905416036E-2
7.079173300E-1,-4.523575306E-3,-1.973152161E-3,5.843305588E-2,5.864109551E-2
7.128916950E-1,-1.630280912E-2,2.401638031E-2,3.198862076E-2,4.319536973E-2
7.178660610E-1,-4.679307342E-2,-1.628208160E-2,7.887029648E-2,9.314086948E-2
7.228404260E-1,-3.916829824E-3,1.692008972E-2,4.280900955E-2,4.619786024E-2
7.278147910E-1,8.345991373E-4,1.444149017E-2,7.082939148E-3,1.610655833E-2
7.327891560E-1,-6.236195564E-3,-1.635837555E-2,8.249092102E-2,8.432816040E-2
7.377635220E-1,-4.862770438E-2,-9.179115295E-3,-2.917957306E-2,5.744873606E-2
7.427684040E-1,-2.927654982E-2,-4.403114319E-3,-3.131055832E-2,4.309123863E-2
7.477122520E-1,-2.187620103E-2,-1.612567902E-2,1.152868271E-1,1.184468581E-1
7.526866170E-1,-1.215721667E-2,2.178382874E-2,-6.040096283E-3,2.566740880E-2
7.576609830E-1,-1.902683079E-2,-1.146507263E-2,4.117250443E-2,4.678293814E-2
7.626658650E-1,7.209077477E-3,1.224708557E-2,1.959514618E-2,2.420602522E-2
7.676402310E-1,-6.945207715E-3,-3.264427185E-2,-6.465435028E-3,3.399538564E-2
7.725840780E-1,-4.702742398E-2,-1.581287384E-2,5.735778809E-2,7.583891771E-2
7.775584440E-1,-2.780704200E-2,2.682018280E-2,7.341718674E-2,8.296166041E-2
7.825633260E-1,-3.977000713E-3,-2.295970917E-2,3.033447266E-2,3.825107856E-2
7.875071740E-1,-2.047489583E-2,5.572319031E-3,4.190349579E-2,4.696993781E-2
7.925120570E-1,-2.980504930E-2,-1.332473755E-2,3.687810898E-2,4.925326909E-2
7.974864220E-1,8.219599724E-3,-1.792144775E-2,5.075263977E-2,5.444787005E-2
8.024607870E-1,-3.426621854E-2,1.087188721E-3,3.613328934E-2,4.980933959E-2
8.074351520E-1,-2.453139424E-2,-8.390426636E-3,-4.330158234E-3,2.628571538E-2
8.124095180E-1,-5.979378521E-2,5.856513977E-3,2.405118942E-2,6.471518538E-2
8.173838830E-1,-5.935429037E-2,-4.133033752E-2,-6.741523743E-3,7.264004906E-2
8.223582480E-1,-4.585266113E-3,-1.730728149E-2,2.850532532E-3,1.812987021E-2
8.273326130E-1,2.146670222E-2,-1.945018768E-2,4.304933548E-2,5.188809488E-2
8.323069790E-1,-3.533810377E-2,-1.449298859E-2,8.055400848E-2,8.915030330E-2
8.372813440E-1,-1.622278988E-2,-1.904010773E-2,5.634737015E-2,6.165006680E-2
8.422557090E-1,-2.561332285E-2,-2.285003662E-3,-5.401611328E-3,2.627624315E-2
8.472300740E-1,-1.597042382E-2,-2.172470093E-3,3.489303589E-2,3.843563473E-2
8.522044400E-1,-3.956437111E-3,1.212406158E-2,1.350164413E-2,1.857257813E-2
8.571788050E-1,-2.744556963E-2,-2.090930939E-2,6.546688080E-2,7.400250667E-2
8.621531700E-1,-1.539063454E-2,-1.119804382E-2,1.311063766E-2,2.311182894E-2
8.671275350E-1,-1.289822161E-2,1.259613037E-2,7.449769974E-2,7.664811731E-2
8.721019010E-1,-2.457544208E-2,3.144264221E-3,4.095029831E-2,4.786194399E-2
8.770762660E-1,-2.189227939E-2,8.525848389E-4,-3.245019913E-2,3.915372551E-2
8.820506310E-1,-1.206442714E-2,-3.780364990E-3,3.344535828E-3,1.307774757E-2
8.870249960E-1,-3.545704484E-2,2.231216431E-2,5.064582825E-2,6.572697029E-2
8.919993610E-1,-2.569235861E-2,-1.404762268E-3,4.559707642E-2,5.235612692E-2
8.969737270E-1,2.881154418E-3,-5.089092255E-2,2.878761292E-2,5.853984716E-2
9.019480920E-1,-3.728500009E-2,-2.206707001E-2,4.752731323E-2,6.431152551E-2
9.069224570E-1,2.440759540E-2,2.068042755E-2,7.096290588E-3,3.276840150E-2
9.119273400E-1,-4.023447633E-3,-2.896785736E-2,4.964685440E-2,5.762061300E-2
9.169017050E-1,-3.911703825E-3,1.385784149E-2,9.222984314E-3,1.709984319E-2
9.218760700E-1,-1.798972487E-2,-7.428169250E-3,8.241748810E-2,8.468441559E-2
9.268504360E-1,-2.012242377E-2,3.283786774E-2,2.045059204E-2,4.360578185E-2
9.318248010E-1,1.551729441E-2,6.693840027E-3,3.876209259E-3,1.733836550E-2
9.367991660E-1,-5.747854710E-3,1.855659485E-2,7.716655731E-2,7.957425849E-2
9.417735310E-1,3.805980086E-3,-2.707481384E-3,2.712297440E-2,2.752220340E-2
9.468089320E-1,3.726854920E-3,4.512786865E-3,3.439903259E-3,6.788786881E-3
9.517222620E-1,6.004765630E-3,2.347183228E-2,6.729125977E-2,7.151991164E-2
9.566966270E-1,-1.293675601E-2,4.461574554E-2,3.852510452E-2,6.034988057E-2
9.616709920E-1,-5.734473467E-3,6.549835205E-3,5.010175705E-2,5.085243934E-2
9.666148400E-1,5.097453296E-2,-4.298305511E-2,2.592086792E-3,6.672829199E-2
9.716197230E-1,9.970366955E-4,-3.546810150E-2,-9.137153625E-3,3.663970364E-2
9.765940880E-1,5.708336830E-3,-3.277778625E-2,7.360363007E-2,8.077414648E-2
9.815684530E-1,-8.489623666E-3,2.420330048E-2,-1.087040901E-1,1.116890893E-1
9.865428190E-1,8.157894015E-3,7.572174072E-3,2.687168121E-2,2.908567184E-2
9.915171840E-1,-3.432203829E-2,2.902984619E-3,5.039787292E-2,6.104404334E-2
9.964915490E-1,8.517473936E-3,-6.447792053E-3,-1.125097275E-2,1.551469537E-2
1.001465914E0,1.408681273E-3,2.438831329E-2,2.673196793E-2,3.621287502E-2
1.006470797E0,1.090338826E-2,-8.767127991E-3,3.135108948E-2,3.433128632E-2
1.011445162E0,-1.276011765E-2,5.563735962E-3,7.603645325E-3,1.586162610E-2
1.016419527E0,-2.210870385E-2,1.739406586E-2,-1.361036301E-2,3.125044470E-2
1.021393893E0,3.710252047E-2,-1.102352142E-2,-2.287054062E-2,4.495749857E-2
1.026368258E0,8.545339108E-3,-4.392528534E-2,9.932518005E-4,4.475980409E-2
1.031342623E0,1.565964520E-2,2.261161804E-2,-1.308488846E-2,3.045856307E-2
1.036316988E0,-1.512512565E-2,-8.189201355E-3,-1.760339737E-2,2.461121784E-2
1.041291354E0,8.594021201E-3,-5.706787109E-3,-8.640289307E-4,1.035235072E-2
1.046265719E0,-3.631541133E-2,-8.840560913E-4,-2.439355850E-2,4.375655781E-2
1.051240084E0,-1.003409922E-2,1.572132111E-2,-3.825998306E-2,4.256370976E-2
1.056214449E0,-4.899501801E-4,3.842353821E-3,-4.824161530E-3,6.186781758E-3
1.061188815E0,9.020164609E-3,3.866195679E-3,-1.651811600E-2,1.921351073E-2
1.066163180E0,-2.163867652E-2,2.989578247E-2,5.927658081E-2,6.982623550E-2
1.071137545E0,1.879467070E-2,3.756523132E-3,-6.859445572E-2,7.122183983E-2
1.076111910E0,2.582375705E-2,-5.661964417E-3,3.590917587E-2,4.459140255E-2
1.081086276E0,2.061560750E-3,8.603096008E-3,-7.054710388E-2,7.109962841E-2
1.086060641E0,4.437938333E-3,-2.444171906E-2,2.691698074E-2,3.662808730E-2
1.091035006E0,-1.681119204E-2,8.903503418E-3,8.346605301E-2,8.560648664E-2
1.096009371E0,1.404903829E-2,1.836585999E-2,4.276132584E-2,4.861287152E-2
1.100983736E0,1.166987419E-2,-1.708030701E-2,-2.826786041E-2,3.502848531E-2
1.105958102E0,-4.965315759E-2,2.802848816E-2,3.584623337E-2,6.734971903E-2
1.110962985E0,2.638784051E-2,4.285812378E-3,4.038953781E-2,4.843553529E-2
1.115937350E0,-1.627819240E-2,4.919624329E-2,2.837085724E-2,5.907753754E-2
1.120911715E0,7.832397521E-2,4.011154175E-3,1.406621933E-2,7.967805831E-2
1.125886080E0,1.631605625E-2,3.946113586E-2,-2.480030060E-3,4.277318651E-2
1.130860445E0,-2.705797553E-3,-3.158950806E-2,2.193450928E-5,3.170518634E-2
1.135834811E0,1.622511446E-2,1.816749573E-3,-4.706907272E-2,4.982020198E-2
1.140809176E0,-1.925471425E-2,-4.634857178E-4,3.014087677E-3,1.949470606E-2
1.145783541E0,-4.497723281E-2,9.098052979E-3,2.437877655E-2,5.196201291E-2
1.150757906E0,-3.033608198E-2,-1.444816589E-2,-3.230857849E-2,4.661407096E-2
1.155732272E0,2.669364214E-2,-7.150650024E-3,2.001094818E-2,3.411920828E-2
1.160706637E0,2.969563007E-3,-3.772354126E-2,1.028060913E-3,3.785420424E-2
1.165681002E0,2.193854749E-2,1.929950714E-2,-5.993843079E-3,2.982778900E-2
1.170655367E0,5.341142416E-3,-6.771087646E-3,-4.600524902E-2,4.680660603E-2
1.175629733E0,3.601716459E-2,-1.138114929E-2,-5.027532578E-2,6.288382213E-2
1.180604098E0,-2.799034119E-2,5.702972412E-4,-2.382278442E-2,3.676016181E-2
1.185578463E0,-4.068106413E-3,-1.588344574E-2,6.381034851E-2,6.588318386E-2
1.190552828E0,2.200119197E-2,-2.275753021E-2,-2.721786499E-3,3.177051701E-2
1.195527194E0,-1.723796129E-3,2.233791351E-2,2.569675446E-2,3.409218448E-2
1.200501559E0,4.795172811E-2,3.401088715E-2,2.555179596E-2,6.410150505E-2
1.205475924E0,1.225879788E-2,-1.814842224E-2,-7.639884949E-3,2.319506839E-2
1.210450289E0,7.524803281E-3,-7.457542419E-2,3.972959518E-2,8.483252496E-2
1.215424654E0,-1.135864854E-2,2.054309845E-2,-6.365776062E-4,2.348282397E-2
1.220429537E0,7.710054517E-3,-7.898330688E-3,-2.180719376E-2,2.444140478E-2
1.225373385E0,-1.825168729E-2,-1.249790192E-2,-2.391767502E-2,3.257877867E-2
1.230347750E0,-1.466810703E-3,1.124763489E-2,1.173305511E-2,1.631947936E-2
1.235322115E0,1.755902171E-2,-2.421855927E-2,-9.454774857E-2,9.916720534E-2
1.240296481E0,-1.561667025E-2,-7.438659668E-3,4.086065292E-2,4.437124074E-2
1.245270846E0,8.122786880E-3,-1.912403107E-2,-6.563472748E-2,6.884493941E-2
1.250306246E0,1.045081019E-2,2.337455750E-3,-1.780557632E-2,2.077791331E-2
1.255219576E0,-6.151035428E-3,-1.417064667E-2,-3.885793686E-2,4.181604621E-2
1.260224459E0,4.352167249E-2,-2.253532410E-3,7.004547119E-2,8.249595395E-2
1.265198824E0,1.964847744E-2,-2.218246460E-3,-8.417606354E-3,2.149044857E-2
1.270173190E0,5.456060171E-3,4.740905762E-2,2.710390091E-2,5.488177094E-2
1.275147555E0,7.900297642E-3,-2.521514893E-3,-2.265119553E-2,2.412155465E-2
1.280121920E0,8.419752121E-4,-1.190662384E-2,8.268356323E-3,1.452041080E-2
1.285096285E0,3.315404058E-3,-2.597427368E-2,-2.721595764E-2,3.776722319E-2
1.290070651E0,2.227231860E-2,3.561401367E-2,4.618215561E-2,6.242760321E-2
1.295045016E0,-4.159928858E-2,-1.659870148E-2,8.048057556E-3,4.550592194E-2
1.300019381E0,-1.284272969E-2,-2.302169800E-3,2.213668823E-2,2.569569337E-2
1.304993746E0,-2.915628254E-2,7.154464722E-3,3.059864044E-3,3.017677824E-2
1.309968111E0,1.130506396E-2,-1.415443420E-2,2.191162109E-2,2.843011815E-2
1.314942477E0,3.021012247E-2,1.029968262E-4,-2.551460266E-2,3.954310378E-2
1.319916842E0,1.831580698E-2,2.366447449E-2,4.073524475E-2,5.054538855E-2
1.324891207E0,2.772025764E-2,4.539489746E-3,7.290363312E-3,2.902014900E-2
1.329865572E0,1.575598121E-2,1.864147186E-2,-2.244472504E-3,2.451108063E-2
1.334839938E0,4.640693963E-2,6.660461426E-3,-2.114248276E-2,5.142927541E-2
1.339814303E0,-1.287890971E-2,-7.581710815E-3,3.565454483E-2,3.865999510E-2
1.344788668E0,2.276585996E-2,4.260063171E-3,-9.526252747E-3,2.504360217E-2
1.349763033E0,1.092265546E-2,2.306556702E-2,-3.783321381E-2,4.563635449E-2
1.354737399E0,-2.206183970E-2,-3.620433807E-2,2.377223969E-2,4.860656587E-2
1.359711764E0,-7.600456476E-3,1.596641541E-2,3.293371201E-2,3.738078044E-2
1.364686129E0,-1.221464574E-2,-2.670097351E-2,1.914978027E-3,2.942459342E-2
1.369660494E0,-3.095391393E-2,-2.917289734E-3,1.364421844E-2,3.395320403E-2
1.374634860E0,-6.925553083E-3,-2.658081055E-2,3.466701508E-2,4.423013350E-2
1.379609225E0,3.344698250E-2,1.606845856E-2,-3.652238846E-2,5.206515973E-2
1.384583590E0,-3.989455104E-2,8.830070496E-3,4.636907578E-2,6.180320814E-2
1.389557955E0,6.361305714E-4,3.942012787E-2,6.483602524E-2,7.588189054E-2
1.394532320E0,-2.290578187E-2,-1.048374176E-2,7.636070251E-3,2.632286559E-2
1.399506686E0,3.164707124E-2,-1.038074493E-2,-4.670190811E-2,5.736170504E-2
1.404481051E0,-6.316184998E-3,-8.163452148E-4,2.454757690E-2,2.536028676E-2
1.409455416E0,-1.453414559E-3,-7.895469666E-3,-1.343297958E-2,1.564914680E-2
1.414429781E0,1.028299332E-3,4.169845581E-2,3.383159637E-2,5.370656878E-2
1.419434664E0,-1.225665212E-3,-1.058483124E-2,5.006694794E-2,5.118828170E-2
1.424378512E0,-1.096338034E-3,-2.702426910E-2,-1.409149170E-2,3.049726571E-2
1.429352877E0,-3.282606602E-3,-5.537033081E-3,-2.339839935E-2,2.426766024E-2
1.434357760E0,1.579006016E-2,-1.017475128E-2,1.933002472E-2,2.695369027E-2
1.439332125E0,-3.613950312E-2,8.790969849E-3,2.860403061E-2,4.692052220E-2
1.444306490E0,6.785809994E-3,4.410266876E-2,-2.354621887E-3,4.468374261E-2
1.449280856E0,-3.090541065E-2,-8.239746094E-3,2.829408646E-2,4.270354963E-2
1.454255221E0,-1.875643432E-2,-1.293659210E-2,3.508234024E-2,4.183216275E-2
1.459229586E0,-2.797363698E-2,1.075267792E-2,1.710414886E-3,3.001782750E-2
1.464203951E0,2.990245819E-3,8.277893066E-3,7.484197617E-2,7.535772343E-2
1.469178317E0,-1.590083539E-2,-3.196525574E-2,-7.927513123E-2,8.694343317E-2
1.474152682E0,-2.280116081E-2,-2.466201782E-2,-7.395172119E-2,8.122170353E-2
1.479127047E0,-6.063714623E-3,1.464843750E-3,2.575063705E-2,2.649546586E-2
1.484101412E0,5.301409960E-2,-3.334045410E-3,-1.703739166E-2,5.578425701E-2
1.489075777E0,6.988793612E-4,1.553344727E-2,-1.695394516E-2,2.300462286E-2
1.494050143E0,3.848066926E-2,-8.226394653E-3,-2.681732178E-3,3.944143967E-2
1.499024508E0,-4.920758307E-2,-1.292419434E-2,6.810092926E-2,8.500680912E-2
1.503998873E0,1.018908620E-2,-3.644752502E-2,1.406669617E-3,3.787107442E-2
1.508973238E0,-1.113699377E-2,-3.100395203E-3,-3.165864944E-2,3.370334056E-2
1.513947604E0,2.207280695E-2,-5.458831787E-3,-7.400512695E-4,2.274984236E-2
1.518921969E0,-4.648377001E-2,2.995109558E-2,1.101064682E-2,5.638300581E-2
1.523896334E0,-1.533144712E-2,3.909969330E-2,4.154777527E-2,5.907670367E-2
1.528870699E0,-5.683377385E-3,-1.788425446E-2,1.050662994E-2,2.150666429E-2
1.533845065E0,-1.973585784E-2,3.524780273E-3,5.716323853E-3,2.084717053E-2
1.538819430E0,-6.433725357E-4,-1.537322998E-2,9.660720825E-4,1.541698490E-2
1.543824313E0,-1.709249616E-2,6.015777588E-3,8.058547974E-3,1.983136910E-2
1.548768160E0,2.088756859E-2,2.720737457E-2,1.506662369E-2,3.746378121E-2
1.553834078E0,-4.066270590E-2,-2.027606964E-2,8.806133270E-2,9.909274932E-2
1.558747408E0,-3.564971685E-2,2.703952789E-2,-4.814147949E-3,4.500238217E-2
1.563721774E0,-2.827849984E-2,3.147029877E-2,3.527259827E-2,5.508365861E-2
1.568696139E0,3.165006638E-4,4.758834839E-4,3.728151321E-2,3.728589365E-2
1.573670504E0,2.732738853E-3,2.827644348E-3,7.001161575E-2,7.012196357E-2
1.578644869E0,-1.902103424E-3,-1.372432709E-2,4.109477997E-2,4.336768488E-2
1.583619235E0,-2.773816884E-2,-1.363372803E-2,-8.851528168E-3,3.215018042E-2
1.588593600E0,3.155606985E-2,2.188396454E-2,2.190351486E-2,4.420924577E-2
1.593567965E0,7.666379213E-3,5.172729492E-3,2.830982208E-3,9.671864397E-3
1.598542330E0,1.942388713E-2,-4.337310791E-3,2.775192261E-3,2.009480899E-2
1.603516695E0,-3.024601936E-2,1.221847534E-2,-2.322149277E-2,4.004186001E-2
1.608491061E0,-1.342670619E-2,-2.327632904E-2,5.252885818E-2,5.900292260E-2
1.613465426E0,1.031452417E-2,1.940345764E-2,1.431655884E-2,2.622684568E-2
1.618439791E0,1.263850927E-2,-4.387855530E-3,-7.079124451E-3,1.513602312E-2
1.623414156E0,-1.809036732E-2,3.252029419E-4,-4.012632370E-2,4.401691721E-2
1.628388522E0,4.583396018E-2,-2.568912506E-2,6.637525558E-2,8.465434192E-2
1.633362887E0,-1.115183532E-2,4.059696198E-2,4.416465759E-3,4.233180746E-2
1.638337252E0,-8.649334311E-3,1.192855835E-2,3.506088257E-2,3.803113165E-2
1.643311617E0,-6.218388677E-3,9.503364563E-3,2.065038681E-2,2.356736666E-2
1.648316500E0,5.634635687E-3,-1.178550720E-2,3.940820694E-2,4.151691310E-2
1.653260348E0,-8.532181382E-3,-1.167201996E-2,8.631038666E-2,8.751295341E-2
1.658234713E0,8.081182837E-3,2.603530884E-3,5.492353439E-2,5.557588073E-2
1.663209078E0,9.452104568E-4,1.673984528E-2,-6.356906891E-2,6.574300240E-2
1.668183444E0,-2.733127773E-2,-4.477882385E-2,-2.763938904E-2,5.929652295E-2
1.673127291E0,-2.937604487E-2,-1.604366302E-2,5.289316177E-2,6.259423055E-2
1.678132174E0,1.579686999E-3,-2.057552338E-2,-4.130363464E-3,2.104536708E-2
1.683076022E0,2.275975049E-2,-1.799011230E-2,3.374242783E-2,4.449945863E-2
1.688080904E0,-1.289623976E-2,1.762199402E-2,5.204677582E-3,2.244852650E-2
1.693055270E0,-1.044082642E-2,-2.968215942E-2,3.355693817E-2,4.600119068E-2
1.697999117E0,1.795518398E-2,2.727127075E-2,2.862453461E-2,4.342205455E-2
1.703004000E0,-3.416481614E-2,5.852699280E-3,3.317689896E-2,4.798119814E-2
1.708008883E0,-5.274680257E-2,-2.718925476E-2,-7.724761963E-5,5.934211593E-2
1.712952731E0,9.065270424E-3,1.324081421E-2,-9.424209595E-3,1.860951411E-2
1.717957613E0,1.838502288E-2,8.483886719E-3,4.268312454E-2,4.724229589E-2
1.722931979E0,-1.250222325E-2,-1.513767242E-2,4.239845276E-2,4.672347921E-2
1.727906344E0,-1.951232553E-2,6.287574768E-3,-9.817600250E-3,2.272993002E-2
1.732880709E0,-1.462137699E-2,-5.533218384E-3,7.528781891E-2,7.689380240E-2
1.737855074E0,-2.633501589E-2,-5.473136902E-3,1.566600800E-2,3.112735286E-2
1.742829440E0,2.158612013E-3,3.237533569E-2,2.502250671E-2,4.097496564E-2
1.747803805E0,6.834894419E-3,4.158306122E-2,2.721929550E-2,5.016728824E-2
1.752778170E0,-4.520690441E-2,8.223533630E-3,3.884029388E-2,6.016526524E-2
1.757752535E0,1.410034299E-2,8.208274841E-3,1.262044907E-2,2.062695283E-2
1.762726901E0,6.858140230E-3,3.451347351E-3,2.200078964E-2,2.330194479E-2
1.767701266E0,3.985126317E-2,1.095771790E-3,4.310560226E-2,5.871470717E-2
1.772675631E0,1.732796431E-3,-2.952766418E-2,4.756212234E-2,5.600929403E-2
1.777649996E0,-2.428573370E-2,-3.242492676E-3,4.911422729E-5,2.450128634E-2
1.782624361E0,3.489284217E-2,-3.859043121E-2,4.730367661E-2,7.031621176E-2
1.787598727E0,-2.676478028E-2,-2.411174774E-2,-9.751319885E-3,3.732047806E-2
1.792573092E0,-1.468107104E-2,6.791114807E-3,2.150058746E-3,1.631796065E-2
1.797547457E0,2.008795738E-3,-1.445484161E-2,9.283065796E-3,1.729604050E-2
1.802521822E0,-2.397580445E-2,3.765296936E-2,-1.664161682E-4,4.463869392E-2
1.807496188E0,-4.878863692E-3,-2.735137939E-3,-2.606248856E-2,2.665591117E-2
1.812470553E0,9.338110685E-3,1.150512695E-2,2.143478394E-2,2.605797804E-2
1.817444918E0,-2.381995320E-2,-9.781837463E-3,2.604722977E-2,3.662693945E-2
1.822419283E0,2.286747098E-3,-2.851200104E-2,-2.401828766E-3,2.870421915E-2
1.827393649E0,6.911233068E-3,-4.234504700E-2,1.898384094E-2,4.691752726E-2
1.832368014E0,3.750889003E-2,-1.789093018E-3,1.892089844E-2,4.204899622E-2
1.837342379E0,-2.905368805E-3,1.952457428E-2,6.368255615E-2,6.667171909E-2
1.842316744E0,1.600006223E-2,2.177524567E-2,1.128768921E-2,2.928438565E-2
1.847291110E0,1.110264659E-2,9.863853455E-3,2.781152725E-2,3.152848576E-2
1.852265475E0,6.236881018E-3,-2.319240570E-2,-2.425718307E-2,3.413498642E-2
1.857300875E0,-1.036626101E-2,3.022193909E-3,1.850557327E-2,2.142543501E-2
1.862214205E0,2.981778979E-2,7.791519165E-3,-9.881496429E-3,3.236436823E-2
1.867188570E0,8.266925812E-3,-2.520847321E-2,-2.117156982E-4,2.653024703E-2
1.872162936E0,1.084104180E-3,-3.640174866E-3,4.714679718E-2,4.729954164E-2
1.877137301E0,-1.548129320E-2,5.077743530E-2,3.271150589E-2,6.235431816E-2
1.882111666E0,-5.942597985E-3,1.504039764E-2,6.593227386E-3,1.746421139E-2
1.887086031E0,3.418432176E-2,8.258819580E-4,-2.169322968E-2,4.049501388E-2
