"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.103198400E-1,1.352801919E-3,4.383277893E-2,-4.266500473E-2,6.118370053E-2
5.153247220E-1,6.381422281E-3,1.295280457E-2,-1.354684830E-1,1.362358528E-1
5.202990880E-1,-5.014777184E-3,-4.089260101E-2,-5.337715149E-2,6.742753969E-2
5.253039700E-1,-4.506319761E-3,-2.593898773E-2,-4.990196228E-2,5.642112939E-2
5.303088530E-1,7.637932897E-3,2.159404755E-2,-1.028380394E-1,1.053579767E-1
5.353137360E-1,1.021048427E-2,2.617931366E-2,-1.269326210E-1,1.300057719E-1
5.402881010E-1,8.157745004E-3,-1.623249054E-2,-9.439373016E-2,9.612605706E-2
5.452929840E-1,-3.191590309E-3,9.994506836E-3,-8.112955093E-2,8.180513707E-2
5.502978670E-1,4.390522838E-3,-5.573844910E-2,-1.411581039E-2,5.766547929E-2
5.552722320E-1,-9.305536747E-3,2.732276917E-2,-8.188343048E-2,8.682178826E-2
5.603381500E-1,-1.342678070E-2,-1.101493835E-3,-1.417117119E-1,1.423506270E-1
5.652819980E-1,-2.450382710E-2,-2.208614349E-2,-9.270000458E-2,9.839474643E-2
5.702868810E-1,4.525557160E-3,1.121711731E-2,-3.026819229E-2,3.259551891E-2
5.752612460E-1,-9.102612734E-3,1.822566986E-2,-9.321165085E-2,9.541197228E-2
5.802661290E-1,-8.435070515E-3,8.717536926E-3,-8.249092102E-2,8.337804217E-2
5.852710110E-1,2.982372046E-2,-4.300022125E-2,-9.074592590E-2,1.047535030E-1
5.902453770E-1,-3.116407990E-2,-1.656341553E-2,3.736925125E-2,5.140046254E-2
5.952502590E-1,7.366582751E-3,-2.338981628E-2,-7.123279572E-2,7.533565711E-2
6.002551420E-1,2.899228036E-2,1.221275330E-2,-5.622386932E-2,6.442691321E-2
6.052600250E-1,-3.726497293E-3,-1.609134674E-2,-2.020740509E-2,2.609899313E-2
6.102343900E-1,2.507737279E-2,5.354881287E-3,-9.515333176E-2,9.854798792E-2
6.152392730E-1,1.824264228E-2,1.478958130E-2,-8.219003677E-2,8.547940019E-2
6.202441560E-1,-2.537965775E-3,-1.352882385E-2,-6.938791275E-2,7.074003662E-2
6.252490390E-1,-2.300263941E-2,-2.740764618E-2,-2.616882324E-3,3.587685273E-2
6.302234040E-1,-2.209278941E-2,3.653430939E-2,-5.192518234E-2,6.722404085E-2
6.352282870E-1,-1.889251173E-2,3.260612488E-3,-4.419469833E-2,4.817395514E-2
6.402026520E-1,-1.338814199E-2,8.021354675E-3,-2.478218079E-2,2.928721498E-2
6.452075350E-1,-4.091008008E-2,3.293037415E-3,-1.280431747E-1,1.344601552E-1
6.502124180E-1,2.465769649E-3,2.447605133E-2,-5.129861832E-2,5.689204997E-2
6.552173000E-1,-2.763701975E-2,-2.521610260E-2,-8.841991425E-2,9.600905127E-2
6.602221830E-1,-2.680698037E-2,1.277923584E-2,-7.096290588E-2,7.692630939E-2
6.651965480E-1,-4.252621531E-2,5.622863770E-3,-6.547307968E-2,7.827400430E-2
6.702014310E-1,-6.286236644E-2,7.944107056E-3,-9.776401520E-2,1.165014533E-1
6.752063140E-1,-5.235761404E-2,2.907276154E-2,-1.431226730E-2,6.157423330E-2
6.801806790E-1,5.204826593E-3,1.933956146E-2,2.585506439E-2,3.270463594E-2
6.851855620E-1,-2.027013898E-2,-2.330780029E-2,-1.452684402E-2,3.413445892E-2
6.901904450E-1,-3.607320786E-2,-1.861572266E-3,2.331447601E-2,4.299193608E-2
6.951953280E-1,-2.579200268E-2,-1.362419128E-2,-9.923458099E-3,3.081105339E-2
7.001696930E-1,-6.212532520E-3,-2.529430389E-2,-4.050779343E-2,4.815889013E-2
7.051745760E-1,-4.578721523E-2,1.031398773E-2,1.644992828E-2,4.973376682E-2
7.101794590E-1,-7.139384747E-3,1.257705688E-2,-3.558826447E-2,3.841455118E-2
7.151843410E-1,-2.541565895E-2,5.389213562E-3,-5.884313583E-2,6.432351030E-2
7.201587070E-1,-6.002247334E-2,-6.445884705E-3,-1.114082336E-2,6.138700742E-2
7.251635900E-1,-4.244768620E-2,5.392074585E-3,3.137731552E-2,5.306049812E-2
7.301379550E-1,7.973074913E-3,-1.767158508E-3,2.631139755E-2,2.754963546E-2
7.351428380E-1,-4.111289978E-2,-1.591873169E-2,-3.057432175E-2,5.365133453E-2
7.401477200E-1,-4.496055841E-2,-4.169845581E-2,-6.694793701E-3,6.168495191E-2
7.451526030E-1,-6.294682622E-2,8.241653442E-3,-3.021001816E-2,7.030556862E-2
7.501574860E-1,-4.303005338E-2,3.436088562E-3,-3.469610214E-2,5.538241329E-2
7.551318510E-1,-4.452973604E-2,-6.743335724E-2,-2.739906311E-2,8.532797736E-2
7.601367340E-1,-3.183871508E-2,-6.692123413E-2,-1.317024231E-3,7.412077919E-2
7.651416170E-1,-4.520329833E-2,1.147556305E-2,-4.859113693E-2,6.735076329E-2
7.701159820E-1,-2.777436376E-2,-2.856254578E-3,-1.996803284E-2,3.432631363E-2
7.751208650E-1,-1.120262146E-1,-5.874633789E-4,3.668212891E-2,1.178804329E-1
7.801257480E-1,-5.164140463E-2,-5.498695374E-2,8.053779602E-4,7.543903755E-2
7.851001130E-1,-4.362693429E-2,9.072303772E-3,-1.750469208E-3,4.459462113E-2
7.901049960E-1,-3.323024511E-2,-7.680892944E-3,-1.847743988E-2,3.878996122E-2
7.951098790E-1,-6.307542324E-2,-3.135776520E-2,2.869606018E-2,7.606104341E-2
8.001147610E-1,-1.962077618E-2,8.897781372E-3,2.118778229E-2,3.021700663E-2
8.051196440E-1,-8.520904183E-2,-7.834434509E-3,1.374626160E-2,8.666555765E-2
8.100940090E-1,-8.179727197E-2,-1.734542847E-2,1.108884811E-2,8.434820770E-2
8.150988920E-1,-3.587758541E-2,1.098918915E-2,-5.715370178E-3,3.795561710E-2
8.200732570E-1,-5.396321416E-2,-5.682945251E-3,2.256870270E-2,5.876793931E-2
8.250781400E-1,-7.652506232E-2,3.449916840E-2,1.120567322E-3,8.394958877E-2
8.300830230E-1,-2.345588803E-2,3.510475159E-3,-2.725219727E-2,3.612733557E-2
8.350879060E-1,-4.889345169E-2,2.941226959E-2,-3.888559341E-2,6.904882762E-2
8.400927890E-1,-8.361300826E-2,-2.516174316E-2,-8.502006531E-4,8.732108171E-2
8.450671540E-1,-3.529453278E-2,-3.722190857E-3,2.036809921E-2,4.091965560E-2
8.500720370E-1,-3.214031458E-2,-3.205204010E-2,-1.527214050E-2,4.789124525E-2
8.550769200E-1,-6.453806162E-2,-3.555297852E-3,7.205867767E-2,9.680007525E-2
8.600818020E-1,-7.316669822E-2,-1.546669006E-2,-3.259181976E-2,8.157702461E-2
8.651172030E-1,-4.867383838E-2,-1.547622681E-2,6.663656235E-2,8.395884456E-2
8.700610500E-1,-5.499777198E-2,-1.070308685E-2,3.528404236E-2,6.621385532E-2
8.750659330E-1,-5.882373452E-2,-1.537227631E-2,-2.842426300E-3,6.086557327E-2
8.800402980E-1,-3.195306659E-2,-5.859375000E-3,2.069902420E-2,3.851986945E-2
8.850451810E-1,-1.950696111E-2,-1.060867310E-2,-4.332160950E-2,4.868087228E-2
8.900500640E-1,-4.019233584E-2,1.302814484E-2,7.261896133E-2,8.401589114E-2
8.950549470E-1,-7.480329275E-2,3.884983063E-2,6.723022461E-2,1.078181109E-1
9.000293120E-1,-4.547363520E-2,-1.822280884E-2,5.001020432E-2,7.000673393E-2
9.050341950E-1,-4.247251153E-2,6.361007690E-4,2.575302124E-2,4.967430888E-2
9.100390780E-1,7.048249245E-4,7.536888123E-3,4.057407379E-3,8.588597987E-3
9.150439610E-1,-5.988687277E-3,-3.513145447E-2,5.343389511E-2,6.422822289E-2
9.200183260E-1,-5.987691879E-2,9.935379028E-3,8.027076721E-3,6.122410572E-2
9.250232090E-1,-4.726997018E-2,-3.743743896E-2,5.269908905E-2,8.008249436E-2
9.299975740E-1,-2.768799663E-2,5.645751953E-4,3.562545776E-2,4.512335474E-2
9.349719390E-1,-3.893089294E-2,-1.840209961E-2,4.466009140E-2,6.203849982E-2
9.399768220E-1,-2.642679214E-2,-4.427242279E-2,3.003787994E-2,5.967157610E-2
9.449817050E-1,2.532005310E-3,9.088516235E-4,1.083946228E-2,1.116830357E-2
9.499865880E-1,-4.435425997E-2,1.266574860E-2,-5.836963654E-3,4.649507188E-2
9.549914700E-1,-5.082681775E-2,1.722240448E-2,4.605913162E-2,7.072071991E-2
9.599658360E-1,-6.434872746E-2,1.702022552E-2,7.155895233E-2,9.772988520E-2
9.649707180E-1,-3.291141987E-2,1.451873779E-2,5.443191528E-2,6.524407028E-2
9.699756010E-1,-5.136442184E-2,-3.279590607E-2,5.871725082E-2,8.462618289E-2
9.750110020E-1,-3.430038691E-2,-1.364135742E-2,2.753353119E-2,4.605104248E-2
9.799853670E-1,-5.516880751E-2,-2.059268951E-2,8.161592484E-2,1.006420159E-1
9.849902500E-1,-1.685425639E-2,1.504421234E-2,5.467414856E-3,2.324407255E-2
9.899646150E-1,-1.184701920E-2,5.533218384E-3,4.089641571E-2,4.293582639E-2
9.949694980E-1,-2.104398608E-2,7.904052734E-3,6.422853470E-2,6.804871835E-2
9.999743810E-1,-5.147546530E-2,5.748653412E-2,9.919691086E-2,1.256759812E-1
1.004979263E0,-3.913787007E-2,-1.375198364E-2,-1.486778259E-2,4.406745837E-2
1.009953629E0,-5.279895663E-2,2.418994904E-2,1.128911972E-2,5.916356717E-2
1.014958511E0,-3.086537123E-2,5.164146423E-3,2.306461334E-2,3.887564711E-2
1.019963394E0,-1.855650544E-2,-1.372337341E-2,8.664894104E-2,8.967002763E-2
1.024937759E0,-2.288106084E-2,4.070281982E-2,-2.972555161E-2,5.535224390E-2
1.029942642E0,8.183658123E-3,2.151584625E-2,1.248359680E-3,2.305346616E-2
1.034947525E0,-1.299941540E-2,9.588241577E-3,7.920122147E-2,8.083163155E-2
1.039921890E0,-3.400161862E-2,-9.361267090E-3,2.426290512E-2,4.280691481E-2
1.044896256E0,-2.879193425E-2,1.193809509E-2,-3.263092041E-2,4.512505467E-2
1.049901138E0,-1.416191459E-2,4.733085632E-3,-1.351404190E-2,2.013929624E-2
1.054906021E0,9.722948074E-3,9.410858154E-3,7.495880127E-4,1.355218996E-2
1.059880386E0,1.919931173E-2,1.877021790E-2,7.319450378E-4,2.686020094E-2
1.064885269E0,-2.812203765E-2,1.152610779E-2,6.681251526E-2,7.340035666E-2
1.069920670E0,-1.130282879E-2,-9.819030762E-3,-3.761672974E-2,4.048685787E-2
1.074895035E0,-1.585838199E-2,-2.677917480E-3,-1.609039307E-2,2.274995100E-2
1.079899918E0,-2.272167802E-2,-3.806781769E-2,-2.068567276E-2,4.892167672E-2
1.084904800E0,-3.547012806E-3,-9.347915649E-3,1.970911026E-2,2.210008720E-2
1.089879166E0,-5.797564983E-3,-2.093315125E-3,-8.663177490E-3,1.063223270E-2
1.094884048E0,-3.406104445E-2,3.340816498E-2,-1.793813705E-2,5.097094268E-2
1.099888931E0,-3.856959939E-2,-1.164627075E-2,1.063585281E-2,4.166978503E-2
1.104893814E0,-3.121769428E-2,2.748489380E-3,-7.425975800E-2,8.060155264E-2
1.109868179E0,-3.092852235E-2,4.300880432E-2,-3.331756592E-2,6.258107495E-2
1.114873062E0,-1.641786098E-2,2.355575562E-4,-9.343624115E-3,1.889192839E-2
1.119877945E0,-2.801427245E-2,-6.793975830E-3,-6.821393967E-2,7.405470365E-2
1.124882828E0,7.642537355E-3,1.220226288E-2,-1.092338562E-2,1.807274052E-2
1.129857193E0,1.940250397E-2,1.215648651E-2,-1.548385620E-2,2.764031706E-2
1.134862076E0,1.454076171E-2,1.921272278E-2,2.251005173E-2,3.297370007E-2
1.139866959E0,-2.573490143E-2,-1.630020142E-2,-7.438945770E-2,8.038515494E-2
1.144841324E0,2.801179886E-3,2.161979675E-2,-4.542493820E-2,5.038538708E-2
1.149846207E0,-1.845207810E-2,-2.170562744E-3,-4.924774170E-3,1.922092427E-2
1.154851090E0,-2.539077401E-2,7.324218750E-3,-2.608489990E-2,3.713162517E-2
1.159855972E0,-2.521014214E-2,4.977226257E-3,-6.118059158E-2,6.635803519E-2
1.164830338E0,-1.088732481E-2,-2.803802490E-2,-1.572465897E-2,3.394008812E-2
1.169896256E0,1.745855808E-2,-1.120567322E-2,-3.674030304E-2,4.219263241E-2
1.174840103E0,-2.291157842E-2,-1.574134827E-2,1.089859009E-2,2.985816030E-2
1.179814468E0,3.149539232E-3,-8.396148682E-3,-1.970577240E-2,2.165022808E-2
1.184819351E0,1.718142629E-2,-2.707576752E-2,-5.201339722E-3,3.248618985E-2
1.189824234E0,1.455250382E-2,4.646301270E-2,-3.330707550E-2,5.899108572E-2
1.194829117E0,-2.197921276E-3,1.556491852E-2,-1.391696930E-2,2.099475127E-2
1.199803482E0,-6.960093975E-3,-5.634307861E-3,3.127574921E-2,3.253245797E-2
1.204808365E0,2.372008562E-2,3.469753265E-2,5.250453949E-3,4.235715407E-2
1.209813248E0,1.640152931E-2,-8.630752563E-4,1.482439041E-2,2.212504494E-2
1.214818131E0,4.453837872E-3,-3.140544891E-2,-1.817083359E-2,3.655568474E-2
1.219823013E0,1.852610707E-2,-5.933380127E-2,-4.380893707E-2,7.604564145E-2
1.224827896E0,6.529569626E-3,-6.771087646E-3,1.338481903E-2,1.635959315E-2
1.229802261E0,-2.180558443E-2,2.883911133E-3,-1.721668243E-2,2.793232196E-2
1.234776627E0,6.734222174E-3,-1.744270325E-3,-2.400732040E-2,2.499487268E-2
1.239781509E0,1.605173945E-2,1.961326599E-2,1.881027222E-2,3.156207983E-2
1.244786392E0,3.001293540E-2,1.956844330E-2,-5.673170090E-2,6.709833195E-2
1.249791275E0,2.974936366E-2,2.978324890E-3,-6.563663483E-3,3.061007572E-2
1.254765640E0,-2.481067181E-2,3.137588501E-2,6.952285767E-4,4.000623624E-2
1.259770523E0,8.363902569E-3,5.235671997E-4,-2.751159668E-2,2.875964083E-2
1.264775406E0,4.595810175E-2,3.126144409E-2,-1.776599884E-2,5.835285527E-2
1.269749771E0,3.141304851E-2,-7.282829285E-2,2.019643784E-2,8.184519507E-2
1.274754654E0,7.606917620E-2,-1.319217682E-2,-4.132795334E-2,8.757027363E-2
1.279759537E0,5.182591081E-2,1.523971558E-2,3.926897049E-2,6.678492349E-2
1.284764420E0,5.369025469E-2,1.748847961E-2,-4.601669312E-2,7.284247671E-2
1.289738785E0,3.423434496E-2,-2.273178101E-2,1.345539093E-2,4.324085785E-2
1.294743668E0,6.682643294E-2,-1.540660858E-2,-2.907085419E-2,7.448657793E-2
1.299718033E0,4.247468710E-2,1.076221466E-2,4.445075989E-2,6.241629886E-2
1.304722916E0,7.028257847E-2,-9.746551514E-4,-3.125238419E-2,7.692400345E-2
1.309727798E0,2.717912197E-2,-1.733207703E-2,-3.551101685E-2,4.795975274E-2
1.314732681E0,3.407752514E-2,2.782249451E-2,1.691865921E-2,4.713395750E-2
1.319737564E0,3.379663825E-2,2.777099609E-2,5.204200745E-3,4.405138688E-2
1.324711929E0,2.639088035E-2,3.477954865E-2,2.424860001E-2,4.994086675E-2
1.329716812E0,5.686140060E-2,-1.258182526E-2,4.310941696E-2,7.245649064E-2
1.334721695E0,1.630696654E-2,3.251361847E-2,-7.510089874E-2,8.344577602E-2
1.339696060E0,4.216560721E-2,-1.244831085E-2,4.847574234E-2,6.544307809E-2
1.344700943E0,6.547993422E-2,9.082794189E-3,5.812168121E-3,6.636188841E-2
1.349705826E0,4.140895605E-2,-7.314682007E-3,-5.535650253E-2,6.951653463E-2
1.354680191E0,4.583364725E-2,-3.302097321E-2,1.381254196E-2,5.815405581E-2
1.359685074E0,3.842443228E-2,-6.325244904E-2,-2.148199081E-2,7.706351429E-2
1.364689957E0,5.707424879E-2,1.152038574E-3,-4.601001740E-3,5.727098991E-2
1.369694840E0,1.894074678E-2,-1.049709320E-2,-6.719112396E-3,2.267349390E-2
1.374669205E0,4.013809562E-2,1.103782654E-2,1.719617844E-2,4.504008090E-2
1.379674088E0,3.278717399E-2,-1.015663147E-2,-4.013061523E-3,3.455807581E-2
1.384678970E0,5.627083778E-2,2.543926239E-2,2.919387817E-2,6.830699656E-2
1.389653336E0,6.551480293E-2,2.297019958E-2,-1.341915131E-2,7.070992218E-2
1.394658218E0,5.584469438E-2,1.342105865E-2,-3.770828247E-3,5.755843857E-2
1.399663101E0,3.673771024E-2,2.281665802E-2,5.775451660E-3,4.363043752E-2
1.404667984E0,1.293677092E-2,-3.276824951E-3,3.885126114E-2,4.107941231E-2
1.409672867E0,5.067762733E-2,6.274223328E-3,4.335021973E-2,6.698379909E-2
1.414647232E0,5.509060621E-2,2.516651154E-2,5.722570419E-2,8.332532278E-2
1.419652115E0,5.953344703E-2,1.323604584E-2,6.628894806E-2,9.007579508E-2
1.424656998E0,4.977589846E-2,8.526802063E-3,4.227972031E-2,6.586289676E-2
1.429661881E0,6.366500258E-2,-2.681064606E-2,7.515144348E-2,1.020773371E-1
1.434636246E0,8.216437697E-2,-1.934432983E-2,8.180856705E-2,1.175492645E-1
1.439641129E0,-3.339916468E-3,1.640701294E-2,3.886365891E-2,4.231700721E-2
1.444615494E0,4.169207811E-2,2.591323853E-2,2.462577820E-2,5.491952531E-2
1.449620377E0,7.217243314E-2,2.117919922E-2,1.523065567E-2,7.674237067E-2
1.454625259E0,-1.093754172E-2,1.176452637E-2,2.244091034E-2,2.759761505E-2
1.459630142E0,2.940455079E-2,6.866455078E-5,-1.761865616E-2,3.427899308E-2
1.464635025E0,6.709077954E-2,-1.152992249E-2,-2.901983261E-2,7.400177361E-2
1.469609390E0,6.913393736E-2,2.419853210E-2,1.870870590E-2,7.559818733E-2
1.474675308E0,4.527041316E-2,7.722854614E-3,-4.746437073E-3,4.616905301E-2
1.479588638E0,4.282659292E-2,3.146839142E-2,9.704589844E-3,5.402365948E-2
1.484593521E0,6.872084737E-2,7.789611816E-3,4.526138306E-2,8.265485897E-2
1.489598404E0,4.483315349E-2,1.029491425E-2,-3.747987747E-2,5.933580813E-2
1.494603287E0,4.486140609E-2,3.402614594E-2,-3.867626190E-3,5.643831053E-2
1.499608170E0,4.736158252E-2,8.008956909E-3,2.712821960E-2,5.516523532E-2
1.504582535E0,2.617207170E-2,-1.775264740E-2,2.486944199E-2,4.023211368E-2
1.509587418E0,2.634632587E-2,-3.169059753E-3,-5.692958832E-3,2.714003698E-2
1.514592300E0,3.829091787E-2,1.593208313E-2,6.385803223E-3,4.196193689E-2
1.519597183E0,5.015081167E-2,2.069091797E-2,8.894920349E-3,5.497579109E-2
1.524571548E0,5.487349629E-2,8.925437927E-3,-1.925563812E-2,5.883488453E-2
1.529576431E0,2.931237221E-3,1.142311096E-2,-5.425214767E-2,5.551914213E-2
1.534581314E0,2.456399798E-2,6.798744202E-3,-3.704833984E-2,4.496879368E-2
1.539555679E0,1.092493534E-3,1.873493195E-2,-2.707004547E-2,3.293901302E-2
1.544560562E0,-8.560717106E-4,1.404857635E-2,-5.373477936E-3,1.506551099E-2
1.549565445E0,-1.450532675E-2,-3.308868408E-2,9.058475494E-3,3.724676491E-2
1.554570328E0,4.513126612E-2,-1.894950867E-3,-4.031467438E-2,6.054498320E-2
1.559544693E0,3.815272450E-2,2.431678772E-2,-4.297256470E-3,4.544670467E-2
1.564549576E0,1.942306757E-2,2.196693420E-2,-2.289438248E-2,3.720153896E-2
1.569554459E0,5.276718736E-2,7.925033569E-4,-6.016826630E-2,8.003264579E-2
1.574559341E0,2.449926734E-2,-1.072311401E-2,6.579685211E-2,7.102411578E-2
1.579533707E0,2.481028438E-2,2.738761902E-2,-1.470947266E-2,3.977436954E-2
1.584538590E0,2.271556854E-2,2.975273132E-2,-4.027605057E-2,5.498529189E-2
1.589543472E0,3.008055687E-2,-1.505279541E-2,-1.598119736E-2,3.724010231E-2
1.594517838E0,1.849678159E-2,4.203796387E-2,-3.671598434E-2,5.879953096E-2
1.599522720E0,-7.145762444E-3,3.484058380E-2,-3.141117096E-2,4.745092056E-2
1.604527603E0,1.232159138E-2,1.586055756E-2,-5.452919006E-2,5.811033874E-2
1.609532486E0,9.999871254E-4,5.373287201E-2,-2.075242996E-2,5.760976356E-2
1.614506851E0,-3.098398447E-3,2.053260803E-2,-6.035995483E-2,6.383190592E-2
1.619511734E0,-2.421319485E-3,8.877754211E-3,-5.475711823E-2,5.552494308E-2
1.624516617E0,2.186128497E-2,3.034877777E-2,-1.617717743E-2,4.075125964E-2
1.629490982E0,-1.070126891E-2,4.455757141E-2,-2.749395370E-2,5.343979619E-2
1.634495865E0,-1.702803373E-2,6.695747375E-3,-1.277446747E-2,2.231533071E-2
1.639470230E0,1.446294785E-2,3.760433197E-2,-2.414608002E-2,4.697122336E-2
1.644475113E0,1.498845220E-2,-5.213165283E-2,-3.541994095E-2,6.478375678E-2
1.649479996E0,2.261686325E-2,-2.311229706E-2,1.002788544E-2,3.385645086E-2
1.654454361E0,-3.115180135E-2,-1.558017731E-2,-3.919124603E-3,3.505048059E-2
1.659459244E0,-4.229575396E-3,8.395195007E-3,-2.957630157E-2,3.103427496E-2
1.664464127E0,-3.893724084E-2,8.563995361E-3,-5.974197388E-2,7.182307556E-2
1.669469009E0,1.397413015E-2,4.048347473E-3,1.189756393E-2,1.879408041E-2
1.674443375E0,-1.995176077E-3,-1.225376129E-2,-2.803373337E-2,3.065983692E-2
1.679448257E0,-2.720397711E-2,1.167106628E-2,3.133296967E-3,2.976722541E-2
1.684453140E0,-7.346779108E-3,2.831649780E-2,5.056571960E-2,5.841824381E-2
1.689427506E0,-1.125961542E-2,1.179504395E-2,3.861427307E-2,4.191615543E-2
1.694432388E0,-5.627125502E-3,6.155014038E-2,3.861618042E-2,7.287862315E-2
1.699437271E0,-1.652517915E-2,1.886940002E-2,-2.034664154E-2,3.229739347E-2
1.704442154E0,-2.732175589E-2,1.431465149E-2,-1.272153854E-2,3.336502862E-2
1.709416519E0,1.621931791E-2,1.211643219E-2,-3.117752075E-2,3.717407703E-2
1.714421402E0,-3.264439106E-2,4.532527924E-2,-3.770256042E-2,6.739080255E-2
1.719426285E0,2.042320371E-2,3.578853607E-2,-3.706693649E-2,5.542458250E-2
1.724431168E0,4.000142217E-2,2.765655518E-3,-2.222204208E-2,4.584301234E-2
1.729405533E0,9.890317917E-3,4.087448120E-2,-1.217317581E-2,4.378045010E-2
1.734440933E0,-1.069158316E-3,-1.567840576E-3,1.670885086E-2,1.681626952E-2
1.739415298E0,9.250938892E-3,1.128196716E-3,3.346681595E-2,3.474018520E-2
1.744420181E0,-8.882164955E-3,2.266788483E-2,-3.491783142E-2,4.256736788E-2
1.749425064E0,2.032688260E-2,1.576137543E-2,5.929946899E-3,2.639635168E-2
1.754429947E0,-2.589225769E-4,2.779769897E-2,3.947257996E-3,2.807774839E-2
1.759404312E0,2.183181047E-2,4.445266724E-2,-1.926803589E-2,5.314061328E-2
1.764409195E0,-5.833476782E-3,-5.146026611E-3,-5.175638199E-2,5.233769309E-2
1.769414078E0,-3.334549069E-2,2.826595306E-2,-2.734613419E-2,5.156255334E-2
1.774388443E0,-3.709316254E-2,-1.412105560E-2,-5.504655838E-2,6.786332226E-2
1.779454361E0,-1.479920745E-2,2.647209167E-2,7.193088531E-3,3.116935516E-2
1.784398209E0,-3.044709563E-2,6.198024750E-2,3.111171722E-2,7.573978915E-2
1.789403091E0,-4.599592090E-2,1.691722870E-2,-2.544736862E-2,5.522124533E-2
1.794377457E0,-1.890942454E-2,5.540847778E-4,-3.432750702E-2,3.919503903E-2
1.799382340E0,4.104474187E-2,7.934570312E-3,-1.092295647E-1,1.169560859E-1
1.804387222E0,-8.131951094E-3,-5.991935730E-3,-3.243064880E-2,3.396732112E-2
1.809361588E0,-7.352203131E-3,1.090335846E-2,5.984306335E-3,1.444818462E-2
1.814366470E0,-6.084764004E-2,1.825809479E-2,-7.185935974E-4,6.353195810E-2
1.819371353E0,-3.590765595E-2,2.319335938E-2,-2.625226974E-2,5.016446294E-2
1.824376236E0,-3.475528955E-2,-5.000114441E-3,5.029201508E-3,3.547145563E-2
1.829350601E0,-3.370872140E-2,4.786491394E-3,-3.479290009E-2,4.867991675E-2
1.834355484E0,-3.029084206E-2,3.575801849E-2,1.072311401E-2,4.807448568E-2
1.839360367E0,-4.572001100E-2,5.230903625E-2,2.517127991E-2,7.389281434E-2
1.844365250E0,-4.217129946E-2,1.206970215E-2,-2.187299728E-2,4.901555078E-2
1.849339615E0,-4.342368245E-2,-6.551742554E-3,-1.890468597E-2,4.781138651E-2
1.854344498E0,-2.812218666E-2,4.818058014E-2,-6.078529358E-2,8.250501561E-2
1.859349381E0,-6.247961521E-2,-1.427650452E-3,4.164981842E-2,7.510291524E-2
1.864323746E0,-4.225775599E-2,-8.113861084E-3,-3.614664078E-2,5.619726259E-2
1.869328629E0,-4.588568211E-2,4.193210602E-2,-2.120208740E-2,6.567591528E-2
1.874333511E0,-4.955479503E-2,-2.842903137E-3,-9.133577347E-2,1.039518317E-1
1.879338394E0,-7.201743126E-2,1.414966583E-2,2.798271179E-2,7.854779187E-2
1.884343277E0,-3.051730990E-2,4.994392395E-3,-1.898479462E-2,3.628598332E-2
