"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.600782260E-1,-2.465680242E-3,-2.057456970E-2,-9.542274475E-2,9.764677523E-2
7.650525910E-1,-1.757901907E-2,2.831459045E-3,-1.280732155E-1,1.293050177E-1
7.700574740E-1,-1.885905862E-3,-2.304077148E-3,-5.428647995E-2,5.436807260E-2
7.750318390E-1,5.855572224E-2,-5.112648010E-3,-9.687328339E-2,1.133108327E-1
7.800367220E-1,-2.551779151E-2,-3.628158569E-2,-9.198093414E-2,1.021175959E-1
7.850110870E-1,-3.812974691E-2,-2.236175537E-2,-1.272826195E-1,1.347397155E-1
7.900159700E-1,2.010998130E-2,-5.575275421E-2,-1.433916092E-1,1.551577730E-1
7.949903350E-1,-1.416462660E-2,-1.568603516E-2,-6.730270386E-2,7.054319451E-2
7.999647000E-1,-5.751100183E-2,-9.059906006E-3,-1.099534035E-1,1.244160286E-1
8.049695830E-1,-4.153977334E-2,-4.502391815E-2,-4.371881485E-2,7.525982160E-2
8.099439490E-1,2.377514541E-2,-3.817653656E-2,-7.950973511E-2,9.134825373E-2
8.149488310E-1,3.892579675E-2,-2.429008484E-2,6.914138794E-2,8.298046397E-2
8.199231970E-1,-2.163717151E-2,-5.302715302E-2,-1.480150223E-2,5.915344974E-2
8.248975620E-1,-1.813742518E-2,-6.048202515E-3,-8.159637451E-2,8.380641550E-2
8.299024450E-1,-1.723372936E-2,-1.618003845E-2,-3.932857513E-2,4.588607517E-2
8.348768100E-1,-6.890922785E-3,-2.150154114E-2,-1.508445740E-1,1.525250359E-1
8.398511750E-1,-7.209804654E-2,-4.566383362E-2,2.419376373E-2,8.870542384E-2
8.448255400E-1,-2.190038562E-3,-4.369926453E-2,3.956604004E-2,5.899062225E-2
8.497999060E-1,-2.496583760E-2,-1.818466187E-2,2.171230316E-2,3.775445779E-2
8.547742710E-1,-4.764868319E-2,-4.247570038E-2,-2.670526505E-2,6.919359301E-2
8.598401890E-1,-2.063819766E-2,-5.715942383E-2,-1.811218262E-2,6.341282279E-2
8.647840360E-1,-8.055955172E-3,-3.264427185E-3,1.873588562E-2,2.065401434E-2
8.697584020E-1,-3.583544493E-2,-2.540302277E-2,3.288269043E-3,4.404889774E-2
8.747327670E-1,-3.265097737E-2,-1.198768616E-2,-7.361412048E-3,3.555251510E-2
8.797376500E-1,-4.356166720E-2,-8.131027222E-3,7.885169983E-2,9.045066622E-2
8.847120150E-1,-9.922750294E-2,-1.608371735E-2,8.582115173E-3,1.008882352E-1
8.897168980E-1,-3.411206603E-2,-5.232238770E-2,-7.529830933E-2,9.783200238E-2
8.946912630E-1,-6.630524993E-2,-1.037406921E-2,-7.421970367E-3,6.752105690E-2
8.996961460E-1,-4.146178067E-2,-8.910179138E-3,-3.855705261E-3,4.258329498E-2
9.046705110E-1,-9.455738962E-2,-2.709388733E-3,-2.389383316E-2,9.756718701E-2
9.096448760E-1,-5.745863914E-2,-5.981445312E-3,5.068302155E-2,7.685077471E-2
9.146192420E-1,-9.148021042E-2,-5.171585083E-2,-3.351879120E-2,1.103026178E-1
9.196241240E-1,-7.158815861E-3,-4.980373383E-2,-8.364677429E-3,5.100616018E-2
9.246290070E-1,-8.635814488E-2,-4.550647736E-2,1.181349754E-1,1.532463412E-1
9.296338900E-1,-5.395510793E-2,-3.186130524E-2,3.341579437E-2,7.101346180E-2
9.346082550E-1,-8.788713813E-2,-3.488636017E-2,8.373260498E-3,9.492796567E-2
9.396131380E-1,-4.836173356E-2,-4.969406128E-2,6.851291656E-2,9.748013508E-2
9.445875030E-1,-5.172376335E-2,-4.548931122E-2,5.026006699E-2,8.526839663E-2
9.495618680E-1,-4.567211866E-2,-4.362106323E-2,-2.441835403E-2,6.771259554E-2
9.545667510E-1,-6.802113354E-2,-4.651451111E-2,-6.444931030E-3,8.265598277E-2
9.595411170E-1,-2.406238019E-2,-4.231452942E-2,1.136112213E-2,4.998592439E-2
9.645459990E-1,-7.966242731E-2,-3.099346161E-2,-2.281713486E-2,8.847213477E-2
9.695203650E-1,-6.163859367E-2,-4.568767548E-2,8.970212936E-2,1.180387730E-1
9.744947300E-1,-6.499543786E-2,-2.015018463E-2,7.378816605E-2,1.003749487E-1
9.794996130E-1,-6.132327020E-2,-4.442310333E-2,5.325365067E-2,9.257379158E-2
9.844739780E-1,-1.191577017E-1,-4.012203217E-2,1.297321320E-1,1.806620088E-1
9.894788610E-1,-5.381724238E-2,-5.472660065E-2,7.812309265E-2,1.095194686E-1
9.944532260E-1,-8.103768528E-2,-4.325866699E-2,1.567540169E-1,1.816872051E-1
9.994581090E-1,-8.837863803E-3,-5.964279175E-3,1.638550758E-1,1.642016027E-1
1.004432474E0,-1.279230416E-2,-3.509044647E-2,1.755990982E-1,1.795272285E-1
1.009406839E0,-1.673932374E-2,-7.809829712E-2,1.235609055E-1,1.471286727E-1
1.014411722E0,-2.535928786E-2,-5.225563049E-2,1.876688004E-1,1.964518339E-1
1.019386087E0,-3.209754825E-3,-4.072666168E-2,1.144123077E-1,1.214871996E-1
1.024390970E0,4.237684608E-2,-4.812240601E-2,1.220960617E-1,1.379094316E-1
1.029365335E0,-2.328731120E-2,-6.963443756E-2,4.235315323E-2,8.476463499E-2
1.034370218E0,1.310972869E-2,-8.629035950E-2,1.591444016E-1,1.815071119E-1
1.039344583E0,3.034049273E-2,-1.546096802E-2,1.215329170E-1,1.262134579E-1
1.044349466E0,2.598986030E-3,-4.438781738E-2,1.196122169E-1,1.276092297E-1
1.049323831E0,4.832646251E-2,-5.894565582E-2,1.648731232E-1,1.816402600E-1
1.054328714E0,1.821768284E-2,-5.918216705E-2,1.248216629E-1,1.393372183E-1
1.059303079E0,7.578842342E-2,-2.392387390E-2,2.622528076E-1,2.740306041E-1
1.064277445E0,3.852264583E-2,-7.627964020E-2,2.427678108E-1,2.573689719E-1
1.069282327E0,2.043551207E-2,-2.905845642E-2,1.219363213E-1,1.270057892E-1
1.074256693E0,3.786131740E-2,-2.469635010E-2,1.626601219E-1,1.688244779E-1
1.079261575E0,5.510867387E-2,-4.870128632E-2,1.841559410E-1,1.982982396E-1
1.084235941E0,-3.329142928E-3,-4.885768890E-2,1.417922974E-1,1.500107081E-1
1.089240824E0,1.039711833E-1,-2.771091461E-2,1.470651627E-1,1.822253106E-1
1.094215189E0,5.461479723E-2,-7.991409302E-2,1.357736588E-1,1.667438897E-1
1.099189554E0,4.337304831E-2,-4.906272888E-2,1.269373894E-1,1.428337268E-1
1.104194437E0,5.341038853E-2,-1.034717560E-1,1.016206741E-1,1.545504296E-1
1.109168802E0,8.934752643E-2,-1.817131042E-2,1.638336182E-1,1.874956838E-1
1.114173685E0,1.179237962E-1,-5.865478516E-2,1.571183205E-1,2.050184678E-1
1.119148050E0,1.274653077E-1,-3.500366211E-2,1.410956383E-1,1.933407359E-1
1.124122415E0,1.180742085E-1,-5.167770386E-2,2.267112732E-1,2.607874713E-1
1.129127298E0,1.016180366E-1,-5.171108246E-2,1.841158867E-1,2.165615874E-1
1.134101663E0,1.089241132E-1,-3.047561646E-2,2.009186745E-1,2.305678629E-1
1.139106546E0,1.280100346E-1,-5.657005310E-2,1.421165466E-1,1.994588997E-1
1.144080911E0,3.242401183E-1,1.253662109E-1,2.798352242E-1,4.462690823E-1
1.149085794E0,-4.525403082E-1,-3.902378082E-1,-2.110767365E-1,6.337441646E-1
1.154060159E0,3.166875839E-1,-1.149940491E-2,4.990525246E-1,5.911655305E-1
1.159065042E0,5.543552637E-1,-9.184455872E-2,4.309387207E-1,7.081337179E-1
1.164100443E0,-1.407821178E-1,-9.594345093E-2,-1.157455444E-1,2.059654863E-1
1.169013773E0,2.294861376E-1,-5.972003937E-2,8.354616165E-2,2.514166494E-1
1.174018656E0,8.923304826E-2,-5.458450317E-2,3.353428841E-1,3.512788846E-1
1.179023538E0,1.369809508E-1,-6.833648682E-2,1.719927788E-1,2.302502384E-1
1.183997904E0,1.251547039E-1,-3.470325470E-2,2.107281685E-1,2.475366170E-1
1.188972269E0,-1.230388880E-4,-7.220649719E-2,7.913112640E-2,1.071238934E-1
1.193977152E0,1.258471906E-1,-1.967620850E-2,1.186151505E-1,1.740523556E-1
1.198951517E0,9.988537431E-2,-4.308128357E-2,2.498826981E-1,2.725333884E-1
1.203956400E0,4.166425765E-1,5.175876617E-2,4.296555519E-1,6.007278083E-1
1.208930765E0,-2.343180776E-1,-2.246608734E-1,4.393291473E-2,3.275783426E-1
1.213905130E0,1.568483710E-1,-5.251312256E-2,7.466983795E-2,1.814789912E-1
1.218910013E0,2.731083333E-1,2.132129669E-2,4.119000435E-1,4.946760609E-1
1.223884378E0,-1.360546947E-1,-8.258247375E-2,1.371965408E-1,2.101276653E-1
1.228919779E0,2.062415183E-1,3.246307373E-3,-5.729246140E-2,2.140759877E-1
1.233863626E0,5.940169469E-2,-6.271839142E-2,1.700139046E-1,1.907010375E-1
1.238868509E0,2.734809741E-2,-8.094120026E-2,2.136402130E-1,2.300902800E-1
1.243842874E0,4.292155057E-2,-2.581596375E-2,2.545666695E-1,2.594473216E-1
1.248847757E0,3.455159068E-2,-2.306079865E-2,1.629886627E-1,1.681990399E-1
1.253822122E0,3.317554668E-2,-3.919506073E-2,3.678846359E-2,6.316851064E-2
1.258827005E0,-3.602199256E-3,-5.283355713E-2,1.500568390E-1,1.591270421E-1
1.263801370E0,7.099395990E-2,-7.346153259E-2,1.962585449E-1,2.212558600E-1
1.268775736E0,4.827285931E-2,-7.499408722E-2,1.406211853E-1,1.665193677E-1
1.273780618E0,7.055474073E-2,-1.745891571E-2,2.176918983E-1,2.295050060E-1
1.278754984E0,1.020482779E-1,-6.422996521E-2,1.218485832E-1,1.714246676E-1
1.283759867E0,1.002062336E-1,-4.209423065E-2,1.803188324E-1,2.105423825E-1
1.288734232E0,1.858368814E-1,-8.301734924E-3,2.194662094E-1,2.876972060E-1
1.293739115E0,1.599729359E-1,-5.264759064E-2,2.347359657E-1,2.889015103E-1
1.298713480E0,2.123235911E-1,-2.577018738E-2,1.814694405E-1,2.804934361E-1
1.303687845E0,2.052028328E-1,-4.388809204E-2,2.278923988E-1,3.097891423E-1
1.308692728E0,2.406059802E-1,-3.812694550E-2,1.560592651E-1,2.893084788E-1
1.313667093E0,7.833955884E-1,1.470451355E-1,4.555048943E-1,9.180499052E-1
1.318671976E0,-2.143167257E-1,-1.483554840E-1,8.934879303E-2,2.755434909E-1
1.323646341E0,2.722914219E-1,4.985332489E-2,2.174324989E-1,3.520012273E-1
1.328651224E0,3.107444942E-1,3.386878967E-2,4.293127060E-1,5.310542676E-1
1.333625589E0,1.193505824E-1,4.637813568E-2,2.572727203E-2,1.306039261E-1
1.338599954E0,-9.863613546E-2,-2.122020721E-2,-4.048566818E-1,4.172389210E-1
1.343604837E0,-2.644615471E-1,-3.387451172E-2,-8.580732346E-2,2.800897878E-1
1.348579202E0,2.562742233E-1,5.021476746E-2,2.067904472E-1,3.331070241E-1
1.353584085E0,-1.832884848E-1,-8.125972748E-2,6.018018723E-2,2.093309984E-1
1.358558450E0,-4.386207461E-2,-5.105018616E-2,-3.164515495E-1,3.235298847E-1
1.363563333E0,1.171076298E-1,-3.056621552E-2,-2.131538391E-1,2.451184400E-1
1.368537699E0,6.178304926E-2,-1.513862610E-2,-1.605014801E-1,1.726471786E-1
1.373542581E0,1.537336409E-1,-3.063964844E-2,6.624746323E-2,1.701809237E-1
1.378516947E0,2.024731040E-1,-1.544857025E-2,1.941657066E-1,2.809525544E-1
1.383521829E0,1.181927547E-1,-5.199432373E-3,7.539987564E-2,1.402914916E-1
1.388496195E0,2.065359354E-1,-2.808761597E-2,2.371358871E-2,2.097816509E-1
1.393470560E0,1.477042735E-1,-1.214027405E-3,1.943516731E-1,2.441118578E-1
1.398475443E0,1.745261401E-1,-3.125286102E-2,1.793990135E-1,2.522302935E-1
1.403449808E0,1.043789908E-1,-3.035831451E-2,1.267957687E-1,1.670142747E-1
1.408454691E0,1.172581539E-1,-1.764488220E-2,-1.504087448E-2,1.195284251E-1
1.413429056E0,5.676470697E-2,-2.156543732E-2,-1.627850533E-1,1.737419742E-1
1.418433939E0,9.617862105E-2,5.277633667E-3,-1.274805069E-1,1.597794111E-1
1.423408304E0,2.490242720E-1,-3.436088562E-3,3.745698929E-2,2.518490039E-1
1.428382669E0,2.805196345E-1,4.465579987E-2,1.043405533E-1,3.026092478E-1
1.433387552E0,5.737703443E-1,2.506313324E-1,3.627634048E-2,6.271717832E-1
1.438361917E0,-3.841120601E-1,-1.161346436E-1,-2.976679802E-1,4.996354236E-1
1.443366800E0,1.886907406E-2,1.369667053E-2,-2.815909386E-1,2.825545919E-1
1.448341165E0,3.337742388E-1,1.305198669E-1,1.590914726E-1,3.921106666E-1
1.453315531E0,-1.229319572E-1,-4.875946045E-2,7.198381424E-2,1.505703178E-1
1.458320413E0,1.486193761E-2,-8.706760406E-2,-1.699328423E-1,1.915171422E-1
1.463294779E0,1.514007896E-1,1.063117981E-1,2.063121796E-1,2.771084859E-1
1.468360697E0,1.189607829E-1,4.068660736E-2,3.165435791E-2,1.296497831E-1
1.473274027E0,-4.535737261E-2,-2.435493469E-2,-1.981563568E-1,2.047349404E-1
1.478278909E0,1.141890511E-2,-1.789188385E-2,-1.732878685E-1,1.745829209E-1
1.483253275E0,9.605930746E-2,-2.099227905E-2,8.734226227E-2,1.315170601E-1
1.488227640E0,-3.249579668E-2,1.126289368E-2,-6.975793839E-2,7.777531449E-2
1.493232523E0,2.631170675E-2,-1.577472687E-2,-2.161235809E-1,2.182900597E-1
1.498237406E0,-6.670537591E-2,-9.578704834E-3,-1.937222481E-1,2.051089178E-1
1.503211771E0,2.016242966E-2,4.365062714E-2,-1.126556396E-1,1.224875257E-1
1.508186136E0,-1.182717904E-1,1.915931702E-3,-1.669421196E-1,2.046009739E-1
1.513160501E0,-1.944201738E-1,1.954269409E-2,-1.475982666E-1,2.448803160E-1
1.518165384E0,-1.748258621E-2,4.645252228E-2,-2.464609146E-1,2.514089499E-1
1.523170267E0,1.163378358E-2,2.221107483E-3,-2.100772858E-1,2.104108938E-1
1.528144632E0,4.778127745E-2,-3.977775574E-3,-1.245608330E-1,1.334701251E-1
1.533118997E0,5.308801681E-2,7.005500793E-2,-4.221868515E-2,9.751132776E-2
1.538123880E0,4.882341623E-2,4.431247711E-2,-1.281809807E-1,1.441446683E-1
1.543098245E0,2.331503481E-2,4.655838013E-3,-1.543693542E-1,1.561895170E-1
1.548072611E0,1.420986950E-1,2.430438995E-2,-1.709485054E-1,2.236205134E-1
1.553046976E0,1.632475406E-1,2.722549438E-2,-2.456235886E-2,1.673149621E-1
1.558051859E0,2.126683146E-1,6.791687012E-2,-6.834030151E-3,2.233544655E-1
1.563026224E0,2.522560656E-1,1.620292664E-2,-1.615805626E-1,3.000065594E-1
1.568031107E0,2.065802515E-1,1.919746399E-2,-1.049675941E-1,2.325126636E-1
1.573005472E0,1.850597560E-1,8.040428162E-3,-1.007137299E-1,2.108435846E-1
1.577979837E0,2.041556239E-1,7.967662811E-2,2.163457870E-2,2.202179349E-1
1.582984720E0,1.193822324E-1,3.511524200E-2,5.334711075E-2,1.353924365E-1
1.587959085E0,1.108501852E-1,2.406692505E-2,-8.976602554E-2,1.446544841E-1
1.592963968E0,9.300790727E-2,4.384613037E-2,-1.065182686E-1,1.480509895E-1
1.597938333E0,1.321837902E-1,7.055759430E-2,-6.646060944E-2,1.639144323E-1
1.602912699E0,1.007502601E-1,6.882095337E-2,-1.469998360E-1,1.910389759E-1
1.607917581E0,1.835394800E-1,1.427679062E-1,-2.841997147E-2,2.342586402E-1
1.612891947E0,3.913745582E-1,1.808252335E-1,-1.688671112E-2,4.314591184E-1
1.617896829E0,2.304216921E-1,-2.897834778E-2,-2.623629570E-1,3.503829648E-1
1.622871195E0,1.664602458E-1,2.762126923E-2,-7.347631454E-2,1.840399869E-1
1.627906595E0,3.538231254E-1,8.380031586E-2,-4.190492630E-2,3.660181960E-1
1.632880960E0,2.724923939E-2,-1.036491394E-1,-1.617050171E-1,1.939953033E-1
1.637855325E0,-3.740811348E-2,5.555152893E-3,-1.600942612E-1,1.645004533E-1
1.642860208E0,3.079788089E-1,1.137046814E-1,-5.481290817E-2,3.328425396E-1
1.647834574E0,8.991383016E-2,6.730556488E-2,4.482269287E-3,1.124038552E-1
1.652839456E0,-6.971862167E-2,3.549003601E-2,-1.929521561E-2,8.057626331E-2
1.657813822E0,2.181906700E-1,1.857547760E-1,-4.281330109E-2,2.897326078E-1
1.662818704E0,6.477831602E-1,-9.484004974E-2,6.703796387E-1,9.370306919E-1
1.667793070E0,3.640969694E-1,1.395568848E-1,3.418641090E-1,5.185689889E-1
1.672797952E0,3.645643294E-1,9.178256989E-2,1.278858185E-1,3.970969314E-1
1.677772318E0,2.373124212E-1,3.537559509E-2,-4.992570877E-1,5.539189991E-1
1.682777200E0,2.857868373E-1,2.298707962E-1,-6.102466583E-2,3.718046654E-1
1.687751566E0,9.401739389E-2,1.324443817E-1,5.964708328E-2,1.730276254E-1
1.692725931E0,3.366834223E-1,8.552932739E-2,-3.063488007E-2,3.487255204E-1
1.697730814E0,2.967836857E-1,-2.447986603E-2,-2.756605148E-1,4.057937153E-1
1.702705179E0,4.644140601E-3,-1.239662170E-1,-4.381933212E-1,4.554147316E-1
1.707710062E0,1.511424780E-4,-5.599021912E-3,-3.493480682E-1,3.493929660E-1
1.712684427E0,-2.884532809E-1,-1.153945923E-1,3.312444687E-2,3.124394920E-1
1.717689310E0,-1.106527746E-1,-1.715564728E-2,4.105329514E-2,1.192632626E-1
1.722663675E0,-1.287405640E-1,5.151367188E-2,-2.242708206E-2,1.404662423E-1
1.727638040E0,-9.244295955E-2,3.816604614E-3,3.248548508E-2,9.805903314E-2
1.732642923E0,-1.389909834E-1,-1.765060425E-2,2.189598083E-1,2.599489084E-1
1.737617288E0,-3.934948146E-2,2.447605133E-2,2.028403282E-1,2.080664738E-1
1.742622171E0,-3.102494776E-2,2.582263947E-2,6.138849258E-2,7.347042340E-2
1.747596536E0,-1.909954697E-1,1.994037628E-2,-1.451416016E-1,2.407134657E-1
1.752601419E0,-7.841737568E-2,6.834316254E-2,-2.697629929E-1,2.891230620E-1
1.757575784E0,-4.707017541E-2,7.834053040E-2,-2.118773460E-1,2.307484559E-1
1.762580667E0,-3.231057525E-2,1.044788361E-1,-4.626750946E-2,1.187454542E-1
1.767555033E0,6.062865257E-3,1.160268784E-1,-1.041946411E-1,1.560625454E-1
1.772620950E0,-3.270208836E-3,8.261585236E-2,-3.056473732E-1,3.166328948E-1
1.777534281E0,5.954593420E-3,9.195232391E-2,-2.835474014E-1,2.981439517E-1
1.782508646E0,-6.274972856E-2,9.403610229E-2,-2.097034454E-2,1.149785733E-1
1.787513529E0,-1.377331167E-1,7.474327087E-2,1.165232658E-1,1.952809245E-1
1.792518411E0,-2.332928777E-1,4.137134552E-2,9.637832642E-3,2.371287474E-1
1.797492777E0,-1.723508090E-1,-3.483772278E-3,-2.312755585E-2,1.739305087E-1
1.802467142E0,-1.566756070E-1,1.055727005E-1,-1.064729691E-2,1.892252780E-1
1.807472025E0,-3.926530480E-2,1.004362106E-1,1.835098267E-1,2.128498369E-1
1.812446390E0,2.783693373E-2,1.189460754E-1,1.871948242E-1,2.235284455E-1
1.817420755E0,8.007642627E-2,5.236148834E-2,1.460523605E-1,1.746002621E-1
1.822425638E0,1.293303221E-1,9.258270264E-2,7.224082947E-2,1.746900870E-1
1.827400003E0,1.757326722E-2,5.933094025E-2,1.737766266E-1,1.844648913E-1
1.832404886E0,5.534081161E-2,7.837390900E-2,3.852033615E-2,1.033870946E-1
1.837379251E0,2.875588834E-2,1.327037811E-1,-8.611536026E-2,1.607888364E-1
1.842353617E0,-3.788401186E-2,1.275672913E-1,-1.850414276E-2,1.343540675E-1
1.847358499E0,-9.203250706E-2,8.945274353E-2,4.385328293E-2,1.356277483E-1
1.852363382E0,-2.236502469E-1,6.346130371E-2,-1.941442490E-2,2.332888550E-1
1.857337747E0,-2.151451856E-1,6.128978729E-2,-1.293635368E-1,2.584159700E-1
1.862342630E0,-2.091512084E-1,6.864452362E-2,-5.183029175E-2,2.261474690E-1
1.867316995E0,-3.422245979E-1,7.833290100E-2,7.230377197E-2,3.584432371E-1
1.872291361E0,-2.663444579E-1,1.021051407E-1,1.599926949E-1,3.270512076E-1
1.877296243E0,-3.707700670E-1,1.186447144E-1,1.124658585E-1,4.052105380E-1
1.882270609E0,-3.518468738E-1,9.263420105E-2,2.530860901E-2,3.647161135E-1
1.887275492E0,-2.527959943E-1,6.926822662E-2,4.282379150E-2,2.655894935E-1
1.892249857E0,-1.968471706E-1,4.138755798E-2,7.908487320E-2,2.161392044E-1
